time,Coincident Index,Coincident ann,manufac,home,manufac,home
Jan-90,104.0,3.379721669980129,19801512.791666664,32297507.75,5.708256458095917,6.744695114904031
Feb-90,104.1,3.376365441906648,19917976.541666664,32725674.666666664,5.769921182177207,10.329961949836708
Mar-90,104.1,-0.3827751196172291,20018710.083333332,33139417.499999996,4.288451695071838,3.499145383481217
Apr-90,104.6,2.7504911591355485,20131036.708333332,33368007.249999996,4.531585859822984,1.665826824459793
May-90,105.7,4.137931034482767,20234188.0,33512947.58333333,6.439933422906319,10.335440506239046
Jun-90,106.5,4.4117647058823595,20313057.041666664,33628596.666666664,7.598420043736853,8.248135409982172
Jul-90,106.9,5.320197044334973,20400292.5,33756921.5,7.629351819075447,12.862319442190673
Aug-90,106.5,3.9024390243902474,20507601.791666664,33908057.041666664,6.398501626369502,17.285504420195032
Sep-90,105.9,2.9154518950437414,20621137.916666664,34107198.791666664,5.779413318752247,9.76850017133637
Oct-90,107.3,4.580896686159841,20729093.5,34317068.33333333,7.639198498219191,6.0794335653387765
Nov-90,106.6,2.995169082125604,20827350.125,34446282.33333333,4.788284685446231,5.636095085926418
Dec-90,106.7,2.4975984630163373,20907110.416666664,34579490.54166667,4.818199750615437,3.70886782020452
Jan-91,106.3,2.2115384615384537,20981173.625,34718283.08333333,6.086427888409118,5.368737887439012
Feb-91,105.8,1.6330451488953068,21021563.666666664,34778249.875,7.714447671143665,5.028489308552886
Mar-91,104.6,0.4803073967339033,21036066.75,34747150.33333333,6.4766666713367504,10.157728271359057
Apr-91,104.1,-0.47801147227533036,21059374.333333332,34754885.45833333,6.6891943240291685,6.325024749100017
May-91,104.4,-1.2298959318826852,21079756.333333336,34921198.166666664,5.405282244333698,3.766207301272617
Jun-91,102.6,-3.6619718309859217,21085014.083333332,35071018.791666664,4.043643045258727,6.978179206904489
Jul-91,103.5,-3.1805425631431294,21070954.083333332,35196552.5,4.2519905855915585,3.685862390642747
Aug-91,102.1,-4.131455399061035,21060153.0,35389422.375,0.21342797779846379,0.3492176250355472
Sep-91,100.9,-4.721435316336164,21036103.208333332,35537566.166666664,1.4245972913994542,-2.187080496009741
Oct-91,99.9,-6.896551724137923,20987575.708333332,35682322.83333333,1.1853387902682089,3.361503547475464
Nov-91,100.1,-6.0975609756097615,20930952.291666664,35821393.375,1.129519132814738,9.494295531726848
Dec-91,97.8,-8.341143392689787,20873880.875,35863262.916666664,-0.5193911907288684,2.14946304127257
Jan-92,96.3,-9.40733772342427,20821404.5,35809470.70833333,-1.1537367613712601,6.113871334279297
Feb-92,95.5,-9.735349716446118,20777539.75,35822209.70833333,-0.14510345192210172,6.529246945089562
Mar-92,93.5,-10.611854684512423,20755151.541666664,35933301.375,-2.5762140908144215,3.7403772066978425
Apr-92,92.0,-11.623439000960612,20729550.541666664,36013634.33333333,-2.9809946101014617,6.790011892817649
May-92,89.9,-13.888888888888884,20695960.041666664,36062421.25,-3.5866995982639427,3.5087029240368217
Jun-92,89.8,-12.475633528265107,20672471.25,36151155.20833333,-2.85890662509819,-0.36074328548652
Jul-92,88.9,-14.106280193236708,20649648.041666664,36272035.33333333,-2.7880399254775257,-3.2460112997961588
Aug-92,86.7,-15.083251714005874,20616221.958333332,36360702.666666664,-2.013570484423821,3.466606792282012
Sep-92,88.0,-12.784935579781964,20610743.125,36457772.20833333,-0.5403615824321695,2.95261758920613
Oct-92,85.5,-14.414414414414424,20630273.458333332,36623314.375,-2.2790406547160025,2.243377711323191
