date,total,manufac,home,hokkaido,touhoku,tokyo,cyubu,hokuriku,kansai,cyugoku,shikoku,kyushu,okinawa
2012/9/1,76392995,23004880,53388115,2012223,4435178,18044724,7036328,1454605,9082593,3373480,1742359,5519054,687571
2012/10/1,65957363,22499632,43457731,1893255,3856663,14659809,5601151,1190661,7111417,2638040,1424014,4526820,555901
2012/11/1,64373027,21457930,42915097,2042887,3870656,14103321,5547562,1292349,7075528,2709724,1405180,4352781,515109
2012/12/1,71526475,21282508,50243967,2260284,4691912,16586515,6475525,1643363,8208742,3190337,1673687,5036075,477527
2013/1/1,79810011,20779309,59030702,2908284,5798129,18625722,7535588,1910474,9835736,3792186,2049975,6074094,500514
2013/2/1,76120205,20423645,55696560,2678158,5216172,18723607,7214320,1743704,8918322,3506677,1785196,5460465,449939
2013/3/1,71471264,21711327,49759937,2472199,4996459,16061789,6427991,1577131,8132784,3122398,1649028,4887614,432544
2013/4/1,66133217,21262272,44870945,2271569,4249198,14527512,5752307,1370184,7344531,2854771,1460104,4568827,471942
2013/5/1,65084676,21714834,43369842,2123913,4139874,13773651,5607939,1309024,7410500,2660801,1479670,4391456,473014
2013/6/1,63866380,22724650,41141730,1748286,3668102,13251619,5358886,1230540,6783260,2654418,1430166,4430566,585887
2013/7/1,70205121,23941868,46263253,1771386,3941525,15366882,5863452,1402810,7734989,2827017,1703863,4998325,653004
2013/8/1,78532599,22871166,55661433,1966776,4200827,18356964,7303161,1511924,9828393,3568416,1986483,6199164,739325
2013/9/1,74333939,22748547,51585392,1964451,4059883,17421330,6853442,1340111,8697719,3192231,1689037,5649189,717999
2013/10/1,66360403,23030323,43330080,1810669,3799818,14199147,5653114,1225906,7146918,2671856,1470708,4725683,626261
2013/11/1,65371785,21737875,43633910,2054787,3969321,14210840,5727255,1299714,7236684,2712734,1396790,4487930,537855
2013/12/1,68767684,21694899,47072785,2119928,4403248,15280826,6089172,1576772,7617224,3087313,1610715,4812376,475211
2014/1/1,80416531,21491722,58924809,2794520,5646365,18675735,7689553,1944096,9748126,3746911,2006571,6145386,527546
2014/2/1,76451101,20940442,55510659,2679488,5402757,18391209,7176181,1714489,8929217,3563595,1787647,5412380,453696
2014/3/1,73017753,22319323,50698430,2379113,4982560,16761917,6481765,1642164,8123775,3200940,1681846,5005921,438429
2014/4/1,66467057,21426895,45040162,2272440,4298727,14547457,5893965,1365795,7284671,2865698,1441949,4612521,456939
2014/5/1,63280170,21710926,41569244,1982122,3931767,13328440,5434392,1249138,6903505,2613462,1424831,4218084,483503
2014/6/1,62804330,22707062,40097268,1696649,3656901,13141976,5163537,1224675,6548301,2497725,1368239,4248528,550737
2014/7/1,68011781,23683014,44328767,1744253,3792560,14944578,5688860,1338682,7351235,2680768,1565271,4572130,650430
2014/8/1,74770075,22389828,52380247,1956156,4325476,17587205,6905054,1446242,9019933,3225833,1757132,5430709,726507
2014/9/1,68281147,22416362,45864785,1864138,3828943,14920220,6021985,1263176,7820823,2867141,1557526,5024589,696244
2014/10/1,63780740,22499499,41281241,1816322,3733416,13296074,5391175,1173244,6809324,2554342,1382044,4468525,656775
2014/11/1,63088994,21474571,41614423,2018488,3826793,13376875,5452602,1257614,6807818,2679794,1362506,4280384,551549
2014/12/1,67878960,21574732,46304228,2110342,4616349,15293755,5863252,1605624,7271172,2952666,1600993,4534593,455482
2015/1/1,80182281,21109601,59072680,2811299,5799653,18418759,7779177,2007361,9743754,3843763,2014677,6128398,525839
2015/2/1,74191268,20397369,53793899,2501710,5083755,17790689,7026681,1728360,8661533,3457120,1730118,5352929,461004
2015/3/1,70261883,21796521,48465362,2190371,4807318,15684063,6195740,1624668,7704800,3149440,1682577,4987903,438482
2015/4/1,66550080,21002653,45547427,2112865,4323693,14935677,5989286,1394333,7361799,2898806,1432680,4625628,472660
2015/5/1,61452367,20986465,40465902,1893151,3725056,12815847,5381532,1234314,6752645,2509637,1413159,4237948,502613
2015/6/1,61013366,22073025,38940341,1594358,3502824,12882511,5016860,1195052,6256407,2440324,1330222,4138297,583486
2015/7/1,65926315,23278440,42647875,1692709,3847533,13916941,5479961,1332771,7002908,2668009,1524077,4475600,707366
2015/8/1,74633452,21940347,52693105,1882707,4355044,17702764,7120553,1476347,8918246,3276330,1799421,5429979,731714
2015/9/1,66270370,21665444,44604926,1797968,3783230,14583151,5969316,1226174,7479771,2771710,1492796,4834497,666313
2015/10/1,61240779,21686364,39554415,1749248,3623486,12815542,5237783,1160327,6337973,2482873,1337666,4179068,630449
2015/11/1,60716671,20925883,39790788,1957471,3770970,12635365,5267052,1221189,6348491,2538923,1325099,4171917,554311
2015/12/1,63604246,20599296,43004950,2037416,4337510,14039592,5478028,1451686,6592122,2808292,1457393,4308727,494184
2016/1/1,73205156,20441436,52763720,2629883,5181720,16404146,6879849,1822099,8437918,3423528,1842317,5631231,511029
2016/2/1,72899139,20273742,52625397,2406565,5189185,17345157,6763051,1732640,8009869,3476379,1720426,5500944,481181
2016/3/1,69545218,21053124,48492094,2348201,4829178,15615407,6283345,1621908,7497503,3198588,1652053,4982600,463311
