DATE,TIME,electricity
1/1/2020,0:00,282
1/1/2020,1:00,290
1/1/2020,2:00,304
1/1/2020,3:00,311
1/1/2020,4:00,308
1/1/2020,5:00,290
1/1/2020,6:00,267
1/1/2020,7:00,269
1/1/2020,8:00,284
1/1/2020,9:00,264
1/1/2020,10:00,254
1/1/2020,11:00,248
1/1/2020,12:00,243
1/1/2020,13:00,229
1/1/2020,14:00,215
1/1/2020,15:00,217
1/1/2020,16:00,245
1/1/2020,17:00,281
1/1/2020,18:00,294
1/1/2020,19:00,294
1/1/2020,20:00,294
1/1/2020,21:00,290
1/1/2020,22:00,277
1/1/2020,23:00,275
1/2/2020,0:00,271
1/2/2020,1:00,280
1/2/2020,2:00,297
1/2/2020,3:00,303
1/2/2020,4:00,300
1/2/2020,5:00,286
1/2/2020,6:00,270
1/2/2020,7:00,276
1/2/2020,8:00,290
1/2/2020,9:00,277
1/2/2020,10:00,264
1/2/2020,11:00,255
1/2/2020,12:00,250
1/2/2020,13:00,238
1/2/2020,14:00,225
1/2/2020,15:00,229
1/2/2020,16:00,253
1/2/2020,17:00,288
1/2/2020,18:00,302
1/2/2020,19:00,300
1/2/2020,20:00,297
1/2/2020,21:00,289
1/2/2020,22:00,272
1/2/2020,23:00,265
1/3/2020,0:00,260
1/3/2020,1:00,266
1/3/2020,2:00,284
1/3/2020,3:00,295
1/3/2020,4:00,294
1/3/2020,5:00,281
1/3/2020,6:00,260
1/3/2020,7:00,262
1/3/2020,8:00,283
1/3/2020,9:00,279
1/3/2020,10:00,272
1/3/2020,11:00,260
1/3/2020,12:00,255
1/3/2020,13:00,243
1/3/2020,14:00,231
1/3/2020,15:00,233
1/3/2020,16:00,254
1/3/2020,17:00,289
1/3/2020,18:00,302
1/3/2020,19:00,299
1/3/2020,20:00,294
1/3/2020,21:00,284
1/3/2020,22:00,267
1/3/2020,23:00,259
1/4/2020,0:00,252
1/4/2020,1:00,260
1/4/2020,2:00,280
1/4/2020,3:00,293
1/4/2020,4:00,294
1/4/2020,5:00,286
1/4/2020,6:00,271
1/4/2020,7:00,278
1/4/2020,8:00,303
1/4/2020,9:00,292
1/4/2020,10:00,283
1/4/2020,11:00,284
1/4/2020,12:00,273
1/4/2020,13:00,255
1/4/2020,14:00,244
