需給実績公表,,,,,,,,,,,
※四捨五入の関係で合計が合わないことがあります。,,,,,,,,,,,（単位：MWh）
,,,,,,,,,,,
DATE,TIME,"エリアの
需要実績",,エリアの供給実績,,,,,,,
2017/4/9,16:00,865.4,,763.6,0.6,1.7,97.5,0,2,0,865.4
2017/4/9,17:00,866.8,,829.8,0.6,1.7,33,0,1.7,0,866.8
2017/4/9,18:00,891.9,,884.6,0.6,1.7,3.5,0,1.5,0,891.9
2017/4/9,19:00,926.5,,923,0.6,1.7,0,0,1.2,0,926.5
2017/4/9,20:00,884.8,,881.1,0.6,1.7,0,0,1.4,0,884.8
2017/4/9,21:00,843.6,,839.1,0.6,1.7,0,0,2.2,0,843.6
2017/4/9,22:00,788.1,,782.3,0.6,1.7,0,0,3.5,0,788.1
2017/4/9,23:00,729.5,,723.1,0.6,1.7,0,0,4.1,0,729.5
2017/4/10,0:00,671.9,,664.4,0.6,1.7,0,0,5.2,0,671.9
2017/4/10,1:00,649,,641.2,0.6,1.7,0,0,5.5,0,649
2017/4/10,2:00,659.9,,650.8,0.6,1.7,0,0,6.8,0,659.9
2017/4/10,3:00,683.6,,673.1,0.6,1.7,0,0,8.2,0,683.6
2017/4/10,4:00,690.8,,678,0.6,1.7,0,0,10.5,0,690.8
2017/4/10,5:00,683.7,,670.9,0.6,1.7,0,0,10.5,0,683.7
2017/4/10,6:00,713.1,,697.2,0.6,1.7,2,0,11.6,0,713.1
2017/4/10,7:00,786.4,,761.5,0.6,1.7,13.5,0,9.1,0,786.4
2017/4/10,8:00,867.4,,825.7,0.6,1.7,29.5,0,9.9,0,867.4
2017/4/10,9:00,919.7,,874.2,0.6,1.7,32.6,0,10.6,0,919.7
2017/4/10,10:00,928,,884,0.6,1.7,31.5,0,10.2,0,928
2017/4/10,11:00,924.2,,894.1,0.6,1.7,16.8,0,11,0,924.2
2017/4/10,12:00,910.2,,839.9,0.6,1.7,58.8,0,9.2,0,910.2
2017/4/10,13:00,946,,842,0.6,1.7,91.3,0,10.4,0,946
2017/4/10,14:00,973.7,,847.1,0.6,1.7,114.1,0,10.2,0,973.7
2017/4/10,15:00,968.8,,837.2,0.6,1.7,117.8,0,11.5,0,968.8
2017/4/10,16:00,976.4,,888.3,0.6,1.7,73.3,0,12.5,0,976.4
2017/4/10,17:00,952.8,,924.8,0.6,1.7,15.3,0,10.4,0,952.8
2017/4/10,18:00,967.2,,954,0.6,1.7,2,0,8.9,0,967.2
2017/4/10,19:00,975.6,,966.6,0.6,1.7,0,0,6.7,0,975.6
2017/4/10,20:00,943.4,,935.6,0.6,1.7,0,0,5.5,0,943.4
2017/4/10,21:00,897,,889.8,0.6,1.7,0,0,4.9,0,897
2017/4/10,22:00,852.6,,847.2,0.6,1.7,0,0,3.1,0,852.6
2017/4/10,23:00,809.1,,804.7,0.6,1.7,0,0,2.1,0,809.1
2017/4/11,0:00,746,,741.8,0.6,1.7,0,0,1.9,0,746
2017/4/11,1:00,717.1,,713.4,0.6,1.7,0,0,1.4,0,717.1
2017/4/11,2:00,718,,713.6,0.6,1.7,0,0,2.1,0,718
2017/4/11,3:00,744.2,,738.6,0.6,1.7,0,0,3.3,0,744.2
2017/4/11,4:00,745.1,,738,0.6,1.7,0,0,4.8,0,745.1
2017/4/11,5:00,743.2,,736.9,0.6,1.7,0,0,4,0,743.2
2017/4/11,6:00,762.7,,756.1,0.6,1.7,1,0,3.3,0,762.7
2017/4/11,7:00,839.5,,826.6,0.6,1.7,6.9,0,3.7,0,839.5
2017/4/11,8:00,900.5,,882.4,0.6,1.7,12.6,0,3.2,0,900.5
2017/4/11,9:00,949.9,,923.8,0.6,1.7,19.7,0,4.1,0,949.9
2017/4/11,10:00,966.2,,933.6,0.6,1.7,24.4,0,5.9,0,966.2
2017/4/11,11:00,941.3,,909.9,0.6,1.7,22.2,0,6.9,0,941.3
2017/4/11,12:00,902.4,,855.2,0.6,1.7,37.1,0,7.8,0,902.4
2017/4/11,13:00,913.6,,868.8,0.6,1.7,34.3,0,8.2,0,913.6
2017/4/11,14:00,907.3,,875.2,0.6,1.7,21.2,0,8.6,0,907.3
2017/4/11,15:00,898.8,,864.3,0.6,1.7,24,0,8.2,0,898.8
2017/4/11,16:00,899.2,,864.5,0.6,1.7,24.1,0,8.3,0,899.2
2017/4/11,17:00,888.6,,866.9,0.6,1.7,11.4,0,8,0,888.6
2017/4/11,18:00,909.2,,896.2,0.6,1.7,2.1,0,8.6,0,909.2
2017/4/11,19:00,910.8,,900.3,0.6,1.7,0,0,8.2,0,910.8
2017/4/11,20:00,874.6,,865.8,0.6,1.7,0,0,6.5,0,874.6
2017/4/11,21:00,829.3,,820.5,0.6,1.7,0,0,6.5,0,829.3
2017/4/11,22:00,769.9,,761.8,0.6,1.7,0,0,5.8,0,769.9
2017/4/11,23:00,710.5,,702.6,0.6,1.7,0,0,5.6,0,710.5
2017/4/12,0:00,653.6,,646.5,0.6,1.7,0,0,4.8,0,653.6
2017/4/12,1:00,628.9,,622.3,0.6,1.7,0,0,4.3,0,628.9
2017/4/12,2:00,642.3,,635.6,0.6,1.7,0,0,4.4,0,642.3
2017/4/12,3:00,668,,661.2,0.6,1.7,0,0,4.5,0,668
2017/4/12,4:00,673.7,,667.5,0.6,1.7,0,0,3.9,0,673.7
2017/4/12,5:00,668.2,,661.3,0.6,1.7,0,0,4.6,0,668.2
2017/4/12,6:00,678.5,,669.2,0.6,1.7,1.1,0,5.9,0,678.5
2017/4/12,7:00,733.3,,715.3,0.6,1.7,8.1,0,7.6,0,733.3
2017/4/12,8:00,797.2,,761.7,0.6,1.7,26.3,0,6.9,0,797.2
2017/4/12,9:00,834.9,,811.3,0.6,1.7,15.1,0,6.2,0,834.9
2017/4/12,10:00,838.4,,819.1,0.6,1.7,14.5,0,2.5,0,838.4
2017/4/12,11:00,830.7,,807,0.6,1.7,20,0,1.4,0,830.7
2017/4/12,12:00,800.1,,757.8,0.6,1.7,38,0,2,0,800.1
2017/4/12,13:00,814.3,,760.2,0.6,1.7,49.1,0,2.7,0,814.3
2017/4/12,14:00,817.4,,749.3,0.6,1.7,61.9,0,3.9,0,817.4
2017/4/12,15:00,822.6,,718.4,0.6,1.7,98,0,3.9,0,822.6
2017/4/12,16:00,829.8,,729.9,0.6,1.7,94.3,0,3.3,0,829.8
2017/4/12,17:00,822.4,,767.2,0.6,1.7,49.3,0,3.6,0,822.4
2017/4/12,18:00,831.6,,821.6,0.6,1.7,4.4,0,3.3,0,831.6
2017/4/12,19:00,873.7,,868,0.6,1.7,0,0,3.4,0,873.7
2017/4/12,20:00,849.9,,844.5,0.6,1.7,0,0,3.1,0,849.9
2017/4/12,21:00,805.9,,800.8,0.6,1.7,0,0,2.8,0,805.9
2017/4/12,22:00,747.2,,742.5,0.6,1.7,0,0,2.4,0,747.2
2017/4/12,23:00,687.5,,683.5,0.6,1.7,0,0,1.7,0,687.5
2017/4/13,0:00,634.8,,630.9,0.6,1.7,0,0,1.6,0,634.8
2017/4/13,1:00,614.3,,609.6,0.6,1.7,0,0,2.4,0,614.3
2017/4/13,2:00,630.1,,626.2,0.6,1.7,0,0,1.6,0,630.1
2017/4/13,3:00,659.3,,654.3,0.6,1.7,0,0,2.7,0,659.3
2017/4/13,4:00,664.4,,658.7,0.6,1.7,0,0,3.4,0,664.4
2017/4/13,5:00,656.2,,649.3,0.6,1.7,0,0,4.6,0,656.2
2017/4/13,6:00,659.3,,648.3,0.6,1.7,3.1,0,5.6,0,659.3
2017/4/13,7:00,703.6,,656.1,0.6,1.7,39.5,0,5.7,0,703.6
2017/4/13,8:00,763.7,,682.4,0.6,1.7,72.4,0,6.6,0,763.7
2017/4/13,9:00,810.5,,714.8,0.6,1.7,89.1,0,4.3,0,810.5
2017/4/13,10:00,823.8,,698.4,0.6,1.7,119.5,0,3.6,0,823.8
2017/4/13,11:00,842.1,,648.3,0.6,1.7,188.1,0,3.4,0,842.1
2017/4/13,12:00,827.5,,600.1,0.6,1.7,222,0,3.1,0,827.5
2017/4/13,13:00,845.6,,619.1,0.6,1.7,221.5,0,2.7,0,845.6
2017/4/13,14:00,850.4,,651.7,0.6,1.7,193.9,0,2.5,0,850.4
2017/4/13,15:00,843.5,,672.8,0.6,1.7,165.8,0,2.6,0,843.5
2017/4/13,16:00,843.9,,727.5,0.6,1.7,112.1,0,2,0,843.9
2017/4/13,17:00,833.7,,775.8,0.6,1.7,54.1,0,1.5,0,833.7
2017/4/13,18:00,848.5,,836.8,0.6,1.7,7.2,0,2.2,0,848.5
2017/4/13,19:00,880.2,,875.8,0.6,1.7,0,0,2.1,0,880.2
2017/4/13,20:00,851.7,,847.3,0.6,1.7,0,0,2.1,0,851.7
2017/4/13,21:00,809,,805.4,0.6,1.7,0,0,1.3,0,809
2017/4/13,22:00,751.8,,748.4,0.6,1.7,0,0,1.1,0,751.8
2017/4/13,23:00,696,,692.6,0.6,1.7,0,0,1.1,0,696
2017/4/14,0:00,641.8,,638.2,0.6,1.7,0,0,1.3,0,641.8
2017/4/14,1:00,619.9,,615.6,0.6,1.7,0,0,2,0,619.9
2017/4/14,2:00,637,,632.8,0.6,1.7,0,0,1.9,0,637
2017/4/14,3:00,663.2,,659,0.6,1.7,0,0,1.9,0,663.2
2017/4/14,4:00,668.1,,663.7,0.6,1.7,0,0,2.1,0,668.1
2017/4/14,5:00,658.2,,654.2,0.6,1.7,0,0,1.7,0,658.2
2017/4/14,6:00,664.2,,658,0.6,1.7,2.4,0,1.5,0,664.2
2017/4/14,7:00,716,,680.5,0.6,1.7,32,0,1.2,0,716
2017/4/14,8:00,774.6,,703.1,0.6,1.7,68,0,1.2,0,774.6
2017/4/14,9:00,829.8,,713.2,0.6,1.7,113.1,0,1.2,0,829.8
2017/4/14,10:00,852.9,,676.7,0.6,1.7,172.8,0,1.1,0,852.9
2017/4/14,11:00,871.4,,671.7,0.6,1.7,196.2,0,1.2,0,871.4
