需給実績公表,,,,,,,,,,,
※四捨五入の関係で合計が合わないことがあります。,,,,,,,,,,,（単位：MWh）
,,,,,,,,,,,
DATE,TIME,"エリアの
需要実績",,エリアの供給実績,,,,,,,
,,,,火力,水力,バイオマス,太陽光,,風力,,合計
,,,,,,,,"太陽光
出力制御量",,"風力
出力制御量",
,,,,,,,,,,,
2019/4/1,0:00,610.4,,603.2,0.2,4.5,0,0,2.5,0,610.4
2019/4/1,1:00,588.5,,581.5,0.2,4.5,0,0,2.3,0,588.5
2019/4/1,2:00,607.8,,600.3,0.2,4.5,0,0,2.8,0,607.8
2019/4/1,3:00,636.6,,628,0.2,4.5,0,0,3.9,0,636.6
2019/4/1,4:00,646.1,,636.9,0.2,4.5,0,0,4.5,0,646.1
2019/4/1,5:00,641.8,,631.1,0.2,4.5,0,0,6,0,641.8
2019/4/1,6:00,655.6,,642.3,0.2,4.5,0.7,0,7.9,0,655.6
2019/4/1,7:00,708.5,,693.4,0.2,4.5,2.7,0,7.7,0,708.5
2019/4/1,8:00,762.2,,743.3,0.2,4.8,7.2,0,6.7,0,762.2
2019/4/1,9:00,777.4,,736.6,0.2,4.8,29.6,0,6.2,0,777.4
2019/4/1,10:00,780.1,,694.5,0.2,4.8,75.3,0,5.3,0,780.1
2019/4/1,11:00,796.9,,703.2,0.2,4.8,83.7,0,5,0,796.9
2019/4/1,12:00,771,,635.9,0.2,4.8,124,0,6.1,0,771
2019/4/1,13:00,785.4,,631.3,0.2,4.8,142.3,0,6.8,0,785.4
2019/4/1,14:00,791.5,,615.1,0.2,4.8,164.1,0,7.3,0,791.5
2019/4/1,15:00,798.8,,612.1,0.2,4.8,173.6,0,8.1,0,798.8
2019/4/1,16:00,776.9,,664.3,0.2,4.8,98.6,0,9,0,776.9
2019/4/1,17:00,779.7,,716.5,0.2,4.8,49.2,0,9,0,779.7
2019/4/1,18:00,806.6,,787.3,0.2,4.8,6,0,8.3,0,806.6
2019/4/1,19:00,845.4,,832.2,0.2,4.8,0,0,8.2,0,845.4
2019/4/1,20:00,826.6,,814,0.2,4.5,0,0,7.9,0,826.6
2019/4/1,21:00,785.5,,773.5,0.2,4.5,0,0,7.3,0,785.5
2019/4/1,22:00,729.5,,716.9,0.2,4.5,0,0,7.9,0,729.5
2019/4/1,23:00,676.5,,665,0.2,4.5,0,0,6.8,0,676.5
2019/4/2,0:00,623.9,,613.7,0.2,4.5,0,0,5.5,0,623.9
2019/4/2,1:00,609.5,,600.6,0.2,4.5,0,0,4.2,0,609.5
2019/4/2,2:00,627.8,,619,0.2,4.5,0,0,4.1,0,627.8
2019/4/2,3:00,660.6,,652.2,0.2,4.5,0,0,3.7,0,660.6
2019/4/2,4:00,670.5,,661.8,0.2,4.5,0,0,4,0,670.5
2019/4/2,5:00,659,,650.3,0.2,4.5,0,0,4,0,659
2019/4/2,6:00,658.1,,649.3,0.2,4.5,1,0,3.1,0,658.1
2019/4/2,7:00,686.4,,649.4,0.2,4.5,29.9,0,2.4,0,686.4
2019/4/2,8:00,746.6,,642.4,0.2,4.8,96.9,0,2.3,0,746.6
2019/4/2,9:00,793,,629.9,0.2,4.8,156.3,0,1.8,0,793
2019/4/2,10:00,800.9,,602.9,0.2,4.8,191.6,0,1.4,0,800.9
2019/4/2,11:00,806.7,,582.2,0.2,4.8,218.2,0,1.3,0,806.7
2019/4/2,12:00,779.2,,544.1,0.2,4.8,229.2,0,0.9,0,779.2
2019/4/2,13:00,783.7,,563.9,0.2,4.8,214,0,0.8,0,783.7
2019/4/2,14:00,797.3,,593.6,0.2,4.8,198.2,0,0.5,0,797.3
2019/4/2,15:00,807.8,,624.2,0.2,4.8,178,0,0.6,0,807.8
2019/4/2,16:00,800.6,,673.7,0.2,4.8,121.3,0,0.6,0,800.6
2019/4/2,17:00,784.3,,726.3,0.2,4.8,52.3,0,0.7,0,784.3
2019/4/2,18:00,805.5,,793.6,0.2,4.8,6.1,0,0.8,0,805.5
2019/4/2,19:00,841.8,,835.8,0.2,4.8,0,0,1,0,841.8
2019/4/2,20:00,824.4,,818.3,0.2,4.5,0,0,1.4,0,824.4
2019/4/2,21:00,779.6,,773.6,0.2,4.5,0,0,1.3,0,779.6
2019/4/2,22:00,728.6,,722.8,0.2,4.5,0,0,1.1,0,728.6
2019/4/2,23:00,670.1,,664.3,0.2,4.5,0,0,1.1,0,670.1
2019/4/3,0:00,622.6,,617,0.2,4.5,0,0,0.9,0,622.6
2019/4/3,1:00,604.2,,598.6,0.2,4.5,0,0,0.9,0,604.2
2019/4/3,2:00,621.8,,616.4,0.2,4.5,0,0,0.7,0,621.8
2019/4/3,3:00,654.1,,648.6,0.2,4.5,0,0,0.8,0,654.1
2019/4/3,4:00,657.6,,652,0.2,4.5,0,0,0.9,0,657.6
2019/4/3,5:00,646.1,,640.1,0.2,4.5,0,0,1.3,0,646.1
2019/4/3,6:00,655.7,,648.3,0.2,4.5,1,0,1.7,0,655.7
2019/4/3,7:00,698.1,,681.9,0.2,4.5,9.7,0,1.8,0,698.1
2019/4/3,8:00,752,,698.4,0.2,4.8,46.7,0,1.9,0,752
2019/4/3,9:00,794.8,,715.1,0.2,4.8,72.7,0,2,0,794.8
2019/4/3,10:00,785,,744.6,0.2,4.8,33,0,2.4,0,785
2019/4/3,11:00,791.1,,702.5,0.2,4.8,80.7,0,2.9,0,791.1
2019/4/3,12:00,765.4,,705.3,0.2,4.8,52.9,0,2.2,0,765.4
2019/4/3,13:00,779.2,,723.5,0.2,4.8,47.8,0,2.9,0,779.2
2019/4/3,14:00,795.1,,742.7,0.2,4.8,44.9,0,2.5,0,795.1
2019/4/3,15:00,793.1,,753.1,0.2,4.8,31.8,0,3.2,0,793.1
2019/4/3,16:00,804.9,,775,0.2,4.8,21.4,0,3.5,0,804.9
2019/4/3,17:00,800.6,,782.4,0.2,4.8,9.5,0,3.7,0,800.6
2019/4/3,18:00,834.5,,824.6,0.2,4.8,1.6,0,3.3,0,834.5
2019/4/3,19:00,851.6,,844.3,0.2,4.8,0,0,2.3,0,851.6
2019/4/3,20:00,829.2,,822.7,0.2,4.5,0,0,1.8,0,829.2
2019/4/3,21:00,787.3,,781.6,0.2,4.5,0,0,1,0,787.3
2019/4/3,22:00,729.8,,724.5,0.2,4.5,0,0,0.6,0,729.8
2019/4/3,23:00,673.9,,668.6,0.2,4.5,0,0,0.6,0,673.9
2019/4/4,0:00,627.4,,622.3,0.2,4.5,0,0,0.4,0,627.4
2019/4/4,1:00,610.9,,605.7,0.2,4.5,0,0,0.5,0,610.9
2019/4/4,2:00,629.4,,624.3,0.2,4.5,0,0,0.4,0,629.4
2019/4/4,3:00,658.1,,652.9,0.2,4.5,0,0,0.5,0,658.1
2019/4/4,4:00,661,,655.8,0.2,4.5,0,0,0.5,0,661
2019/4/4,5:00,653.3,,648,0.2,4.5,0,0,0.6,0,653.3
2019/4/4,6:00,657,,650.8,0.2,4.5,1,0,0.5,0,657
2019/4/4,7:00,689.1,,662.3,0.2,4.5,21.5,0,0.6,0,689.1
2019/4/4,8:00,760.1,,690.6,0.2,4.8,64.1,0,0.4,0,760.1
2019/4/4,9:00,785.2,,667.2,0.2,4.8,112.6,0,0.4,0,785.2
