※データは速報値であり、推計値などが含まれます,,,,,,,,,,,,,
※データは過去にさかのぼり修正する場合があります,,,,,,,,,,,,,
※四捨五入の関係で合計が合わないことがあります,,,,,,,,,,,,,
※例えば、0:00の実績値は、0時00分から1時00分までの1時間平均値を示します,,,,,,,,,,,,,
,,エリア需要,原子力,火力,水力,地熱,バイオマス,太陽光実績,太陽光抑制量,風力実績,風力抑制量,揚水,連系線
DATE,TIME,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh
2017/1/1,0:00,2968,0,2625,807,,13,0,0,10,0,0,-487
2017/1/1,1:00,3055,0,2629,949,,13,0,0,6,0,0,-542
2017/1/1,2:00,3194,0,2630,1174,,13,0,0,5,0,0,-628
2017/1/1,3:00,3252,0,2628,1229,,13,0,0,6,0,0,-624
2017/1/1,4:00,3192,0,2628,1147,,13,0,0,6,0,0,-602
2017/1/1,5:00,2967,0,2627,1007,,12,0,0,4,0,0,-684
2017/1/1,6:00,2667,0,2618,762,,13,0,0,3,0,0,-729
2017/1/1,7:00,2481,0,2536,669,,12,8,0,2,0,0,-746
2017/1/1,8:00,2508,0,2441,707,,13,45,0,2,0,0,-699
2017/1/1,9:00,2516,0,2377,700,,13,111,0,2,0,0,-686
2017/1/1,10:00,2430,0,2187,691,,12,178,0,1,0,0,-639
2017/1/1,11:00,2368,0,2069,673,,13,216,0,1,0,0,-603
2017/1/1,12:00,2317,0,2077,630,,13,212,0,2,0,0,-617
2017/1/1,13:00,2283,0,2070,638,,13,160,0,12,0,0,-609
2017/1/1,14:00,2248,0,2044,643,,13,142,0,19,0,0,-612
2017/1/1,15:00,2267,0,2082,698,,13,59,0,19,0,0,-604
2017/1/1,16:00,2392,0,2302,743,,13,9,0,26,0,0,-700
2017/1/1,17:00,2628,0,2576,755,,13,0,0,27,0,0,-743
2017/1/1,18:00,2665,0,2630,724,,13,0,0,31,0,0,-733
2017/1/1,19:00,2641,0,2627,746,,13,0,0,30,0,0,-775
2017/1/1,20:00,2635,0,2305,1037,,13,0,0,19,0,0,-738
2017/1/1,21:00,2613,0,2101,1119,,13,0,0,14,0,0,-633
2017/1/1,22:00,2639,0,1964,1070,,13,0,0,12,0,0,-419
2017/1/1,23:00,2711,0,2002,877,,13,0,0,13,0,0,-195
2017/1/2,0:00,2687,0,2017,698,,13,0,0,12,0,0,-53
2017/1/2,1:00,2798,0,2037,796,,13,0,0,12,0,0,-60
2017/1/2,2:00,3003,0,2083,1084,,13,0,0,14,0,0,-191
2017/1/2,3:00,3089,0,2108,1074,,13,0,0,25,0,0,-131
2017/1/2,4:00,3020,0,2108,1083,,13,0,0,24,0,0,-207
2017/1/2,5:00,2823,0,2078,851,,12,0,0,26,0,0,-145
2017/1/2,6:00,2645,0,2010,744,,13,0,0,27,0,0,-149
2017/1/2,7:00,2502,0,1978,710,,13,13,0,27,0,0,-238
2017/1/2,8:00,2543,0,1974,686,,13,82,0,28,0,0,-240
2017/1/2,9:00,2543,0,1872,645,,13,141,0,34,0,0,-162
2017/1/2,10:00,2455,0,1748,623,,13,212,0,60,0,0,-201
2017/1/2,11:00,2404,0,1725,586,,13,184,0,66,0,0,-170
2017/1/2,12:00,2392,0,1751,560,,13,143,0,60,0,0,-135
2017/1/2,13:00,2334,0,1765,556,,13,162,0,51,0,0,-213
2017/1/2,14:00,2297,0,1701,619,,13,162,0,59,0,0,-258
2017/1/2,15:00,2330,0,1793,663,,13,62,0,49,0,0,-249
2017/1/2,16:00,2490,0,1960,730,,13,3,0,57,0,0,-273
2017/1/2,17:00,2709,0,1991,847,,13,1,0,62,0,0,-204
2017/1/2,18:00,2727,0,1991,835,,13,0,0,50,0,0,-163
2017/1/2,19:00,2691,0,1989,797,,13,1,0,40,0,0,-148
2017/1/2,20:00,2643,0,1989,732,,13,0,0,50,0,0,-141
2017/1/2,21:00,2588,0,1991,672,,13,0,0,63,0,0,-150
2017/1/2,22:00,2594,0,1928,648,,13,0,0,62,0,0,-57
2017/1/2,23:00,2662,0,1947,653,,13,0,0,42,0,0,8
2017/1/3,0:00,2630,0,1982,622,,13,0,0,47,0,0,-33
2017/1/3,1:00,2746,0,2010,694,,13,0,0,36,0,0,-7
2017/1/3,2:00,2951,0,2045,850,,13,0,0,39,0,0,5
2017/1/3,3:00,3048,0,2083,916,,13,0,0,29,0,0,7
2017/1/3,4:00,3010,0,2065,915,,13,1,0,21,0,0,-4
2017/1/3,5:00,2822,0,2008,821,,13,1,0,21,0,0,-41
2017/1/3,6:00,2587,0,1946,695,,13,1,0,15,0,0,-83
2017/1/3,7:00,2436,0,1872,666,,13,6,0,11,0,0,-132
2017/1/3,8:00,2526,0,1824,707,,13,43,0,12,0,0,-73
2017/1/3,9:00,2626,0,1860,698,,13,78,0,8,0,0,-31
2017/1/3,10:00,2628,0,1853,682,,13,104,0,9,0,0,-32
2017/1/3,11:00,2605,0,1869,654,,13,90,0,12,0,0,-34
2017/1/3,12:00,2609,0,1868,616,,13,101,0,22,0,0,-10
2017/1/3,13:00,2559,0,1817,619,,13,110,0,20,0,0,-20
2017/1/3,14:00,2512,0,1753,680,,13,110,0,15,0,0,-59
2017/1/3,15:00,2510,0,1792,699,,13,55,0,10,0,0,-59
2017/1/3,16:00,2650,0,1942,761,,13,7,0,8,0,0,-81
2017/1/3,17:00,2898,0,1986,1095,,13,0,0,5,0,0,-201
2017/1/3,18:00,2937,0,1987,1158,,13,0,0,5,0,0,-226
2017/1/3,19:00,2892,0,1986,1049,,13,0,0,4,0,0,-159
2017/1/3,20:00,2861,0,1989,905,,13,0,0,2,0,0,-49
2017/1/3,21:00,2780,0,1983,819,,13,0,0,4,0,0,-39
2017/1/3,22:00,2755,0,1976,759,,13,0,0,9,0,0,-2
2017/1/3,23:00,2817,0,1982,840,,13,0,0,15,0,0,-34
2017/1/4,0:00,2790,0,1985,841,,13,0,0,23,0,0,-72
2017/1/4,1:00,2903,0,2025,892,,13,0,0,33,0,0,-60
2017/1/4,2:00,3090,0,2114,928,,13,0,0,45,0,0,-10
2017/1/4,3:00,3164,0,2318,782,,13,0,0,68,0,0,-17
2017/1/4,4:00,3136,0,2501,612,,13,0,0,73,0,-56,-8
2017/1/4,5:00,2985,0,2454,589,,13,0,0,61,0,-119,-13
2017/1/4,6:00,2892,0,2569,567,,13,0,0,73,0,-118,-212
2017/1/4,7:00,2854,0,2575,565,,13,5,0,75,0,0,-379
2017/1/4,8:00,3064,0,2541,618,,13,19,0,85,0,0,-211
2017/1/4,9:00,3186,0,2503,662,,13,42,0,90,0,0,-124
2017/1/4,10:00,3196,0,2455,741,,13,55,0,74,0,0,-141
2017/1/4,11:00,3180,0,2396,732,,13,71,0,102,0,0,-134
2017/1/4,12:00,3134,0,2444,716,,13,72,0,99,0,0,-210
2017/1/4,13:00,3137,0,2494,666,,13,79,0,103,0,0,-217
2017/1/4,14:00,3110,0,2532,675,,13,57,0,108,0,0,-273
2017/1/4,15:00,3109,0,2550,700,,13,40,0,102,0,0,-295
2017/1/4,16:00,3180,0,2594,806,,13,9,0,90,0,0,-331
2017/1/4,17:00,3366,0,2523,944,,13,1,0,79,0,0,-193
2017/1/4,18:00,3376,0,2532,971,,13,1,0,72,0,0,-213
2017/1/4,19:00,3312,0,2554,959,,13,0,0,67,0,0,-281
2017/1/4,20:00,3229,0,2584,939,,13,0,0,65,0,0,-371
2017/1/4,21:00,3101,0,2633,689,,13,0,0,57,0,0,-290
2017/1/4,22:00,3077,0,2630,692,,13,0,0,45,0,0,-303
2017/1/4,23:00,3119,0,2626,723,,13,0,0,39,0,-8,-274
2017/1/5,0:00,3074,0,2632,617,,13,0,0,43,0,-117,-114
2017/1/5,1:00,3198,0,2647,658,,13,0,0,39,0,-118,-41
2017/1/5,2:00,3389,0,2657,719,,13,0,0,36,0,0,-36
2017/1/5,3:00,3484,0,2654,804,,13,0,0,34,0,0,-21
2017/1/5,4:00,3440,0,2688,694,,13,0,0,45,0,0,0
2017/1/5,5:00,3345,0,2711,615,,13,0,0,45,0,0,-39
2017/1/5,6:00,3366,0,2707,600,,13,0,0,48,0,0,-2
2017/1/5,7:00,3449,0,2766,763,,13,8,0,55,0,0,-154
2017/1/5,8:00,3778,0,2861,953,,13,42,0,51,0,0,-141
2017/1/5,9:00,4026,0,3018,1150,,13,98,0,55,0,0,-307
2017/1/5,10:00,4055,0,3053,1123,,12,144,0,48,0,0,-325
2017/1/5,11:00,4014,0,2985,909,,13,181,0,44,0,0,-117
2017/1/5,12:00,3782,0,2902,736,,12,162,0,49,0,-57,-21
2017/1/5,13:00,3968,0,2890,933,,13,90,0,60,0,0,-17
2017/1/5,14:00,4012,0,2886,988,,13,83,0,65,0,0,-22
2017/1/5,15:00,4013,0,3013,1016,,13,40,0,55,0,0,-123
2017/1/5,16:00,4116,0,3042,1347,,13,5,0,53,0,0,-343
2017/1/5,17:00,4172,0,3077,1391,,13,0,0,40,0,0,-349
2017/1/5,18:00,4118,0,3017,1289,,13,0,0,38,0,0,-240
2017/1/5,19:00,3959,0,3020,1012,,13,0,0,34,0,0,-121
2017/1/5,20:00,3812,0,2971,872,,13,0,0,29,0,0,-72
2017/1/5,21:00,3662,0,2983,738,,13,0,0,21,0,0,-92
