※データは速報値であり、推計値などが含まれます,,,,,,,,,,,,,
※データは過去にさかのぼり修正する場合があります,,,,,,,,,,,,,
※四捨五入の関係で合計が合わないことがあります,,,,,,,,,,,,,
※例えば、0:00の実績値は、0時00分から1時00分までの1時間平均値を示します,,,,,,,,,,,,,
,,エリア需要,原子力,火力,水力,地熱,バイオマス,太陽光実績,太陽光抑制量,風力実績,風力抑制量,揚水,連系線
DATE,TIME,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh
2019/6/1,0:00,2522,0,1903,874,,27,0,0,11,0,0,-294
2019/6/1,1:00,2535,0,1908,892,,26,0,0,12,0,0,-302
2019/6/1,2:00,2717,0,1906,1044,,26,0,0,12,0,0,-271
2019/6/1,3:00,2868,0,1910,1204,,26,0,0,16,0,0,-288
2019/6/1,4:00,2815,0,1859,1204,,26,2,0,20,0,0,-295
2019/6/1,5:00,2633,0,1851,980,,26,53,0,12,0,0,-290
2019/6/1,6:00,2478,0,1723,828,,26,187,0,8,0,0,-293
2019/6/1,7:00,2476,0,1468,740,,26,380,0,6,0,0,-144
2019/6/1,8:00,2581,0,1357,725,,26,556,0,8,0,0,-91
2019/6/1,9:00,2751,0,1326,743,,26,701,0,9,0,0,-55
2019/6/1,10:00,2823,0,1349,704,,25,772,0,10,0,0,-36
2019/6/1,11:00,2856,0,1330,710,,26,796,0,11,0,0,-17
2019/6/1,12:00,2767,0,1330,676,,26,782,0,12,0,0,-58
2019/6/1,13:00,2781,0,1455,716,,26,699,0,10,0,0,-125
2019/6/1,14:00,2779,0,1555,739,,25,588,0,8,0,0,-135
2019/6/1,15:00,2753,0,1699,759,,26,448,0,5,0,0,-183
2019/6/1,16:00,2741,0,1865,869,,26,294,0,3,0,0,-316
2019/6/1,17:00,2703,0,1871,1127,,26,118,0,2,0,0,-440
2019/6/1,18:00,2697,0,1868,1272,,26,27,0,2,0,0,-499
2019/6/1,19:00,2713,0,1869,1250,,26,1,0,2,0,0,-434
2019/6/1,20:00,2644,0,1870,1184,,26,0,0,1,0,0,-437
2019/6/1,21:00,2525,0,1885,994,,26,0,0,0,0,0,-380
2019/6/1,22:00,2422,0,1918,891,,26,0,0,0,0,0,-412
2019/6/1,23:00,2361,0,1917,871,,26,0,0,0,0,0,-453
2019/6/2,0:00,2274,0,1916,938,,27,0,0,0,0,1,-607
2019/6/2,1:00,2275,0,1917,962,,26,0,0,0,0,50,-679
2019/6/2,2:00,2478,0,1970,1076,,26,0,0,0,0,49,-643
2019/6/2,3:00,2614,0,2025,1136,,27,0,0,0,0,49,-624
2019/6/2,4:00,2608,0,2026,1098,,26,3,0,2,0,50,-597
2019/6/2,5:00,2446,0,1934,911,,26,51,0,7,0,0,-483
2019/6/2,6:00,2252,0,1751,674,,27,155,0,10,0,0,-364
2019/6/2,7:00,2212,0,1588,633,,25,262,0,9,0,0,-305
2019/6/2,8:00,2292,0,1485,653,,26,330,0,8,0,0,-210
2019/6/2,9:00,2379,0,1559,668,,26,392,0,6,0,0,-271
2019/6/2,10:00,2443,0,1670,664,,26,547,0,3,0,-118,-349
2019/6/2,11:00,2493,0,1647,716,,25,523,0,2,0,-120,-301
2019/6/2,12:00,2505,0,1687,702,,26,407,0,2,0,-40,-278
2019/6/2,13:00,2485,0,1601,729,,26,417,0,1,0,0,-289
2019/6/2,14:00,2496,0,1466,775,,26,505,0,1,0,0,-277
2019/6/2,15:00,2540,0,1664,892,,25,379,0,3,0,0,-423
2019/6/2,16:00,2546,0,1859,959,,26,239,0,2,0,0,-539
2019/6/2,17:00,2596,0,1870,1093,,25,112,0,0,0,0,-504
2019/6/2,18:00,2654,0,1872,1247,,27,32,0,0,0,0,-523
2019/6/2,19:00,2681,0,1921,1242,,26,1,0,3,0,0,-512
2019/6/2,20:00,2584,0,1919,1067,,26,0,0,4,0,0,-432
2019/6/2,21:00,2474,0,1870,920,,26,0,0,6,0,0,-348
2019/6/2,22:00,2376,0,1858,839,,26,0,0,4,0,0,-350
2019/6/2,23:00,2329,0,1856,810,,26,0,0,3,0,0,-366
2019/6/3,0:00,2280,0,1848,712,,26,0,0,5,0,0,-311
2019/6/3,1:00,2281,0,1801,657,,26,0,0,3,0,0,-206
2019/6/3,2:00,2489,0,1855,810,,26,0,0,0,0,0,-203
2019/6/3,3:00,2654,0,1857,978,,27,0,0,0,0,0,-208
2019/6/3,4:00,2667,0,1859,1071,,26,2,0,1,0,0,-291
2019/6/3,5:00,2597,0,1857,955,,26,52,0,0,0,0,-293
2019/6/3,6:00,2561,0,1853,754,,27,188,0,0,0,0,-261
2019/6/3,7:00,2697,0,1778,662,,26,359,0,0,0,0,-127
2019/6/3,8:00,3092,0,1827,758,,25,527,0,0,0,0,-44
2019/6/3,9:00,3444,0,1878,995,,27,676,0,0,0,0,-131
2019/6/3,10:00,3586,0,1874,986,,26,769,0,1,0,43,-111
2019/6/3,11:00,3661,0,1878,1011,,27,800,0,2,0,49,-106
2019/6/3,12:00,3473,0,1902,778,,26,788,0,3,0,0,-24
2019/6/3,13:00,3673,0,2035,888,,25,734,0,3,0,0,-12
2019/6/3,14:00,3705,0,2192,916,,26,605,0,4,0,0,-38
2019/6/3,15:00,3676,0,2260,954,,25,488,0,2,0,0,-53
2019/6/3,16:00,3645,0,2271,1091,,25,326,0,0,0,26,-93
2019/6/3,17:00,3467,0,2279,1160,,25,157,0,0,0,50,-204
2019/6/3,18:00,3345,0,2237,1158,,26,42,0,0,0,99,-217
2019/6/3,19:00,3255,0,2117,1231,,25,2,0,2,0,99,-220
2019/6/3,20:00,3160,0,2091,1075,,26,0,0,7,0,34,-73
2019/6/3,21:00,3033,0,2139,921,,26,0,0,11,0,0,-64
2019/6/3,22:00,2912,0,2175,913,,25,0,0,7,0,0,-208
2019/6/3,23:00,2808,0,2119,785,,26,0,0,3,0,0,-125
2019/6/4,0:00,2659,0,1943,728,,26,0,0,2,0,0,-41
2019/6/4,1:00,2697,0,1862,849,,26,0,0,5,0,0,-45
2019/6/4,2:00,2830,0,1870,952,,25,0,0,5,0,0,-21
2019/6/4,3:00,2982,0,1935,1097,,27,0,0,4,0,0,-81
2019/6/4,4:00,2950,0,1920,1145,,25,4,0,3,0,0,-146
2019/6/4,5:00,2866,0,1897,994,,26,49,0,3,0,0,-104
2019/6/4,6:00,2798,0,1854,822,,26,169,0,4,0,0,-76
2019/6/4,7:00,2899,0,1859,753,,26,328,0,3,0,0,-70
2019/6/4,8:00,3310,0,1877,850,,25,477,0,3,0,1,78
2019/6/4,9:00,3692,0,1894,971,,25,623,0,3,0,49,127
2019/6/4,10:00,3827,0,1983,889,,25,732,0,3,0,27,168
2019/6/4,11:00,3906,0,2047,903,,24,764,0,4,0,0,162
2019/6/4,12:00,3704,0,2055,764,,25,749,0,5,0,0,107
2019/6/4,13:00,3924,0,2200,881,,25,693,0,3,0,0,121
2019/6/4,14:00,4001,0,2230,1038,,26,610,0,1,0,0,96
2019/6/4,15:00,3957,0,2238,1124,,25,474,0,0,0,0,96
2019/6/4,16:00,3910,0,2268,1265,,25,307,0,0,0,26,19
2019/6/4,17:00,3713,0,2279,1244,,26,144,0,0,0,82,-62
2019/6/4,18:00,3557,0,2283,1213,,26,34,0,2,0,99,-100
2019/6/4,19:00,3470,0,2282,1161,,25,2,0,4,0,98,-102
2019/6/4,20:00,3353,0,2292,1115,,26,0,0,4,0,18,-103
2019/6/4,21:00,3194,0,2243,980,,26,0,0,5,0,0,-60
2019/6/4,22:00,3067,0,2171,875,,25,0,0,5,0,0,-9
2019/6/4,23:00,2934,0,2119,820,,26,0,0,4,0,0,-35
2019/6/5,0:00,2780,0,2030,787,,26,0,0,5,0,0,-68
2019/6/5,1:00,2751,0,2029,758,,26,0,0,7,0,0,-69
2019/6/5,2:00,2903,0,2030,869,,26,0,0,9,0,0,-31
2019/6/5,3:00,3029,0,2027,1013,,25,0,0,12,0,0,-48
2019/6/5,4:00,3007,0,2003,1045,,27,2,0,20,0,41,-130
2019/6/5,5:00,2884,0,1922,963,,25,38,0,24,0,7,-94
2019/6/5,6:00,2807,0,1853,819,,26,135,0,13,0,0,-38
2019/6/5,7:00,2940,0,1898,778,,26,243,0,5,0,0,-10
2019/6/5,8:00,3361,0,1953,911,,26,357,0,5,0,0,110
2019/6/5,9:00,3704,0,1969,1001,,25,525,0,8,0,0,177
2019/6/5,10:00,3827,0,1931,1019,,25,653,0,14,0,0,185
2019/6/5,11:00,3924,0,1883,1068,,25,725,0,20,0,0,204
2019/6/5,12:00,3743,0,1953,858,,24,735,0,19,0,0,154
2019/6/5,13:00,3976,0,2056,915,,25,720,0,17,0,0,244
2019/6/5,14:00,4002,0,2107,971,,27,621,0,12,0,0,265
2019/6/5,15:00,3937,0,2165,1056,,25,450,0,8,0,2,231
2019/6/5,16:00,3916,0,2228,1146,,26,324,0,13,0,49,130
2019/6/5,17:00,3694,0,2224,1158,,25,139,0,11,0,98,39
2019/6/5,18:00,3531,0,2191,1171,,26,30,0,9,0,99,5
2019/6/5,19:00,3436,0,2189,1145,,25,1,0,15,0,98,-37
2019/6/5,20:00,3322,0,2170,1117,,26,0,0,20,0,51,-61
2019/6/5,21:00,3141,0,2152,1044,,26,0,0,14,0,5,-100
2019/6/5,22:00,3014,0,2073,894,,25,0,0,14,0,0,9
