※データは速報値であり、推計値などが含まれます,,,,,,,,,,,,,
※データは過去にさかのぼり修正する場合があります,,,,,,,,,,,,,
※四捨五入の関係で合計が合わないことがあります,,,,,,,,,,,,,
※例えば、0:00の実績値は、0時00分から1時00分までの1時間平均値を示します,,,,,,,,,,,,,
,,エリア需要,原子力,火力,水力,地熱,バイオマス,太陽光実績,太陽光抑制量,風力実績,風力抑制量,揚水,連系線
DATE,TIME,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh
2017/10/1,0:00,2249,0,1823,554,,5,0,0,7,0,0,-141
2017/10/1,1:00,2267,0,1814,568,,6,0,0,7,0,0,-128
2017/10/1,2:00,2444,0,1968,607,,5,0,0,9,0,0,-146
2017/10/1,3:00,2623,0,2014,756,,5,0,0,12,0,0,-164
2017/10/1,4:00,2622,0,1993,773,,6,0,0,11,0,0,-161
2017/10/1,5:00,2466,0,2007,623,,5,1,0,9,0,0,-179
2017/10/1,6:00,2285,0,1875,514,,5,51,0,7,0,0,-167
2017/10/1,7:00,2238,0,1680,507,,5,194,0,3,0,0,-151
2017/10/1,8:00,2282,0,1542,536,,5,345,0,2,0,0,-148
2017/10/1,9:00,2407,0,1463,633,,5,463,0,1,0,0,-158
2017/10/1,10:00,2472,0,1437,733,,5,490,0,0,0,0,-194
2017/10/1,11:00,2539,0,1462,747,,6,519,0,0,0,0,-195
2017/10/1,12:00,2519,0,1754,570,,5,383,0,0,0,0,-194
2017/10/1,13:00,2489,0,1877,653,,5,305,0,0,0,0,-352
2017/10/1,14:00,2463,0,1904,656,,5,203,0,0,0,0,-305
2017/10/1,15:00,2457,0,1966,617,,5,119,0,0,0,0,-250
2017/10/1,16:00,2505,0,1970,713,,5,47,0,0,0,0,-231
2017/10/1,17:00,2652,0,2004,846,,5,4,0,4,0,0,-211
2017/10/1,18:00,2765,0,2027,943,,5,1,0,6,0,0,-217
2017/10/1,19:00,2691,0,2034,834,,5,1,0,6,0,0,-189
2017/10/1,20:00,2596,0,2034,786,,5,0,0,6,0,0,-235
2017/10/1,21:00,2471,0,2040,606,,5,0,0,3,0,0,-184
2017/10/1,22:00,2368,0,2024,557,,5,0,0,4,0,0,-222
2017/10/1,23:00,2317,0,1935,548,,6,0,0,4,0,0,-175
2017/10/2,0:00,2220,0,1874,490,,5,0,0,5,0,0,-154
2017/10/2,1:00,2267,0,1950,463,,5,0,0,6,0,0,-157
2017/10/2,2:00,2481,0,2159,471,,5,0,0,11,0,0,-164
2017/10/2,3:00,2656,0,2530,516,,5,0,0,20,0,0,-415
2017/10/2,4:00,2681,0,2647,532,,5,1,0,23,0,0,-527
2017/10/2,5:00,2595,0,2733,591,,5,1,0,14,0,0,-749
2017/10/2,6:00,2589,0,2801,561,,5,9,0,13,0,0,-800
2017/10/2,7:00,2764,0,2873,589,,5,31,0,9,0,0,-744
2017/10/2,8:00,3122,0,2944,806,,5,53,0,4,0,0,-690
2017/10/2,9:00,3423,0,2944,789,,5,73,0,1,0,0,-388
2017/10/2,10:00,3533,0,2909,807,,5,115,0,0,0,0,-303
2017/10/2,11:00,3580,0,2935,789,,4,89,0,1,0,0,-238
2017/10/2,12:00,3355,0,2929,752,,4,68,0,0,0,0,-398
2017/10/2,13:00,3565,0,2937,873,,4,53,0,1,0,0,-303
2017/10/2,14:00,3570,0,2883,879,,4,46,0,2,0,0,-244
2017/10/2,15:00,3542,0,2857,869,,4,35,0,13,0,0,-236
2017/10/2,16:00,3560,0,2834,910,,4,17,0,39,0,0,-244
2017/10/2,17:00,3533,0,2798,967,,4,2,0,31,0,0,-269
2017/10/2,18:00,3486,0,2777,949,,4,1,0,14,0,0,-259
