※データは速報値であり、推計値などが含まれます,,,,,,,,,,,,,
※データは過去にさかのぼり修正する場合があります,,,,,,,,,,,,,
※四捨五入の関係で合計が合わないことがあります,,,,,,,,,,,,,
※例えば、0:00の実績値は、0時00分から1時00分までの1時間平均値を示します,,,,,,,,,,,,,
,,エリア需要,原子力,火力,水力,地熱,バイオマス,太陽光実績,太陽光抑制量,風力実績,風力抑制量,揚水,連系線
DATE,TIME,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh
2019/10/1,0:00,2674,0,1769,345,,65,0,0,16,0,0,478
2019/10/1,1:00,2626,0,1744,403,,67,0,0,16,0,0,396
2019/10/1,2:00,2726,0,1769,386,,65,0,0,16,0,0,489
2019/10/1,3:00,2865,0,1794,419,,67,0,0,18,0,0,567
2019/10/1,4:00,2886,0,1776,472,,66,1,0,18,0,0,554
2019/10/1,5:00,2834,0,1735,452,,66,1,0,16,0,0,564
2019/10/1,6:00,2787,0,1717,376,,66,48,0,18,0,0,562
2019/10/1,7:00,2887,0,1702,360,,65,181,0,16,0,0,563
2019/10/1,8:00,3293,0,1789,360,,65,357,0,15,0,0,708
2019/10/1,9:00,3658,0,1886,424,,65,509,0,10,0,0,764
2019/10/1,10:00,3818,0,1840,584,,65,616,0,6,0,0,707
2019/10/1,11:00,3918,0,1834,626,,64,673,0,4,0,0,718
2019/10/1,12:00,3743,0,1879,416,,63,666,0,3,0,0,717
2019/10/1,13:00,3974,0,1967,596,,64,594,0,3,0,0,750
2019/10/1,14:00,4014,0,2076,720,,64,468,0,3,0,0,683
2019/10/1,15:00,3977,0,2131,830,,64,315,0,4,0,0,634
2019/10/1,16:00,3939,0,2196,926,,64,136,0,7,0,0,610
2019/10/1,17:00,3743,0,2211,889,,64,12,0,10,0,0,558
2019/10/1,18:00,3655,0,2265,792,,64,1,0,18,0,0,515
2019/10/1,19:00,3451,0,2116,652,,64,1,0,25,0,0,593
2019/10/1,20:00,3256,0,2022,414,,65,0,0,36,0,0,719
2019/10/1,21:00,3107,0,1943,376,,64,0,0,41,0,0,682
2019/10/1,22:00,2995,0,1865,370,,64,0,0,45,0,0,651
2019/10/1,23:00,2885,0,1795,385,,65,0,0,46,0,0,594
2019/10/2,0:00,2739,0,1839,364,,63,0,0,45,0,0,427
2019/10/2,1:00,2689,0,1838,311,,63,0,0,43,0,0,434
2019/10/2,2:00,2800,0,1897,286,,64,0,0,43,0,0,510
2019/10/2,3:00,2951,0,1923,466,,63,0,0,39,0,0,461
2019/10/2,4:00,2964,0,1920,505,,65,1,0,33,0,0,441
2019/10/2,5:00,2891,0,1873,485,,63,1,0,28,0,0,442
2019/10/2,6:00,2841,0,1857,364,,63,45,0,20,0,0,491
2019/10/2,7:00,2997,0,1870,340,,64,108,0,11,0,0,605
2019/10/2,8:00,3393,0,1903,444,,63,174,0,6,0,0,803
2019/10/2,9:00,3696,0,1912,454,,64,325,0,3,0,0,937
2019/10/2,10:00,3826,0,1905,452,,63,449,0,3,0,0,954
2019/10/2,11:00,3944,0,1899,478,,63,536,0,1,0,0,967
2019/10/2,12:00,3805,0,1898,320,,63,503,0,0,0,0,1021
2019/10/2,13:00,4002,0,2027,741,,63,280,0,0,0,0,891
2019/10/2,14:00,3994,0,2214,855,,63,210,0,0,0,0,652
2019/10/2,15:00,3949,0,2332,800,,63,110,0,0,0,0,644
2019/10/2,16:00,3881,0,2332,800,,64,36,0,0,0,0,649
2019/10/2,17:00,3761,0,2344,735,,63,4,0,0,0,0,615
2019/10/2,18:00,3656,0,2260,717,,63,1,0,2,0,0,613
2019/10/2,19:00,3460,0,2117,490,,64,1,0,8,0,0,780
2019/10/2,20:00,3315,0,2047,418,,64,0,0,8,0,0,778
2019/10/2,21:00,3190,0,1987,400,,64,0,0,13,0,0,727
2019/10/2,22:00,3054,0,1925,419,,64,0,0,18,0,0,627
2019/10/2,23:00,2937,0,1917,358,,63,0,0,17,0,0,582
2019/10/3,0:00,2773,0,1903,317,,64,0,0,18,0,0,471
2019/10/3,1:00,2735,0,1848,299,,65,0,0,13,0,0,510
2019/10/3,2:00,2816,0,1846,336,,64,0,0,13,0,0,557
2019/10/3,3:00,2986,0,1858,424,,65,0,0,18,0,0,620
2019/10/3,4:00,2998,0,1858,431,,65,1,0,21,0,0,623
2019/10/3,5:00,2911,0,1861,402,,64,1,0,23,0,0,560
2019/10/3,6:00,2867,0,1896,331,,65,13,0,28,0,0,534
2019/10/3,7:00,3047,0,2046,310,,65,48,0,40,0,0,537
2019/10/3,8:00,3432,0,2166,425,,64,133,0,43,0,0,602
2019/10/3,9:00,3740,0,2246,497,,64,184,0,37,0,0,713
2019/10/3,10:00,3827,0,2195,604,,64,253,0,36,0,0,676
2019/10/3,11:00,3871,0,2055,588,,64,329,0,41,0,0,795
2019/10/3,12:00,3651,0,2062,474,,63,290,0,30,0,0,732
2019/10/3,13:00,3896,0,2228,831,,64,271,0,29,0,0,473
2019/10/3,14:00,3936,0,2324,896,,64,223,0,34,0,0,395
2019/10/3,15:00,3888,0,2420,819,,65,170,0,39,0,0,375
2019/10/3,16:00,3845,0,2417,874,,64,83,0,39,0,0,368
2019/10/3,17:00,3677,0,2406,840,,64,13,0,44,0,0,310
2019/10/3,18:00,3622,0,2426,792,,63,1,0,66,0,0,274
2019/10/3,19:00,3448,0,2422,573,,65,1,0,73,0,0,315
2019/10/3,20:00,3311,0,2191,376,,65,0,0,68,0,0,612
2019/10/3,21:00,3197,0,2006,461,,65,0,0,72,0,0,593
2019/10/3,22:00,3061,0,1933,367,,64,0,0,88,0,0,609
2019/10/3,23:00,2972,0,1909,366,,65,0,0,95,0,0,537
2019/10/4,0:00,2803,0,1883,288,,64,0,0,96,0,0,471
2019/10/4,1:00,2758,0,1843,294,,65,0,0,96,0,0,459
2019/10/4,2:00,2855,0,1845,347,,64,0,0,100,0,0,498
2019/10/4,3:00,2979,0,1843,468,,66,0,0,98,0,0,504
2019/10/4,4:00,2995,0,1887,449,,66,1,0,101,0,0,492
2019/10/4,5:00,2928,0,1870,401,,64,1,0,94,0,0,499
2019/10/4,6:00,2930,0,1842,474,,64,19,0,88,0,0,443
2019/10/4,7:00,3082,0,1927,495,,65,54,0,99,0,0,442
2019/10/4,8:00,3418,0,2184,697,,64,50,0,98,0,0,325
2019/10/4,9:00,3690,0,2383,657,,64,56,0,102,0,0,428
2019/10/4,10:00,3729,0,2488,603,,65,69,0,96,0,0,408
2019/10/4,11:00,3709,0,2511,529,,64,75,0,105,0,0,425
2019/10/4,12:00,3449,0,2303,552,,66,65,0,106,0,0,358
2019/10/4,13:00,3656,0,2336,711,,65,60,0,107,0,0,377
2019/10/4,14:00,3662,0,2287,754,,66,58,0,104,0,0,394
2019/10/4,15:00,3588,0,2176,809,,66,50,0,117,0,0,370
2019/10/4,16:00,3538,0,2176,906,,65,21,0,116,0,0,253
2019/10/4,17:00,3445,0,2185,881,,65,3,0,107,0,0,204
2019/10/4,18:00,3351,0,2170,845,,66,1,0,93,0,0,177
2019/10/4,19:00,3177,0,2068,790,,65,1,0,81,0,0,172
2019/10/4,20:00,3065,0,2000,798,,65,0,0,72,0,0,130
2019/10/4,21:00,2944,0,1802,806,,65,0,0,61,0,0,210
2019/10/4,22:00,2842,0,1582,816,,65,0,0,61,0,0,318
2019/10/4,23:00,2730,0,1453,816,,65,0,0,39,0,0,357
2019/10/5,0:00,2623,0,1556,840,,64,0,0,40,0,0,122
2019/10/5,1:00,2564,0,1636,752,,65,0,0,38,0,0,73
2019/10/5,2:00,2668,0,1775,739,,65,0,0,24,0,0,66
2019/10/5,3:00,2826,0,1873,815,,65,0,0,16,0,0,58
2019/10/5,4:00,2838,0,1857,838,,66,1,0,8,0,0,70
2019/10/5,5:00,2727,0,1787,790,,65,1,0,7,0,0,78
2019/10/5,6:00,2554,0,1688,762,,64,19,0,4,0,0,18
2019/10/5,7:00,2556,0,1647,714,,65,122,0,5,0,0,4
2019/10/5,8:00,2666,0,1520,706,,64,289,0,3,0,0,84
2019/10/5,9:00,2783,0,1414,738,,65,441,0,1,0,0,124
2019/10/5,10:00,2849,0,1381,775,,64,486,0,1,0,0,143
2019/10/5,11:00,2872,0,1384,792,,64,464,0,1,0,0,168
2019/10/5,12:00,2790,0,1367,754,,65,461,0,4,0,0,140
2019/10/5,13:00,2816,0,1467,797,,64,342,0,4,0,0,143
2019/10/5,14:00,2803,0,1579,781,,64,273,0,3,0,0,103
2019/10/5,15:00,2777,0,1765,774,,66,117,0,2,0,0,53
2019/10/5,16:00,2778,0,1828,786,,64,53,0,1,0,0,46
2019/10/5,17:00,2797,0,1889,817,,65,4,0,0,0,0,21
2019/10/5,18:00,2816,0,1927,829,,64,1,0,0,0,0,-5
2019/10/5,19:00,2728,0,1872,812,,65,1,0,0,0,0,-21
2019/10/5,20:00,2650,0,1857,787,,64,0,0,0,0,0,-58
2019/10/5,21:00,2516,0,1754,744,,65,0,0,0,0,0,-47
2019/10/5,22:00,2431,0,1702,723,,65,0,0,0,0,0,-59
2019/10/5,23:00,2358,0,1758,650,,65,0,0,6,0,0,-122
2019/10/6,0:00,2261,0,1752,634,,64,0,0,32,0,0,-221
2019/10/6,1:00,2247,0,1799,597,,65,0,0,42,0,0,-256
2019/10/6,2:00,2390,0,1857,681,,66,0,0,48,0,0,-263
2019/10/6,3:00,2551,0,1902,794,,66,0,0,56,0,0,-267
2019/10/6,4:00,2566,0,1900,812,,65,1,0,55,0,0,-266
2019/10/6,5:00,2456,0,1825,784,,66,1,0,45,0,0,-264
2019/10/6,6:00,2276,0,1715,686,,66,20,0,40,0,0,-251
2019/10/6,7:00,2253,0,1676,641,,66,84,0,33,0,0,-246
2019/10/6,8:00,2316,0,1594,635,,65,208,0,31,0,0,-218
2019/10/6,9:00,2365,0,1548,581,,66,357,0,32,0,0,-219
2019/10/6,10:00,2395,0,1539,584,,65,407,0,35,0,0,-235
2019/10/6,11:00,2455,0,1497,599,,66,480,0,39,0,0,-225
2019/10/6,12:00,2466,0,1504,616,,66,460,0,37,0,0,-217
2019/10/6,13:00,2446,0,1473,644,,65,429,0,33,0,0,-197
2019/10/6,14:00,2418,0,1522,680,,65,333,0,29,0,0,-211
2019/10/6,15:00,2436,0,1691,642,,66,194,0,21,0,0,-178
2019/10/6,16:00,2488,0,1821,671,,66,77,0,22,0,0,-169
2019/10/6,17:00,2623,0,1887,888,,65,9,0,26,0,0,-251
2019/10/6,18:00,2703,0,1921,893,,66,1,0,29,0,0,-206
