※データは速報値であり、推計値などが含まれます,,,,,,,,,,,,,,
※データは過去にさかのぼり修正する場合があります,,,,,,,,,,,,,,
※四捨五入の関係で合計が合わないことがあります,,,,,,,,,,,,,,
※例えば、0:00の実績値は、0時00分から1時00分までの1時間平均値を示します,,,,,,,,,,,,,,
,,エリア需要,原子力,火力,水力,地熱,バイオマス,太陽光実績,太陽光抑制量,風力実績,風力抑制量,揚水,連系線,
DATE,TIME,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,
2017/5/30,6:00,2841,0,1695,990,,9,105,0,20,0,0,23,
2017/5/30,7:00,2947,0,1707,996,,9,196,0,18,0,0,21,
2017/5/30,8:00,3293,0,1742,1181,,9,329,0,17,0,0,15,
2017/5/30,9:00,3593,0,1793,1309,,9,442,0,18,0,0,22,
2017/5/30,10:00,3741,0,1887,1245,,9,511,0,20,0,0,68,
2017/5/30,11:00,3821,0,1898,1282,,9,559,0,23,0,0,50,
2017/5/30,12:00,3644,0,1939,1121,,10,529,0,20,0,0,25,
2017/5/30,13:00,3875,0,1998,1419,,10,473,0,15,0,0,-40,
2017/5/30,14:00,3923,0,2094,1530,,10,383,0,17,0,0,-109,
2017/5/30,15:00,3836,0,2105,1552,,10,255,0,19,0,0,-105,
2017/5/30,16:00,3762,0,2064,1626,,10,149,0,16,0,0,-102,
2017/5/30,17:00,3572,0,1997,1639,,10,67,0,17,0,0,-157,
2017/5/30,18:00,3479,0,1995,1594,,10,16,0,16,0,0,-152,
2017/5/30,19:00,3415,0,1983,1464,,10,1,0,17,0,0,-60,
2017/5/30,20:00,3272,0,1944,1239,,10,0,0,14,0,0,66,
2017/5/30,21:00,3098,0,1911,1075,,10,0,0,19,0,0,84,
2017/5/30,22:00,2993,0,1864,1033,,9,0,0,29,0,0,58,
2017/5/30,23:00,2886,0,1790,1002,,10,0,0,27,0,0,57,
2017/5/31,0:00,2747,0,1692,981,,9,0,0,25,0,0,40,
2017/5/31,1:00,2777,0,1686,1022,,10,0,0,21,0,0,39,
2017/5/31,2:00,2968,0,1736,1147,,9,0,0,16,0,0,61,
2017/5/31,3:00,3093,0,1744,1277,,10,0,0,10,0,0,51,
2017/5/31,4:00,3032,0,1737,1254,,10,2,0,12,0,0,17,
2017/5/31,5:00,2878,0,1734,1050,,9,28,0,15,0,0,42,
2017/5/31,6:00,2840,0,1726,961,,10,91,0,16,0,0,36,
2017/5/31,7:00,2962,0,1735,988,,9,188,0,9,0,0,33,
2017/5/31,8:00,3334,0,1801,1223,,10,303,0,2,0,0,-4,
2017/5/31,9:00,3664,0,1987,1387,,10,374,0,3,0,0,-96,
2017/5/31,10:00,3745,0,2140,1248,,9,436,0,9,0,0,-97,
2017/5/31,11:00,3821,0,2143,1333,,10,460,0,11,0,0,-135,
2017/5/31,12:00,3594,0,2065,1149,,10,379,0,4,0,0,-12,
2017/5/31,13:00,3783,0,2130,1479,,10,274,0,1,0,0,-111,
2017/5/31,14:00,3793,0,2168,1600,,10,189,0,0,0,0,-173,
2017/5/31,15:00,3733,0,2224,1539,,10,129,0,0,0,0,-169,
2017/5/31,16:00,3674,0,2176,1500,,10,90,0,0,0,0,-102,
2017/5/31,17:00,3527,0,2070,1578,,10,54,0,0,0,0,-185,
2017/5/31,18:00,3447,0,2029,1564,,10,11,0,0,0,0,-167,
2017/5/31,19:00,3365,0,1929,1432,,10,1,0,0,0,0,-6,
2017/5/31,20:00,3244,0,1922,1222,,10,0,0,1,0,0,89,
2017/5/31,21:00,3073,0,1851,1124,,10,0,0,8,0,0,79,
2017/5/31,22:00,2964,0,1798,1083,,9,0,0,9,0,0,65,
2017/5/31,23:00,2831,0,1753,1038,,10,0,0,7,0,0,24,
2017/6/1,0:00,2740,0,1734,963,,9,0,0,2,0,0,32,
2017/6/1,1:00,2763,0,1701,998,,10,0,0,1,0,0,54,
2017/6/1,2:00,2949,0,1765,1131,,9,0,0,1,0,0,42,
2017/6/1,3:00,3089,0,1766,1237,,10,0,0,1,0,0,77,
2017/6/1,4:00,3030,0,1810,1150,,10,1,0,3,0,0,56,
2017/6/1,5:00,2856,0,1755,1030,,9,4,0,4,0,0,55,
2017/6/1,6:00,2839,0,1745,995,,10,18,0,7,0,0,65,
2017/6/1,7:00,2946,0,1748,1059,,9,73,0,17,0,0,39,
2017/6/1,8:00,3229,0,1803,1200,,10,122,0,18,0,0,77,
2017/6/1,9:00,3521,0,1771,1413,,10,329,0,12,0,0,-13,
2017/6/1,10:00,3661,0,1808,1465,,9,490,0,2,0,0,-114,
2017/6/1,11:00,3745,0,1867,1440,,10,533,0,1,0,0,-105,
2017/6/1,12:00,3488,0,1872,1146,,10,497,0,1,0,0,-37,
2017/6/1,13:00,3703,0,1961,1394,,10,447,0,1,0,0,-109,
2017/6/1,14:00,3776,0,1966,1492,,10,410,0,2,0,0,-103,
2017/6/1,15:00,3738,0,1984,1538,,10,304,0,0,0,0,-98,
2017/6/1,16:00,3690,0,2032,1553,,10,192,0,0,0,0,-96,
2017/6/1,17:00,3556,0,1982,1548,,10,87,0,1,0,0,-71,
2017/6/1,18:00,3466,0,1970,1469,,10,16,0,2,0,0,-1,
2017/6/1,19:00,3399,0,1971,1345,,10,0,0,12,0,0,61,
2017/6/1,20:00,3264,0,1962,1181,,10,0,0,35,0,0,77,
2017/6/1,21:00,3116,0,1915,1073,,10,0,0,29,0,0,90,
2017/6/1,22:00,3012,0,1841,1099,,9,0,0,16,0,0,47,
2017/6/1,23:00,2893,0,1793,1028,,10,0,0,16,0,0,47,
2017/6/2,0:00,2770,0,1690,988,,9,0,0,22,0,0,61,
2017/6/2,1:00,2782,0,1662,1018,,10,0,0,46,0,0,48,
2017/6/2,2:00,2990,0,1705,1151,,9,0,0,56,0,0,68,
2017/6/2,3:00,3116,0,1700,1288,,10,0,0,64,0,0,55,
2017/6/2,4:00,3070,0,1737,1198,,9,2,0,68,0,0,56,
2017/6/2,5:00,2947,0,1770,1034,,9,14,0,62,0,0,57,
2017/6/2,6:00,2957,0,1750,1061,,10,18,0,54,0,0,65,
2017/6/2,7:00,3001,0,1692,1134,,9,66,0,51,0,0,49,
2017/6/2,8:00,3243,0,1779,1225,,9,161,0,78,0,0,-10,
2017/6/2,9:00,3503,0,1843,1352,,9,223,0,76,0,0,1,
2017/6/2,10:00,3522,0,1867,1277,,9,268,0,76,0,0,25,
2017/6/2,11:00,3583,0,1827,1262,,9,415,0,71,0,0,-1,
2017/6/2,12:00,3339,0,1711,1157,,9,450,0,64,0,0,-52,
2017/6/2,13:00,3504,0,1730,1369,,9,366,0,60,0,0,-30,
2017/6/2,14:00,3531,0,1815,1455,,9,285,0,66,0,0,-99,
2017/6/2,15:00,3505,0,1760,1408,,9,234,0,74,0,0,20,
2017/6/2,16:00,3431,0,1741,1600,,9,123,0,73,0,0,-115,
2017/6/2,17:00,3329,0,1829,1451,,9,52,0,73,0,0,-84,
2017/6/2,18:00,3303,0,1811,1476,,10,10,0,59,0,0,-63,
2017/6/2,19:00,3243,0,1784,1427,,9,1,0,44,0,0,-23,
2017/6/2,20:00,3142,0,1718,1322,,9,0,0,44,0,0,50,
2017/6/2,21:00,3009,0,1683,1196,,10,0,0,44,0,0,76,
2017/6/2,22:00,2883,0,1614,1159,,9,0,0,38,0,0,63,
2017/6/2,23:00,2788,0,1568,1114,,10,0,0,41,0,0,56,
2017/6/3,0:00,2669,0,1498,1127,,9,0,0,35,0,0,0,
2017/6/3,1:00,2715,0,1537,1186,,9,0,0,25,0,0,-42,
2017/6/3,2:00,2903,0,1574,1368,,9,0,0,24,0,0,-72,
2017/6/3,3:00,3050,0,1569,1517,,9,0,0,31,0,0,-76,
2017/6/3,4:00,2993,0,1539,1527,,10,1,0,23,0,0,-107,
2017/6/3,5:00,2815,0,1496,1336,,9,23,0,23,0,0,-71,
2017/6/3,6:00,2652,0,1491,1090,,10,64,0,24,0,0,-26,
2017/6/3,7:00,2638,0,1490,986,,9,148,0,24,0,0,-18,
2017/6/3,8:00,2751,0,1495,1089,,9,170,0,23,0,0,-36,
2017/6/3,9:00,2875,0,1495,1208,,10,170,0,21,0,0,-28,
2017/6/3,10:00,2894,0,1498,1211,,9,175,0,30,0,0,-29,
2017/6/3,11:00,2904,0,1495,1248,,10,175,0,34,0,0,-57,
2017/6/3,12:00,2813,0,1502,1172,,9,205,0,25,0,0,-100,
2017/6/3,13:00,2847,0,1493,1134,,10,294,0,17,0,0,-100,
2017/6/3,14:00,2819,0,1498,1135,,9,258,0,15,0,0,-96,
2017/6/3,15:00,2778,0,1527,1095,,9,218,0,14,0,0,-85,
2017/6/3,16:00,2775,0,1530,1226,,10,142,0,9,0,0,-141,
2017/6/3,17:00,2782,0,1542,1319,,9,81,0,6,0,0,-175,
2017/6/3,18:00,2810,0,1560,1372,,9,20,0,4,0,0,-155,
2017/6/3,19:00,2853,0,1605,1380,,9,1,0,6,0,0,-147,
2017/6/3,20:00,2801,0,1601,1234,,9,0,0,7,0,0,-50,
2017/6/3,21:00,2666,0,1518,1224,,10,0,0,4,0,0,-90,
2017/6/3,22:00,2565,0,1439,1178,,9,0,0,1,0,0,-62,
2017/6/3,23:00,2478,0,1444,1067,,10,0,0,2,0,0,-45,
2017/6/4,0:00,2360,0,1470,1040,,9,0,0,4,0,0,-163,
2017/6/4,1:00,2424,0,1482,1093,,10,0,0,7,0,0,-167,
2017/6/4,2:00,2641,0,1492,1309,,9,0,0,4,0,0,-174,
2017/6/4,3:00,2788,0,1508,1372,,10,0,0,8,0,0,-110,
2017/6/4,4:00,2760,0,1411,1419,,10,2,0,10,0,0,-90,
2017/6/4,5:00,2575,0,1234,1386,,10,18,0,10,0,0,-83,
2017/6/4,6:00,2389,0,1146,1332,,10,58,0,10,0,0,-167,
2017/6/4,7:00,2350,0,1087,1244,,9,151,0,4,0,0,-145,
2017/6/4,8:00,2347,0,1246,878,,10,261,0,4,0,0,-51,
2017/6/4,9:00,2446,0,1233,881,,10,385,0,4,0,0,-67,
2017/6/4,10:00,2539,0,1199,903,,9,482,0,3,0,0,-57,
2017/6/4,11:00,2551,0,1184,862,,10,536,0,4,0,0,-45,
2017/6/4,12:00,2532,0,1144,909,,9,523,0,8,0,0,-61,
2017/6/4,13:00,2504,0,1193,974,,10,485,0,9,0,0,-166,
2017/6/4,14:00,2474,0,1235,1010,,10,415,0,10,0,0,-205,
2017/6/4,15:00,2446,0,1239,1103,,9,316,0,12,0,0,-234,
2017/6/4,16:00,2539,0,1347,1233,,10,215,0,10,0,0,-275,
2017/6/4,17:00,2623,0,1461,1338,,9,103,0,7,0,0,-295,
2017/6/4,18:00,2689,0,1510,1376,,10,25,0,5,0,0,-236,
2017/6/4,19:00,2743,0,1529,1412,,10,1,0,4,0,0,-212,
2017/6/4,20:00,2718,0,1530,1412,,9,0,0,4,0,0,-236,
2017/6/4,21:00,2577,0,1507,1274,,10,0,0,3,0,0,-217,
2017/6/4,22:00,2477,0,1509,1167,,9,0,0,5,0,0,-213,
2017/6/4,23:00,2396,0,1495,1119,,9,0,0,8,0,0,-235,
2017/6/5,0:00,2269,0,1482,902,,9,0,0,7,0,0,-131,
2017/6/5,1:00,2364,0,1555,955,,9,0,0,5,0,0,-161,
2017/6/5,2:00,2595,0,1566,1098,,9,0,0,7,0,0,-85,
2017/6/5,3:00,2777,0,1572,1250,,9,0,0,6,0,0,-61,
2017/6/5,4:00,2758,0,1562,1238,,9,2,0,4,0,0,-58,
2017/6/5,5:00,2644,0,1507,1194,,9,38,0,1,0,0,-105,
2017/6/5,6:00,2610,0,1541,970,,9,122,0,0,0,0,-32,
2017/6/5,7:00,2677,0,1572,917,,9,233,0,0,0,0,-54,
2017/6/5,8:00,3011,0,1667,1039,,9,353,0,0,0,0,-58,
2017/6/5,9:00,3283,0,1775,1097,,9,445,0,1,0,0,-45,
2017/6/5,10:00,3401,0,1854,1016,,9,510,0,3,0,0,9,
2017/6/5,11:00,3468,0,1880,1067,,9,523,0,4,0,0,-15,
2017/6/5,12:00,3213,0,1801,904,,9,476,0,3,0,0,21,
2017/6/5,13:00,3398,0,1708,1229,,9,432,0,3,0,0,18,
2017/6/5,14:00,3443,0,1765,1178,,9,402,0,3,0,0,85,
2017/6/5,15:00,3407,0,1779,1200,,9,327,0,4,0,0,88,
2017/6/5,16:00,3414,0,1849,1294,,9,211,0,6,0,0,45,
2017/6/5,17:00,3327,0,1929,1251,,10,109,0,7,0,0,21,
2017/6/5,18:00,3255,0,1947,1223,,9,25,0,5,0,0,45,
2017/6/5,19:00,3207,0,1870,1282,,10,1,0,3,0,0,42,
2017/6/5,20:00,3126,0,1874,1153,,9,0,0,2,0,0,88,
2017/6/5,21:00,2984,0,1922,955,,10,0,0,1,0,0,97,
2017/6/5,22:00,2876,0,1930,880,,9,0,0,0,0,0,57,
2017/6/5,23:00,2771,0,1859,845,,10,0,0,1,0,0,56,
2017/6/6,0:00,2684,0,1786,828,,9,0,0,2,0,0,59,
2017/6/6,1:00,2723,0,1795,871,,10,0,0,2,0,0,45,
2017/6/6,2:00,2956,0,1842,1048,,9,0,0,4,0,0,53,
2017/6/6,3:00,3100,0,1864,1176,,10,0,0,7,0,0,44,
2017/6/6,4:00,3046,0,1811,1161,,10,2,0,8,0,0,53,
2017/6/6,5:00,2900,0,1797,1018,,9,37,0,11,0,0,28,
2017/6/6,6:00,2816,0,1761,870,,10,121,0,9,0,0,46,
2017/6/6,7:00,2874,0,1709,880,,9,240,0,4,0,0,32,
2017/6/6,8:00,3149,0,1766,952,,10,362,0,0,0,0,60,
2017/6/6,9:00,3402,0,1765,1082,,10,467,0,0,0,0,78,
2017/6/6,10:00,3504,0,1745,1152,,9,535,0,1,0,0,62,
2017/6/6,11:00,3534,0,1771,1111,,10,550,0,1,0,0,91,
2017/6/6,12:00,3309,0,1788,930,,10,491,0,1,0,0,89,
2017/6/6,13:00,3527,0,1933,1134,,10,410,0,1,0,0,39,
2017/6/6,14:00,3580,0,2004,1285,,10,364,0,1,0,0,-83,
2017/6/6,15:00,3524,0,1987,1288,,10,299,0,2,0,0,-62,
2017/6/6,16:00,3529,0,2058,1286,,10,216,0,8,0,0,-49,
2017/6/6,17:00,3409,0,2095,1281,,10,91,0,6,0,0,-73,
2017/6/6,18:00,3346,0,2152,1234,,10,20,0,9,0,0,-79,
2017/6/6,19:00,3282,0,2104,1217,,10,1,0,13,0,0,-62,
2017/6/6,20:00,3196,0,2066,1027,,10,0,0,17,0,0,77,
2017/6/6,21:00,3043,0,2023,837,,10,0,0,23,0,0,150,
2017/6/6,22:00,2948,0,1937,794,,10,0,0,21,0,0,187,
2017/6/6,23:00,2858,0,1742,755,,10,0,0,18,0,0,332,
2017/6/7,0:00,2755,0,1666,745,,9,0,0,15,0,0,320,
2017/6/7,1:00,2780,0,1677,773,,10,0,0,12,0,0,309,
2017/6/7,2:00,2985,0,1702,894,,9,0,0,13,0,0,367,
2017/6/7,3:00,3110,0,1672,1050,,10,0,0,11,0,0,368,
2017/6/7,4:00,3072,0,1686,971,,10,1,0,14,0,0,390,
2017/6/7,5:00,2909,0,1652,884,,9,12,0,17,0,0,334,
2017/6/7,6:00,2881,0,1669,811,,10,30,0,18,0,0,344,
2017/6/7,7:00,2991,0,1850,791,,9,47,0,13,0,0,281,
2017/6/7,8:00,3284,0,2022,891,,10,89,0,12,0,0,259,
2017/6/7,9:00,3520,0,2095,1103,,10,89,0,6,0,0,218,
2017/6/7,10:00,3597,0,2148,1168,,9,99,0,5,0,0,167,
2017/6/7,11:00,3591,0,2184,1150,,10,107,0,6,0,0,135,
2017/6/7,12:00,3347,0,2124,861,,10,130,0,8,0,0,214,
2017/6/7,13:00,3555,0,2164,1044,,10,83,0,7,0,0,248,
2017/6/7,14:00,3599,0,2094,1113,,10,59,0,19,0,0,304,
2017/6/7,15:00,3549,0,2085,1129,,10,62,0,31,0,0,231,
2017/6/7,16:00,3529,0,2093,1136,,10,43,0,24,0,0,224,
2017/6/7,17:00,3430,0,1998,1092,,10,19,0,37,0,0,274,
2017/6/7,18:00,3384,0,1888,1024,,10,3,0,34,0,0,425,
2017/6/7,19:00,3304,0,1787,918,,10,0,0,37,0,0,551,
2017/6/7,20:00,3196,0,1742,885,,10,0,0,39,0,0,521,
2017/6/7,21:00,3061,0,1727,850,,10,0,0,44,0,0,429,
2017/6/7,22:00,2963,0,1704,893,,9,0,0,39,0,0,317,
2017/6/7,23:00,2861,0,1699,865,,10,0,0,37,0,0,250,
2017/6/8,0:00,2763,0,1621,767,,9,0,0,43,0,0,323,
2017/6/8,1:00,2816,0,1558,725,,10,0,0,37,0,0,486,
2017/6/8,2:00,3005,0,1599,887,,9,0,0,33,0,0,478,
2017/6/8,3:00,3142,0,1656,1036,,10,0,0,45,0,0,396,
2017/6/8,4:00,3102,0,1662,988,,10,1,0,63,0,0,379,
2017/6/8,5:00,2954,0,1644,924,,9,9,0,67,0,0,301,
2017/6/8,6:00,2900,0,1753,838,,9,32,0,62,0,0,206,
2017/6/8,7:00,2995,0,1795,810,,9,52,0,55,0,0,274,
2017/6/8,8:00,3318,0,1843,900,,9,72,0,56,0,0,438,
2017/6/8,9:00,3570,0,1918,1011,,9,82,0,57,0,0,493,
2017/6/8,10:00,3627,0,1935,1084,,9,94,0,43,0,0,462,
2017/6/8,11:00,3626,0,1961,1233,,9,114,0,34,0,0,274,
2017/6/8,12:00,3379,0,2000,1001,,10,98,0,23,0,0,247,
2017/6/8,13:00,3583,0,2090,1075,,10,90,0,20,0,0,299,
2017/6/8,14:00,3615,0,2095,987,,10,104,0,19,0,0,400,
2017/6/8,15:00,3558,0,2051,858,,9,156,0,15,0,0,468,
2017/6/8,16:00,3513,0,1849,1050,,10,154,0,11,0,0,439,
2017/6/8,17:00,3404,0,1791,1107,,10,83,0,8,0,0,406,
2017/6/8,18:00,3330,0,1836,1179,,10,25,0,4,0,0,276,
2017/6/8,19:00,3251,0,1776,1125,,10,1,0,5,0,0,334,
2017/6/8,20:00,3196,0,1656,1079,,10,0,0,7,0,0,444,
2017/6/8,21:00,3062,0,1596,901,,10,0,0,10,0,0,545,
2017/6/8,22:00,2951,0,1541,952,,9,0,0,10,0,0,439,
2017/6/8,23:00,2830,0,1514,940,,9,0,0,17,0,0,350,
2017/6/9,0:00,2734,0,1474,807,,9,0,0,13,0,0,431,
2017/6/9,1:00,2759,0,1469,768,,10,0,0,15,0,0,498,
2017/6/9,2:00,2957,0,1498,956,,9,0,0,14,0,0,480,
2017/6/9,3:00,3115,0,1581,1071,,10,0,0,17,0,0,437,
2017/6/9,4:00,3057,0,1656,1000,,10,3,0,19,0,0,370,
2017/6/9,5:00,2926,0,1693,910,,9,35,0,16,0,0,262,
2017/6/9,6:00,2836,0,1717,769,,9,110,0,20,0,0,211,
2017/6/9,7:00,2894,0,1701,755,,9,223,0,15,0,0,191,
2017/6/9,8:00,3173,0,1730,761,,9,350,0,14,0,0,309,
2017/6/9,9:00,3372,0,1729,863,,9,382,0,15,0,0,373,
2017/6/9,10:00,3504,0,1732,923,,9,454,0,13,0,0,372,
2017/6/9,11:00,3573,0,1731,990,,9,502,0,18,0,0,322,
2017/6/9,12:00,3362,0,1629,884,,9,492,0,20,0,0,328,
2017/6/9,13:00,3590,0,1693,952,,10,469,0,16,0,0,450,
2017/6/9,14:00,3612,0,1742,987,,10,363,0,14,0,0,497,
2017/6/9,15:00,3555,0,1775,1190,,9,256,0,10,0,0,315,
2017/6/9,16:00,3510,0,1831,1271,,10,154,0,8,0,0,237,
2017/6/9,17:00,3366,0,1941,1094,,9,74,0,9,0,0,238,
2017/6/9,18:00,3281,0,1884,1064,,10,25,0,17,0,0,282,
2017/6/9,19:00,3240,0,1799,1107,,10,1,0,31,0,0,292,
2017/6/9,20:00,3109,0,1736,900,,9,0,0,39,0,0,425,
2017/6/9,21:00,2963,0,1600,820,,10,0,0,50,0,0,483,
2017/6/9,22:00,2895,0,1514,798,,9,0,0,56,0,0,517,
2017/6/9,23:00,2781,0,1473,893,,9,0,0,57,0,0,349,
2017/6/10,0:00,2649,0,1472,880,,9,0,0,60,0,0,228,
2017/6/10,1:00,2675,0,1513,824,,9,0,0,24,0,0,305,
2017/6/10,2:00,2864,0,1556,940,,9,0,0,15,0,0,344,
2017/6/10,3:00,2977,0,1563,1004,,9,0,0,21,0,0,380,
2017/6/10,4:00,2915,0,1588,935,,9,1,0,21,0,0,361,
2017/6/10,5:00,2731,0,1595,978,,9,13,0,40,0,0,97,
2017/6/10,6:00,2624,0,1593,795,,9,34,0,61,0,0,132,
2017/6/10,7:00,2603,0,1581,732,,9,127,0,57,0,0,98,
2017/6/10,8:00,2724,0,1531,698,,9,244,0,66,0,0,176,
2017/6/10,9:00,2902,0,1567,731,,9,253,0,78,0,0,264,
2017/6/10,10:00,2988,0,1602,792,,9,136,0,69,0,0,381,
2017/6/10,11:00,3009,0,1731,813,,9,59,0,73,0,0,323,
2017/6/10,12:00,2945,0,1763,775,,9,52,0,60,0,0,286,
2017/6/10,13:00,2968,0,1771,848,,8,63,0,73,0,0,206,
2017/6/10,14:00,2945,0,1677,850,,8,59,0,58,0,0,293,
2017/6/10,15:00,2879,0,1673,939,,7,54,0,50,0,0,156,
2017/6/10,16:00,2868,0,1689,903,,7,62,0,31,0,0,175,
2017/6/10,17:00,2824,0,1661,963,,7,59,0,18,0,0,117,
2017/6/10,18:00,2824,0,1679,1050,,7,24,0,4,0,0,61,
2017/6/10,19:00,2831,0,1604,1160,,7,1,0,2,0,0,58,
2017/6/10,20:00,2736,0,1549,1095,,6,0,0,3,0,0,84,
2017/6/10,21:00,2617,0,1462,918,,7,0,0,2,0,0,229,
2017/6/10,22:00,2506,0,1382,847,,6,0,0,5,0,0,265,
2017/6/10,23:00,2427,0,1297,907,,6,0,0,6,0,0,211,
2017/6/11,0:00,2355,0,1386,846,,6,0,0,3,0,0,114,
2017/6/11,1:00,2379,0,1409,832,,6,0,0,3,0,0,129,
2017/6/11,2:00,2616,0,1400,1013,,6,0,0,3,0,0,194,
2017/6/11,3:00,2762,0,1404,1238,,6,0,0,3,0,0,111,
2017/6/11,4:00,2735,0,1483,1141,,6,3,0,4,0,0,97,
2017/6/11,5:00,2535,0,1405,967,,6,41,0,3,0,0,114,
2017/6/11,6:00,2357,0,1229,943,,6,120,0,4,0,0,55,
2017/6/11,7:00,2302,0,1203,862,,6,223,0,3,0,0,4,
2017/6/11,8:00,2316,0,1331,758,,6,341,0,3,0,0,-123,
2017/6/11,9:00,2402,0,1301,736,,6,463,0,9,0,0,-113,
2017/6/11,10:00,2461,0,1277,772,,6,542,0,15,0,0,-150,
2017/6/11,11:00,2501,0,1275,758,,6,581,0,21,0,0,-140,
2017/6/11,12:00,2516,0,1309,744,,6,570,0,20,0,0,-134,
2017/6/11,13:00,2472,0,1211,840,,6,524,0,19,0,0,-128,
2017/6/11,14:00,2462,0,1162,930,,6,462,0,25,0,0,-123,
2017/6/11,15:00,2435,0,1314,880,,6,348,0,27,0,0,-139,
2017/6/11,16:00,2465,0,1390,850,,6,221,0,25,0,0,-27,
2017/6/11,17:00,2565,0,1456,954,,6,109,0,27,0,0,13,
2017/6/11,18:00,2649,0,1474,1063,,6,27,0,25,0,0,53,
2017/6/11,19:00,2676,0,1412,1114,,6,1,0,23,0,0,120,
2017/6/11,20:00,2643,0,1359,1147,,6,0,0,16,0,0,115,
2017/6/11,21:00,2534,0,1405,1022,,6,0,0,18,0,0,83,
2017/6/11,22:00,2433,0,1461,803,,6,0,0,12,0,0,150,
2017/6/11,23:00,2329,0,1491,757,,6,0,0,8,0,0,67,
2017/6/12,0:00,2260,0,1566,692,,6,0,0,5,0,0,-9,
2017/6/12,1:00,2327,0,1625,690,,6,0,0,2,0,0,4,
2017/6/12,2:00,2559,0,1507,829,,6,0,0,3,0,0,214,
2017/6/12,3:00,2742,0,1557,895,,6,0,0,2,0,0,282,
2017/6/12,4:00,2728,0,1605,844,,6,2,0,9,0,0,261,
2017/6/12,5:00,2622,0,1573,770,,6,23,0,16,0,0,234,
2017/6/12,6:00,2591,0,1577,774,,6,66,0,11,0,0,157,
2017/6/12,7:00,2715,0,1653,857,,6,99,0,15,0,0,85,
2017/6/12,8:00,3082,0,1694,936,,6,196,0,18,0,0,232,
2017/6/12,9:00,3333,0,1714,967,,6,296,0,13,0,0,337,
2017/6/12,10:00,3425,0,1674,994,,6,377,0,13,0,0,362,
2017/6/12,11:00,3474,0,1632,1052,,6,411,0,15,0,0,358,
2017/6/12,12:00,3203,0,1620,781,,6,423,0,15,0,0,357,
2017/6/12,13:00,3432,0,1686,885,,6,446,0,18,0,0,390,
2017/6/12,14:00,3431,0,1704,919,,6,381,0,21,0,0,399,
2017/6/12,15:00,3401,0,1709,979,,6,274,0,26,0,0,407,
2017/6/12,16:00,3408,0,1669,1082,,6,172,0,25,0,0,454,
2017/6/12,17:00,3312,0,1735,1070,,6,51,0,20,0,0,429,
2017/6/12,18:00,3266,0,1725,1125,,6,13,0,13,0,0,384,
2017/6/12,19:00,3215,0,1673,1033,,6,1,0,7,0,0,495,
2017/6/12,20:00,3123,0,1710,1010,,6,0,0,7,0,0,390,
2017/6/12,21:00,2989,0,1698,842,,6,0,0,4,0,0,439,
2017/6/12,22:00,2898,0,1660,790,,6,0,0,3,0,0,439,
2017/6/12,23:00,2792,0,1658,802,,6,0,0,1,0,0,325,
2017/6/13,0:00,2685,0,1562,677,,6,0,0,1,0,0,439,
2017/6/13,1:00,2739,0,1533,657,,6,0,0,1,0,0,542,
2017/6/13,2:00,2967,0,1569,869,,6,0,0,2,0,0,522,
2017/6/13,3:00,3114,0,1653,943,,6,0,0,1,0,0,511,
2017/6/13,4:00,3084,0,1676,885,,6,2,0,2,0,0,514,
2017/6/13,5:00,2912,0,1675,734,,6,23,0,1,0,0,473,
2017/6/13,6:00,2859,0,1687,699,,6,70,0,1,0,0,395,
2017/6/13,7:00,2906,0,1773,734,,6,135,0,1,0,0,257,
2017/6/13,8:00,3185,0,1778,923,,6,184,0,1,0,0,292,
2017/6/13,9:00,3432,0,1829,1049,,6,205,0,3,0,0,341,
2017/6/13,10:00,3485,0,1927,983,,6,208,0,3,0,0,358,
2017/6/13,11:00,3474,0,1935,939,,6,206,0,3,0,0,386,
2017/6/13,12:00,3220,0,1910,730,,6,220,0,4,0,0,351,
2017/6/13,13:00,3435,0,1908,911,,7,206,0,4,0,0,400,
2017/6/13,14:00,3475,0,1864,1020,,7,128,0,3,0,0,454,
2017/6/13,15:00,3434,0,1865,1029,,6,96,0,2,0,0,436,
2017/6/13,16:00,3435,0,1804,1244,,7,68,0,2,0,0,310,
2017/6/13,17:00,3341,0,1780,1079,,7,32,0,1,0,0,442,
2017/6/13,18:00,3314,0,1777,1033,,7,11,0,1,0,0,486,
2017/6/13,19:00,3246,0,1714,992,,6,1,0,1,0,0,531,
2017/6/13,20:00,3172,0,1722,776,,6,0,0,4,0,0,664,
2017/6/13,21:00,3035,0,1675,676,,6,0,0,4,0,0,673,
2017/6/13,22:00,2948,0,1648,689,,6,0,0,4,0,0,602,
2017/6/13,23:00,2846,0,1577,739,,6,0,0,4,0,0,520,
2017/6/14,0:00,2717,0,1541,687,,6,0,0,3,0,0,480,
2017/6/14,1:00,2791,0,1557,640,,6,0,0,3,0,0,585,
2017/6/14,2:00,3010,0,1630,862,,6,0,0,1,0,0,512,
2017/6/14,3:00,3143,0,1740,944,,6,0,0,1,0,0,452,
2017/6/14,4:00,3098,0,1831,859,,6,2,0,1,0,0,399,
2017/6/14,5:00,2932,0,1840,728,,6,32,0,0,0,0,326,
2017/6/14,6:00,2863,0,1719,639,,6,100,0,0,0,0,399,
2017/6/14,7:00,2899,0,1712,704,,6,191,0,0,0,0,287,
