※データは速報値であり、推計値などが含まれます,,,,,,,,,,,,,
※データは過去にさかのぼり修正する場合があります,,,,,,,,,,,,,
※四捨五入の関係で合計が合わないことがあります,,,,,,,,,,,,,
※例えば、0:00の実績値は、0時00分から1時00分までの1時間平均値を示します,,,,,,,,,,,,,
,,エリア需要,原子力,火力,水力,地熱,バイオマス,太陽光実績,太陽光抑制量,風力実績,風力抑制量,揚水,連系線
DATE,TIME,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh
2019/12/1,0:00,3076,0,2956,602,,66,0,0,25,0,0,-572
2019/12/1,1:00,3113,0,3057,545,,66,0,0,20,0,0,-575
2019/12/1,2:00,3317,0,3060,640,,65,0,0,26,0,0,-474
2019/12/1,3:00,3393,0,3059,634,,66,0,0,39,0,0,-405
2019/12/1,4:00,3342,0,3057,617,,66,0,0,51,0,0,-449
2019/12/1,5:00,3199,0,3019,563,,66,0,0,53,0,0,-502
2019/12/1,6:00,3048,0,3014,475,,67,1,0,63,0,0,-572
2019/12/1,7:00,3002,0,2944,453,,65,69,0,65,0,0,-592
2019/12/1,8:00,2922,0,2628,369,,65,230,0,74,0,0,-442
2019/12/1,9:00,2878,0,2401,378,,64,337,0,96,0,0,-399
2019/12/1,10:00,2750,0,2487,372,,64,430,0,77,0,0,-679
2019/12/1,11:00,2709,0,2516,384,,64,396,0,70,0,0,-721
2019/12/1,12:00,2699,0,2612,344,,64,291,0,67,0,0,-679
2019/12/1,13:00,2657,0,2691,374,,63,191,0,62,0,0,-725
2019/12/1,14:00,2660,0,2696,425,,64,113,0,64,0,0,-701
2019/12/1,15:00,2705,0,2894,443,,63,45,0,66,0,0,-805
2019/12/1,16:00,2863,0,2959,567,,63,6,0,69,0,0,-802
2019/12/1,17:00,3050,0,2981,725,,63,1,0,71,0,0,-791
2019/12/1,18:00,3098,0,3012,764,,63,0,0,61,0,0,-803
2019/12/1,19:00,3043,0,3013,726,,63,0,0,55,0,0,-814
2019/12/1,20:00,2974,0,2966,523,,63,0,0,44,0,0,-622
2019/12/1,21:00,2852,0,2874,469,,63,0,0,50,0,0,-603
2019/12/1,22:00,2778,0,2884,440,,63,0,0,50,0,0,-658
2019/12/1,23:00,2737,0,2898,436,,63,0,0,36,0,0,-696
2019/12/2,0:00,2654,0,2849,477,,64,0,0,37,0,0,-773
2019/12/2,1:00,2746,0,2925,465,,64,0,0,45,0,0,-752
2019/12/2,2:00,2983,0,2983,539,,64,0,0,49,0,0,-651
2019/12/2,3:00,3153,0,2940,572,,64,0,0,74,0,0,-497
2019/12/2,4:00,3192,0,2974,559,,64,0,0,66,0,0,-471
2019/12/2,5:00,3093,0,2907,534,,64,0,0,80,0,0,-492
2019/12/2,6:00,3082,0,2931,514,,64,0,0,80,0,0,-507
2019/12/2,7:00,3158,0,2974,477,,63,5,0,86,0,0,-447
2019/12/2,8:00,3478,0,3038,692,,64,27,0,109,0,0,-452
2019/12/2,9:00,3696,0,3042,768,,64,54,0,104,0,0,-335
2019/12/2,10:00,3773,0,3045,805,,63,41,0,109,0,0,-290
2019/12/2,11:00,3799,0,3043,864,,63,38,0,106,0,0,-315
2019/12/2,12:00,3596,0,3025,582,,63,37,0,123,0,0,-234
2019/12/2,13:00,3782,0,2978,708,,63,40,0,97,0,0,-103
2019/12/2,14:00,3799,0,3017,849,,63,31,0,72,0,0,-233
2019/12/2,15:00,3786,0,2968,945,,63,15,0,51,0,0,-257
