※データは速報値であり、推計値などが含まれます,,,,,,,,,,,,,
※データは過去にさかのぼり修正する場合があります,,,,,,,,,,,,,
※四捨五入の関係で合計が合わないことがあります,,,,,,,,,,,,,
※例えば、0:00の実績値は、0時00分から1時00分までの1時間平均値を示します,,,,,,,,,,,,,
,,エリア需要,原子力,火力,水力,地熱,バイオマス,太陽光実績,太陽光抑制量,風力実績,風力抑制量,揚水,連系線
DATE,TIME,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh
2019/4/1,0:00,2940,0,2221,885,,68,0,0,27,0,0,-261
2019/4/1,1:00,3070,0,2365,853,,68,0,0,23,0,0,-239
2019/4/1,2:00,3270,0,2572,907,,68,0,0,16,0,0,-293
2019/4/1,3:00,3402,0,2630,971,,69,0,0,12,0,0,-281
2019/4/1,4:00,3442,0,2640,992,,68,0,0,6,0,0,-264
2019/4/1,5:00,3411,0,2725,930,,68,1,0,3,0,0,-316
2019/4/1,6:00,3435,0,2758,1050,,69,46,0,2,0,0,-490
2019/4/1,7:00,3413,0,2619,1023,,67,181,0,1,0,0,-479
2019/4/1,8:00,3643,0,2505,1080,,67,300,0,1,0,0,-309
2019/4/1,9:00,3835,0,2441,1032,,68,440,0,1,0,0,-147
2019/4/1,10:00,3861,0,2321,952,,67,522,0,3,0,0,-4
2019/4/1,11:00,3878,0,2402,863,,67,492,0,6,0,0,47
2019/4/1,12:00,3600,0,2227,694,,67,479,0,9,0,0,124
2019/4/1,13:00,3797,0,2427,745,,67,416,0,9,0,0,134
2019/4/1,14:00,3828,0,2523,863,,68,267,0,9,0,0,99
2019/4/1,15:00,3813,0,2601,929,,67,114,0,11,0,0,90
2019/4/1,16:00,3897,0,2639,1003,,68,45,0,13,0,0,130
2019/4/1,17:00,3922,0,2781,955,,68,16,0,14,0,1,88
2019/4/1,18:00,4008,0,2817,988,,68,1,0,33,0,50,51
2019/4/1,19:00,3935,0,2695,1037,,67,0,0,44,0,49,42
2019/4/1,20:00,3866,0,2598,1092,,68,0,0,29,0,50,28
2019/4/1,21:00,3718,0,2498,1096,,67,0,0,24,0,49,-16
2019/4/1,22:00,3656,0,2444,1152,,68,0,0,21,0,50,-79
2019/4/1,23:00,3618,0,2437,1201,,67,0,0,8,0,4,-99
2019/4/2,0:00,3563,0,2548,737,,68,0,0,16,0,0,194
2019/4/2,1:00,3677,0,2629,740,,68,0,0,34,0,0,206
2019/4/2,2:00,3879,0,2697,896,,68,0,0,43,0,1,174
2019/4/2,3:00,3979,0,2767,897,,68,0,0,11,0,49,187
2019/4/2,4:00,3947,0,2771,911,,68,0,0,6,0,50,141
2019/4/2,5:00,3888,0,2769,1036,,68,2,0,7,0,0,7
2019/4/2,6:00,3939,0,2764,1055,,68,62,0,12,0,0,-22
2019/4/2,7:00,3917,0,2775,993,,67,158,0,30,0,0,-106
2019/4/2,8:00,4179,0,2830,1089,,67,80,0,23,0,0,91
2019/4/2,9:00,4471,0,2901,1162,,66,92,0,25,0,30,195
2019/4/2,10:00,4496,0,2899,1106,,66,138,0,30,0,60,196
2019/4/2,11:00,4501,0,2898,988,,68,205,0,27,0,97,218
2019/4/2,12:00,4195,0,2795,768,,68,335,0,36,0,0,193
2019/4/2,13:00,4287,0,2704,811,,68,288,0,43,0,0,374
2019/4/2,14:00,4235,0,2649,774,,67,282,0,64,0,0,400
2019/4/2,15:00,4142,0,2667,832,,68,185,0,43,0,0,348
2019/4/2,16:00,4188,0,2662,991,,68,95,0,43,0,0,329
2019/4/2,17:00,4162,0,2648,1085,,68,35,0,46,0,0,281
2019/4/2,18:00,4225,0,2719,1137,,68,2,0,27,0,0,273
2019/4/2,19:00,4117,0,2850,989,,68,1,0,27,0,0,182
2019/4/2,20:00,4020,0,2975,817,,68,0,0,34,0,0,127
2019/4/2,21:00,3865,0,2968,720,,68,0,0,27,0,0,81
2019/4/2,22:00,3800,0,2948,714,,68,0,0,30,0,0,40
2019/4/2,23:00,3779,0,2835,925,,68,0,0,37,0,0,-86
2019/4/3,0:00,3683,0,2761,893,,68,0,0,42,0,0,-80
2019/4/3,1:00,3775,0,2864,928,,68,0,0,24,0,0,-108
2019/4/3,2:00,3942,0,2904,1059,,68,0,0,34,0,0,-123
2019/4/3,3:00,4014,0,2875,1149,,68,0,0,39,0,0,-116
2019/4/3,4:00,3979,0,2926,1049,,68,0,0,38,0,0,-101
2019/4/3,5:00,3928,0,2928,990,,67,2,0,25,0,0,-83
2019/4/3,6:00,3947,0,2920,912,,68,39,0,27,0,0,-19
2019/4/3,7:00,3940,0,2891,779,,67,113,0,23,0,0,67
2019/4/3,8:00,4219,0,2831,845,,68,261,0,29,0,0,186
2019/4/3,9:00,4321,0,2749,833,,67,409,0,22,0,0,241
2019/4/3,10:00,4201,0,2759,779,,66,338,0,20,0,0,239
