※データは速報値であり、推計値などが含まれます,,,,,,,,,,,,,
※データは過去にさかのぼり修正する場合があります,,,,,,,,,,,,,
※四捨五入の関係で合計が合わないことがあります,,,,,,,,,,,,,
※例えば、0:00の実績値は、0時00分から1時00分までの1時間平均値を示します,,,,,,,,,,,,,
,,エリア需要,原子力,火力,水力,地熱,バイオマス,太陽光実績,太陽光抑制量,風力実績,風力抑制量,揚水,連系線
DATE,TIME,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh
2018/4/1,0:00,2675,0,1370,1433,,8,0,0,43,0,0,-179
2018/4/1,1:00,2799,0,1466,1432,,8,0,0,60,0,0,-167
2018/4/1,2:00,2997,0,1506,1577,,8,0,0,62,0,0,-157
2018/4/1,3:00,3090,0,1514,1687,,8,0,0,67,0,0,-187
2018/4/1,4:00,3112,0,1519,1683,,8,0,0,76,0,0,-174
2018/4/1,5:00,2956,0,1495,1557,,8,2,0,76,0,0,-182
2018/4/1,6:00,2709,0,1357,1437,,8,39,0,79,0,0,-211
2018/4/1,7:00,2517,0,1168,1372,,8,154,0,74,0,0,-259
2018/4/1,8:00,2466,0,851,1468,,8,298,0,59,0,0,-219
2018/4/1,9:00,2501,0,817,1341,,8,421,0,63,0,0,-149
2018/4/1,10:00,2512,0,817,1261,,8,508,0,61,0,0,-143
2018/4/1,11:00,2511,0,841,1199,,8,550,0,68,0,0,-155
2018/4/1,12:00,2489,0,837,1188,,7,545,0,67,0,0,-154
2018/4/1,13:00,2464,0,849,1201,,6,483,0,70,0,0,-144
2018/4/1,14:00,2440,0,868,1267,,6,372,0,69,0,0,-141
2018/4/1,15:00,2426,0,1064,1406,,6,204,0,64,0,0,-317
2018/4/1,16:00,2492,0,1219,1529,,6,93,0,59,0,0,-413
2018/4/1,17:00,2637,0,1272,1567,,5,25,0,47,0,0,-278
2018/4/1,18:00,2780,0,1301,1642,,5,1,0,47,0,0,-215
2018/4/1,19:00,2782,0,1350,1549,,5,0,0,40,0,0,-163
2018/4/1,20:00,2691,0,1341,1551,,5,0,0,36,0,0,-241
2018/4/1,21:00,2602,0,1391,1453,,5,0,0,29,0,0,-276
2018/4/1,22:00,2543,0,1385,1396,,5,0,0,28,0,0,-271
2018/4/1,23:00,2539,0,1368,1428,,5,0,0,29,0,0,-291
2018/4/2,0:00,2513,0,1307,1289,,5,0,0,26,0,0,-114
2018/4/2,1:00,2633,0,1397,1302,,5,0,0,22,0,0,-93
2018/4/2,2:00,2883,0,1524,1436,,5,0,0,25,0,0,-107
2018/4/2,3:00,3025,0,1526,1582,,5,0,0,25,0,0,-113
2018/4/2,4:00,3047,0,1523,1599,,5,0,0,15,0,0,-95
2018/4/2,5:00,2990,0,1557,1522,,5,2,0,10,0,0,-106
2018/4/2,6:00,2909,0,1491,1479,,5,28,0,8,0,0,-102
2018/4/2,7:00,2935,0,1443,1448,,5,88,0,6,0,0,-56
2018/4/2,8:00,3146,0,1596,1415,,5,139,0,4,0,0,-13
2018/4/2,9:00,3327,0,1520,1554,,5,253,0,7,0,0,-12
2018/4/2,10:00,3395,0,1456,1590,,5,344,0,6,0,0,-6
2018/4/2,11:00,3395,0,1471,1506,,5,410,0,7,0,0,-4
2018/4/2,12:00,3171,0,1463,1278,,5,477,0,13,0,-58,-7
2018/4/2,13:00,3355,0,1567,1406,,5,473,0,17,0,-121,8
2018/4/2,14:00,3343,0,1455,1466,,5,391,0,18,0,-1,8
2018/4/2,15:00,3311,0,1496,1507,,5,278,0,16,0,0,10
2018/4/2,16:00,3317,0,1555,1606,,5,147,0,13,0,0,-9
2018/4/2,17:00,3244,0,1538,1642,,5,39,0,9,0,0,11
2018/4/2,18:00,3306,0,1641,1670,,5,1,0,9,0,0,-21
2018/4/2,19:00,3232,0,1584,1660,,5,0,0,13,0,0,-31
2018/4/2,20:00,3143,0,1592,1576,,5,0,0,15,0,0,-46
2018/4/2,21:00,3040,0,1585,1480,,5,0,0,15,0,0,-45
2018/4/2,22:00,2984,0,1556,1470,,5,0,0,16,0,0,-62
2018/4/2,23:00,2915,0,1588,1390,,5,0,0,26,0,0,-95
2018/4/3,0:00,2852,0,1621,1343,,5,0,0,37,0,0,-154
2018/4/3,1:00,2982,0,1635,1429,,5,0,0,42,0,0,-128
2018/4/3,2:00,3210,0,1630,1667,,5,0,0,43,0,0,-135
2018/4/3,3:00,3298,0,1633,1730,,5,0,0,45,0,0,-114
2018/4/3,4:00,3315,0,1632,1767,,5,0,0,46,0,0,-135
2018/4/3,5:00,3197,0,1629,1653,,5,3,0,49,0,0,-142
2018/4/3,6:00,3079,0,1632,1499,,5,40,0,53,0,0,-151
2018/4/3,7:00,3033,0,1580,1419,,5,139,0,51,0,0,-161
2018/4/3,8:00,3227,0,1568,1445,,5,280,0,50,0,0,-122
2018/4/3,9:00,3398,0,1563,1466,,5,423,0,64,0,0,-122
2018/4/3,10:00,3435,0,1453,1432,,5,533,0,70,0,0,-58
2018/4/3,11:00,3486,0,1495,1411,,5,577,0,71,0,0,-73
2018/4/3,12:00,3244,0,1375,1343,,6,584,0,74,0,-117,-20
2018/4/3,13:00,3423,0,1529,1457,,6,538,0,76,0,-120,-64
2018/4/3,14:00,3436,0,1540,1457,,6,456,0,69,0,-1,-91
2018/4/3,15:00,3388,0,1629,1457,,6,317,0,61,0,0,-83
2018/4/3,16:00,3373,0,1656,1581,,6,172,0,49,0,0,-91
2018/4/3,17:00,3293,0,1650,1597,,5,46,0,34,0,0,-40
