※データは速報値であり、推計値などが含まれます,,,,,,,,,,,,,
※データは過去にさかのぼり修正する場合があります,,,,,,,,,,,,,
※四捨五入の関係で合計が合わないことがあります,,,,,,,,,,,,,
※例えば、0:00の実績値は、0時00分から1時00分までの1時間平均値を示します,,,,,,,,,,,,,
,,エリア需要,原子力,火力,水力,地熱,バイオマス,太陽光実績,太陽光抑制量,風力実績,風力抑制量,揚水,連系線
DATE,TIME,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh
2018/10/1,0:00,2296,0,1455,1171,,13,0,0,84,0,90,-517
2018/10/1,1:00,2346,0,1578,1119,,13,0,0,83,0,90,-537
2018/10/1,2:00,2538,0,1652,1161,,13,0,0,32,0,90,-410
2018/10/1,3:00,2707,0,1674,1133,,13,0,0,47,0,90,-249
2018/10/1,4:00,2732,0,1677,1113,,13,1,0,80,0,90,-243
2018/10/1,5:00,2647,0,1627,1124,,13,1,0,94,0,100,-312
2018/10/1,6:00,2599,0,1518,1125,,13,13,0,95,0,100,-265
2018/10/1,7:00,2757,0,1515,1126,,13,65,0,88,0,99,-150
2018/10/1,8:00,3112,0,1681,1137,,13,168,0,81,0,100,-68
2018/10/1,9:00,3426,0,1604,1154,,13,318,0,79,0,100,158
2018/10/1,10:00,3477,0,1527,1153,,13,428,0,83,0,100,173
2018/10/1,11:00,3526,0,1482,1154,,13,540,0,99,0,100,139
2018/10/1,12:00,3326,0,1202,1127,,13,507,0,108,0,100,270
2018/10/1,13:00,3500,0,1529,1136,,13,394,0,104,0,75,249
2018/10/1,14:00,3528,0,1647,1179,,13,269,0,99,0,76,245
2018/10/1,15:00,3476,0,1824,1186,,13,109,0,92,0,75,178
2018/10/1,16:00,3467,0,1908,1175,,13,36,0,93,0,75,168
2018/10/1,17:00,3421,0,2149,1192,,13,5,0,93,0,75,-105
2018/10/1,18:00,3387,0,2157,1196,,13,1,0,91,0,75,-146
2018/10/1,19:00,3218,0,2115,1205,,13,1,0,92,0,76,-284
2018/10/1,20:00,3054,0,2119,1211,,13,0,0,90,0,75,-453
2018/10/1,21:00,2940,0,1860,1249,,13,0,0,92,0,75,-349
2018/10/1,22:00,2826,0,1832,1242,,13,0,0,85,0,76,-422
2018/10/1,23:00,2744,0,1824,1266,,13,0,0,76,0,75,-510
2018/10/2,0:00,2622,0,1878,1246,,13,0,0,79,0,66,-659
2018/10/2,1:00,2644,0,1884,1245,,13,0,0,75,0,65,-638
2018/10/2,2:00,2828,0,1970,1270,,13,0,0,70,0,32,-526
2018/10/2,3:00,2977,0,2020,1275,,13,0,0,62,0,66,-459
2018/10/2,4:00,2984,0,2018,1260,,13,1,0,47,0,65,-419
2018/10/2,5:00,2894,0,1984,1254,,13,1,0,37,0,66,-460
2018/10/2,6:00,2850,0,1961,1217,,13,26,0,34,0,65,-465
2018/10/2,7:00,2935,0,2064,1201,,13,81,0,31,0,65,-519
2018/10/2,8:00,3249,0,2107,1278,,13,183,0,24,0,66,-423
2018/10/2,9:00,3505,0,2138,1289,,13,257,0,18,0,65,-274
2018/10/2,10:00,3537,0,2146,1253,,13,332,0,15,0,66,-288
2018/10/2,11:00,3601,0,2134,1267,,13,488,0,10,0,65,-376
2018/10/2,12:00,3392,0,2005,1221,,13,561,0,12,0,66,-487
2018/10/2,13:00,3548,0,2108,1295,,13,419,0,13,0,65,-364
2018/10/2,14:00,3601,0,2127,1317,,13,340,0,7,0,65,-268
2018/10/2,15:00,3545,0,2129,1390,,13,187,0,4,0,66,-243
2018/10/2,16:00,3512,0,2128,1330,,14,74,0,6,0,65,-104
2018/10/2,17:00,3463,0,2110,1335,,14,9,0,4,0,51,-58
2018/10/2,18:00,3461,0,2106,1355,,14,1,0,6,0,51,-72
2018/10/2,19:00,3298,0,2043,1280,,14,1,0,2,0,50,-92
2018/10/2,20:00,3170,0,1989,1258,,13,0,0,1,0,51,-141
2018/10/2,21:00,3037,0,2042,1264,,14,0,0,0,0,50,-332
2018/10/2,22:00,2927,0,2082,1248,,13,0,0,0,0,51,-468
2018/10/2,23:00,2840,0,2058,1264,,13,0,0,0,0,51,-547
2018/10/3,0:00,2720,0,2068,1302,,13,0,0,1,0,25,-689
2018/10/3,1:00,2749,0,2071,1282,,13,0,0,1,0,50,-668
2018/10/3,2:00,2918,0,2077,1248,,13,0,0,1,0,51,-473
2018/10/3,3:00,3075,0,2079,1330,,13,0,0,2,0,51,-400
2018/10/3,4:00,3078,0,2082,1291,,13,1,0,3,0,50,-360
2018/10/3,5:00,3002,0,2078,1288,,13,1,0,4,0,51,-432
2018/10/3,6:00,2933,0,2043,1241,,13,51,0,6,0,50,-470
2018/10/3,7:00,2980,0,1920,1236,,13,217,0,5,0,51,-463
2018/10/3,8:00,3237,0,2057,1258,,13,405,0,3,0,50,-548
2018/10/3,9:00,3508,0,2134,1281,,13,567,0,2,0,0,-489
2018/10/3,10:00,3556,0,2218,1220,,13,612,0,1,0,0,-507
2018/10/3,11:00,3610,0,2294,1276,,13,640,0,0,0,0,-613
2018/10/3,12:00,3392,0,2285,1131,,13,633,0,2,0,0,-673
2018/10/3,13:00,3597,0,2299,1196,,14,539,0,4,0,0,-454
2018/10/3,14:00,3636,0,2303,1283,,13,435,0,4,0,0,-401
2018/10/3,15:00,3627,0,2349,1267,,13,314,0,5,0,0,-320
2018/10/3,16:00,3586,0,2343,1335,,13,140,0,8,0,0,-253
2018/10/3,17:00,3470,0,2332,1315,,13,16,0,13,0,98,-318
2018/10/3,18:00,3486,0,2335,1348,,14,1,0,19,0,97,-326
2018/10/3,19:00,3315,0,2342,1293,,13,1,0,20,0,0,-354
2018/10/3,20:00,3161,0,2330,1214,,13,0,0,23,0,0,-419
2018/10/3,21:00,3057,0,2274,1226,,13,0,0,25,0,0,-481
2018/10/3,22:00,2966,0,2208,1213,,13,0,0,25,0,0,-492
2018/10/3,23:00,2881,0,2180,1186,,13,0,0,24,0,0,-521
2018/10/4,0:00,2750,0,2122,1034,,13,0,0,24,0,0,-443
2018/10/4,1:00,2761,0,2089,1055,,13,0,0,22,0,0,-418
2018/10/4,2:00,2970,0,2183,1127,,13,0,0,25,0,2,-379
2018/10/4,3:00,3125,0,2245,1121,,13,0,0,25,0,49,-329
2018/10/4,4:00,3126,0,2247,1108,,13,1,0,26,0,50,-319
2018/10/4,5:00,3012,0,2265,1095,,13,1,0,28,0,0,-389
2018/10/4,6:00,2932,0,2253,1021,,13,26,0,30,0,0,-410
2018/10/4,7:00,2989,0,2268,1065,,13,83,0,28,0,0,-467
2018/10/4,8:00,3282,0,2305,1064,,13,132,0,24,0,0,-256
2018/10/4,9:00,3502,0,2313,1114,,13,197,0,24,0,1,-159
2018/10/4,10:00,3541,0,2312,1121,,13,220,0,22,0,50,-197
2018/10/4,11:00,3560,0,2316,1119,,13,200,0,22,0,49,-159
2018/10/4,12:00,3322,0,2325,997,,14,197,0,24,0,0,-234
2018/10/4,13:00,3526,0,2371,1003,,13,241,0,22,0,0,-124
2018/10/4,14:00,3569,0,2357,1088,,13,196,0,16,0,0,-102
2018/10/4,15:00,3529,0,2325,1144,,13,126,0,15,0,0,-95
