※データは速報値であり、推計値などが含まれます,,,,,,,,,,,,,
※データは過去にさかのぼり修正する場合があります,,,,,,,,,,,,,
※四捨五入の関係で合計が合わないことがあります,,,,,,,,,,,,,
※例えば、0:00の実績値は、0時00分から1時00分までの1時間平均値を示します,,,,,,,,,,,,,
,,エリア需要,原子力,火力,水力,地熱,バイオマス,太陽光実績,太陽光抑制量,風力実績,風力抑制量,揚水,連系線
DATE,TIME,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh
2019/11/1,0:00,2667,0,2456,697,,63,0,0,63,0,0,-613
2019/11/1,1:00,2723,0,2488,671,,63,0,0,65,0,0,-563
2019/11/1,2:00,2906,0,2531,634,,63,0,0,65,0,0,-387
2019/11/1,3:00,3067,0,2552,709,,63,0,0,63,0,0,-320
2019/11/1,4:00,3072,0,2577,726,,62,0,0,65,0,0,-358
2019/11/1,5:00,2995,0,2578,719,,63,0,0,62,0,0,-426
2019/11/1,6:00,2963,0,2573,724,,62,14,0,52,0,0,-463
2019/11/1,7:00,2950,0,2449,719,,63,101,0,49,0,0,-431
2019/11/1,8:00,3130,0,2340,654,,62,238,0,45,0,0,-208
2019/11/1,9:00,3281,0,2241,759,,62,314,0,36,0,0,-131
2019/11/1,10:00,3327,0,2196,747,,64,339,0,22,0,0,-41
2019/11/1,11:00,3306,0,2212,736,,62,321,0,19,0,0,-44
2019/11/1,12:00,3106,0,2282,600,,64,293,0,22,0,0,-154
2019/11/1,13:00,3293,0,2445,626,,62,300,0,29,0,0,-169
2019/11/1,14:00,3316,0,2572,662,,62,235,0,37,0,0,-253
2019/11/1,15:00,3306,0,2632,744,,62,112,0,38,0,0,-282
2019/11/1,16:00,3332,0,2639,808,,62,25,0,44,0,0,-246
2019/11/1,17:00,3322,0,2624,794,,63,1,0,45,0,0,-205
2019/11/1,18:00,3249,0,2577,732,,62,1,0,38,0,0,-161
2019/11/1,19:00,3109,0,2319,717,,62,0,0,22,0,0,-11
2019/11/1,20:00,2993,0,2154,744,,63,0,0,22,0,0,10
2019/11/1,21:00,2931,0,2141,724,,63,0,0,15,0,0,-13
2019/11/1,22:00,2837,0,2049,727,,62,0,0,10,0,0,-11
2019/11/1,23:00,2780,0,2048,757,,62,0,0,10,0,0,-97
2019/11/2,0:00,2660,0,2031,669,,62,0,0,9,0,0,-110
2019/11/2,1:00,2685,0,2048,737,,63,0,0,6,0,0,-169
2019/11/2,2:00,2883,0,2086,856,,62,0,0,5,0,0,-125
2019/11/2,3:00,3035,0,2087,852,,63,0,0,5,0,0,28
2019/11/2,4:00,3049,0,1995,911,,63,0,0,4,0,0,76
2019/11/2,5:00,2953,0,2020,863,,62,0,0,2,0,0,6
2019/11/2,6:00,2813,0,2082,849,,63,13,0,1,0,0,-195
2019/11/2,7:00,2698,0,2106,716,,62,143,0,1,0,0,-330
2019/11/2,8:00,2684,0,2082,600,,62,326,0,0,0,0,-387
2019/11/2,9:00,2704,0,1858,554,,64,483,0,1,0,0,-256
2019/11/2,10:00,2663,0,1528,510,,63,589,0,1,0,0,-27
