DATE,TIME,elec,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh
4/1/2016,0:00,2929,0,2395,661,0,10,0,0,12,0,0,-148
4/1/2016,1:00,3072,0,2349,714,0,10,0,0,9,0,0,-10
4/1/2016,2:00,3265,0,2472,842,0,10,0,0,8,0,0,-67
4/1/2016,3:00,3371,0,2520,845,0,10,0,0,16,0,0,-20
4/1/2016,4:00,3392,0,2503,869,0,10,0,0,25,0,0,-15
4/1/2016,5:00,3317,0,2506,784,0,10,2,0,31,0,0,-15
4/1/2016,6:00,3222,0,2498,678,0,10,26,0,38,0,0,-28
4/1/2016,7:00,3095,0,2367,612,0,10,90,0,33,0,0,-18
4/1/2016,8:00,3208,0,2383,638,0,10,181,0,25,0,0,-27
4/1/2016,9:00,3360,0,2431,693,0,10,275,0,21,0,0,-68
4/1/2016,10:00,3380,0,2405,677,0,10,331,0,23,0,0,-66
4/1/2016,11:00,3404,0,2360,698,0,10,361,0,28,0,0,-51
4/1/2016,12:00,3166,0,2149,725,0,10,312,0,29,0,0,-59
4/1/2016,13:00,3337,0,2355,749,0,10,239,0,25,0,0,-41
4/1/2016,14:00,3356,0,2400,733,0,10,178,0,23,0,0,12
4/1/2016,15:00,3300,0,2381,726,0,10,142,0,20,0,0,22
4/1/2016,16:00,3276,0,2275,869,0,10,85,0,18,0,0,19
4/1/2016,17:00,3215,0,2239,914,0,10,25,0,19,0,0,9
4/1/2016,18:00,3282,0,2251,1005,0,10,1,0,25,0,0,-10
4/1/2016,19:00,3216,0,2239,933,0,10,0,0,29,0,0,5
4/1/2016,20:00,3084,0,2170,878,0,10,0,0,29,0,0,-2
4/1/2016,21:00,2967,0,2154,786,0,10,0,0,23,0,0,-5
4/1/2016,22:00,2923,0,2160,836,0,10,0,0,8,0,0,-91
4/1/2016,23:00,2879,0,2161,830,0,10,0,0,7,0,0,-129
4/2/2016,0:00,2837,0,2127,798,0,10,0,0,8,0,0,-106
4/2/2016,1:00,2934,0,2189,842,0,10,0,0,9,0,0,-116
4/2/2016,2:00,3155,0,2277,982,0,10,0,0,2,0,0,-115
4/2/2016,3:00,3239,0,2345,998,0,10,0,0,0,0,0,-114
4/2/2016,4:00,3244,0,2361,994,0,10,0,0,0,0,0,-121
4/2/2016,5:00,3104,0,2305,919,0,10,2,0,0,0,0,-132
4/2/2016,6:00,2899,0,2190,796,0,9,27,0,0,0,0,-123
4/2/2016,7:00,2742,0,2067,729,0,10,99,0,0,0,0,-163
4/2/2016,8:00,2751,0,2063,644,0,10,190,0,0,0,0,-155
4/2/2016,9:00,2821,0,2047,667,0,10,277,0,0,0,0,-181
4/2/2016,10:00,2814,0,2034,646,0,10,338,0,0,0,0,-213
4/2/2016,11:00,2784,0,1983,661,0,10,377,0,0,0,0,-247
4/2/2016,12:00,2673,0,1908,623,0,10,358,0,0,0,0,-226
4/2/2016,13:00,2704,0,1979,594,0,10,310,0,0,0,0,-188
4/2/2016,14:00,2701,0,1970,630,0,10,280,0,2,0,0,-191
4/2/2016,15:00,2669,0,1968,666,0,10,194,0,3,0,0,-171
4/2/2016,16:00,2671,0,1962,739,0,10,111,0,2,0,0,-153
4/2/2016,17:00,2683,0,2007,769,0,10,28,0,0,0,0,-132
4/2/2016,18:00,2802,0,2010,958,0,10,1,0,3,0,0,-180
4/2/2016,19:00,2778,0,2009,936,0,10,0,0,8,0,0,-185
4/2/2016,20:00,2686,0,1972,822,0,9,0,0,13,0,0,-130
4/2/2016,21:00,2563,0,1925,750,0,10,0,0,15,0,0,-137
4/2/2016,22:00,2542,0,1905,732,0,10,0,0,19,0,0,-124
4/2/2016,23:00,2506,0,1856,727,0,10,0,0,23,0,0,-110
4/3/2016,0:00,2455,0,1933,762,0,10,0,0,29,0,0,-279
4/3/2016,1:00,2559,0,1954,855,0,10,0,0,39,0,0,-300
4/3/2016,2:00,2776,0,1957,1061,0,10,1,0,43,0,0,-296
4/3/2016,3:00,2850,0,1967,1138,0,10,1,0,36,0,0,-301
4/3/2016,4:00,2862,0,2006,1110,0,10,1,0,36,0,0,-300
4/3/2016,5:00,2676,0,1947,930,0,10,1,0,34,0,0,-246
4/3/2016,6:00,2463,0,1734,845,0,10,20,0,33,0,0,-178
4/3/2016,7:00,2293,0,1580,796,0,10,63,0,27,0,0,-183
4/3/2016,8:00,2298,0,1533,816,0,10,112,0,22,0,0,-196
4/3/2016,9:00,2359,0,1571,810,0,10,143,0,26,0,0,-201
4/3/2016,10:00,2407,0,1517,849,0,9,155,0,35,0,0,-157
4/3/2016,11:00,2416,0,1628,789,0,10,143,0,25,0,0,-179
4/3/2016,12:00,2401,0,1635,750,0,10,140,0,15,0,0,-149
4/3/2016,13:00,2409,0,1620,754,0,10,149,0,14,0,0,-138
4/3/2016,14:00,2382,0,1644,754,0,10,100,0,7,0,0,-132
4/3/2016,15:00,2420,0,1690,798,0,10,41,0,5,0,0,-123
4/3/2016,16:00,2473,0,1769,830,0,10,17,0,8,0,0,-160
4/3/2016,17:00,2616,0,1871,850,0,10,4,0,9,0,0,-128
4/3/2016,18:00,2750,0,1982,876,0,10,1,0,8,0,0,-126
4/3/2016,19:00,2716,0,1983,862,0,10,1,0,5,0,0,-144
4/3/2016,20:00,2661,0,1919,852,0,10,1,0,3,0,0,-124
4/3/2016,21:00,2530,0,1766,870,0,10,1,0,11,0,0,-126
4/3/2016,22:00,2461,0,1685,858,0,10,1,0,8,0,0,-99
4/3/2016,23:00,2441,0,1675,861,0,10,1,0,2,0,0,-108
4/4/2016,0:00,2414,0,1767,880,0,10,1,0,4,0,0,-246
4/4/2016,1:00,2565,0,1758,975,0,10,1,0,22,0,0,-201
4/4/2016,2:00,2807,0,1850,1068,0,10,1,0,40,0,0,-161
4/4/2016,3:00,2914,0,1969,1067,0,10,1,0,56,0,0,-188
4/4/2016,4:00,2954,0,2038,1045,0,10,1,0,65,0,0,-204
4/4/2016,5:00,2877,0,2029,963,0,10,1,0,64,0,0,-189
4/4/2016,6:00,2849,0,1975,989,0,10,3,0,62,0,0,-189
4/4/2016,7:00,2932,0,1954,1051,0,10,13,0,55,0,0,-151
4/4/2016,8:00,3298,0,2185,1140,0,10,31,0,51,0,0,-118
4/4/2016,9:00,3540,0,2252,1257,0,10,49,0,40,0,0,-67
4/4/2016,10:00,3631,0,2387,1345,0,10,40,0,41,0,0,-192
4/4/2016,11:00,3647,0,2376,1378,0,10,51,0,31,0,0,-199
4/4/2016,12:00,3418,0,2286,1219,0,10,54,0,18,0,0,-168
4/4/2016,13:00,3631,0,2367,1379,0,10,40,0,8,0,0,-171
4/4/2016,14:00,3645,0,2439,1342,0,10,31,0,9,0,0,-185
4/4/2016,15:00,3606,0,2499,1228,0,10,27,0,11,0,0,-168
4/4/2016,16:00,3604,0,2496,1246,0,10,16,0,10,0,0,-173
4/4/2016,17:00,3558,0,2496,1219,0,10,5,0,10,0,0,-183
4/4/2016,18:00,3599,0,2483,1239,0,10,1,0,10,0,0,-144
4/4/2016,19:00,3476,0,2375,1199,0,10,0,0,7,0,0,-115
4/4/2016,20:00,3302,0,2287,1179,0,10,0,0,6,0,0,-180
4/4/2016,21:00,3165,0,2179,1160,0,10,0,0,6,0,0,-191
4/4/2016,22:00,3099,0,2102,1140,0,10,0,0,7,0,0,-160
4/4/2016,23:00,3052,0,2094,1136,0,10,0,0,6,0,0,-194
4/5/2016,0:00,2942,0,2004,1063,0,10,0,0,6,0,0,-140
4/5/2016,1:00,3048,0,2061,1101,0,10,0,0,6,0,0,-131
4/5/2016,2:00,3247,0,2148,1202,0,10,0,0,6,0,0,-119
4/5/2016,3:00,3341,0,2223,1241,0,10,0,0,5,0,0,-137
4/5/2016,4:00,3318,0,2190,1247,0,10,0,0,4,0,0,-134
4/5/2016,5:00,3250,0,2173,1185,0,10,1,0,4,0,0,-122
4/5/2016,6:00,3180,0,2135,1134,0,10,13,0,5,0,0,-117
4/5/2016,7:00,3174,0,2107,1081,0,10,55,0,4,0,0,-83
4/5/2016,8:00,3372,0,2125,1095,0,10,120,0,1,0,0,21
4/5/2016,9:00,3552,0,2187,1170,0,10,226,0,0,0,0,-41
4/5/2016,10:00,3511,0,2226,1097,0,10,271,0,3,0,0,-95
4/5/2016,11:00,3491,0,2209,1062,0,10,330,0,7,0,0,-127
4/5/2016,12:00,3216,0,2156,921,0,10,350,0,11,0,0,-231
4/5/2016,13:00,3384,0,2159,967,0,10,342,0,16,0,0,-110
4/5/2016,14:00,3338,0,2160,988,0,10,272,0,17,0,0,-109
4/5/2016,15:00,3335,0,2126,1045,0,10,226,0,19,0,0,-91
4/5/2016,16:00,3340,0,2221,1057,0,10,130,0,18,0,0,-96
4/5/2016,17:00,3280,0,2243,1060,0,10,41,0,17,0,0,-91
4/5/2016,18:00,3386,0,2258,1172,0,10,1,0,25,0,0,-79
4/5/2016,19:00,3344,0,2243,1124,0,10,0,0,35,0,0,-68
4/5/2016,20:00,3224,0,2193,1057,0,10,0,0,31,0,0,-66
4/5/2016,21:00,3099,0,2134,1004,0,10,0,0,19,0,0,-67
4/5/2016,22:00,3057,0,2167,1020,0,10,0,0,22,0,0,-162
4/5/2016,23:00,3016,0,2146,1036,0,10,0,0,16,0,0,-192
4/6/2016,0:00,2928,0,2095,919,0,10,0,0,14,0,0,-110
4/6/2016,1:00,3043,0,2117,988,0,10,0,0,15,0,0,-87
4/6/2016,2:00,3248,0,2198,1126,0,10,0,0,19,0,0,-104
4/6/2016,3:00,3351,0,2191,1246,0,10,0,0,10,0,0,-107
4/6/2016,4:00,3347,0,2220,1213,0,10,0,0,5,0,0,-101
4/6/2016,5:00,3281,0,2216,1144,0,10,3,0,4,0,0,-96
4/6/2016,6:00,3217,0,2207,1071,0,10,29,0,2,0,0,-102
4/6/2016,7:00,3103,0,2121,965,0,10,96,0,0,0,0,-89
4/6/2016,8:00,3270,0,2107,958,0,10,180,0,0,0,0,16
4/6/2016,9:00,3404,0,2173,1015,0,10,266,0,0,0,0,-59
4/6/2016,10:00,3415,0,2119,1014,0,10,340,0,0,0,0,-67
4/6/2016,11:00,3406,0,2109,985,0,10,361,0,0,0,0,-59
4/6/2016,12:00,3153,0,2134,941,0,10,270,0,1,0,0,-203
4/6/2016,13:00,3323,0,2160,946,0,10,305,0,0,0,0,-98
4/6/2016,14:00,3330,0,2155,981,0,10,252,0,0,0,0,-68
4/6/2016,15:00,3292,0,2182,1014,0,9,164,0,0,0,0,-78
4/6/2016,16:00,3288,0,2142,1123,0,10,93,0,0,0,0,-79
4/6/2016,17:00,3263,0,2194,1109,0,10,19,0,0,0,0,-69
4/6/2016,18:00,3363,0,2171,1157,0,10,1,0,11,0,0,13
4/6/2016,19:00,3279,0,2123,1128,0,10,0,0,23,0,0,-5
4/6/2016,20:00,3160,0,2117,994,0,10,0,0,28,0,0,11
4/6/2016,21:00,3043,0,2083,909,0,10,1,0,29,0,0,11
4/6/2016,22:00,3003,0,2091,949,0,10,0,0,30,0,0,-77
4/6/2016,23:00,2939,0,2070,942,0,10,1,0,25,0,0,-109
4/7/2016,0:00,2843,0,2015,935,0,10,1,0,21,0,0,-138
4/7/2016,1:00,2955,0,2046,991,0,10,1,0,26,0,0,-119
4/7/2016,2:00,3172,0,2175,1075,0,10,0,0,26,0,0,-114
4/7/2016,3:00,3261,0,2211,1134,0,10,0,0,22,0,0,-116
4/7/2016,4:00,3270,0,2229,1140,0,10,0,0,22,0,0,-131
4/7/2016,5:00,3191,0,2231,1065,0,10,1,0,9,0,0,-124
4/7/2016,6:00,3152,0,2231,1016,0,10,3,0,12,0,0,-119
4/7/2016,7:00,3166,0,2261,948,0,10,8,0,38,0,0,-99
4/7/2016,8:00,3479,0,2364,1019,0,10,13,0,59,0,0,14
4/7/2016,9:00,3697,0,2430,1331,0,10,25,0,60,0,0,-158
4/7/2016,10:00,3713,0,2510,1269,0,10,38,0,57,0,0,-170
4/7/2016,11:00,3732,0,2454,1370,0,10,38,0,40,0,0,-179
4/7/2016,12:00,3475,0,2331,1095,0,10,40,0,14,0,0,-16
4/7/2016,13:00,3658,0,2477,1274,0,10,36,0,9,0,0,-146
4/7/2016,14:00,3664,0,2569,1221,0,10,17,0,40,0,0,-193
4/7/2016,15:00,3636,0,2550,1152,0,10,7,0,86,0,0,-168
4/7/2016,16:00,3657,0,2525,1157,0,10,4,0,79,0,0,-117
4/7/2016,17:00,3619,0,2505,1123,0,10,2,0,78,0,0,-98
4/7/2016,18:00,3587,0,2520,1109,0,10,1,0,34,0,0,-87
4/7/2016,19:00,3427,0,2423,1026,0,10,1,0,27,0,0,-60
4/7/2016,20:00,3265,0,2294,1004,0,10,1,0,19,0,0,-61
4/7/2016,21:00,3109,0,2167,991,0,10,1,0,5,0,0,-64
4/7/2016,22:00,3065,0,2180,1014,0,10,1,0,2,0,0,-141
4/7/2016,23:00,2991,0,2155,1001,0,10,1,0,2,0,0,-178
4/8/2016,0:00,2919,0,2084,998,0,10,1,0,2,0,0,-175
4/8/2016,1:00,2997,0,2112,1011,0,10,1,0,6,0,0,-141
4/8/2016,2:00,3230,0,2254,1113,0,10,1,0,3,0,0,-150
4/8/2016,3:00,3294,0,2281,1160,0,10,1,0,5,0,0,-162
4/8/2016,4:00,3309,0,2262,1202,0,10,0,0,5,0,0,-169
4/8/2016,5:00,3212,0,2210,1155,0,10,2,0,1,0,0,-166
4/8/2016,6:00,3111,0,2130,1132,0,10,14,0,1,0,0,-176
4/8/2016,7:00,3070,0,2061,1089,0,10,49,0,1,0,0,-140
4/8/2016,8:00,3303,0,2051,1165,0,10,96,0,0,0,0,-19
4/8/2016,9:00,3474,0,2076,1263,0,10,161,0,1,0,0,-36
4/8/2016,10:00,3472,0,2076,1205,0,10,227,0,7,0,0,-52
4/8/2016,11:00,3414,0,2071,1180,0,10,208,0,11,0,0,-66
4/8/2016,12:00,3200,0,1887,1141,0,10,194,0,11,0,0,-42
4/8/2016,13:00,3388,0,2010,1245,0,10,132,0,22,0,0,-30
4/8/2016,14:00,3414,0,2003,1289,0,10,132,0,30,0,0,-50
4/8/2016,15:00,3346,0,1884,1321,0,10,156,0,33,0,0,-56
4/8/2016,16:00,3321,0,1917,1303,0,10,111,0,22,0,0,-41
4/8/2016,17:00,3242,0,1901,1301,0,10,37,0,27,0,0,-33
4/8/2016,18:00,3323,0,1977,1336,0,10,2,0,39,0,0,-39
4/8/2016,19:00,3267,0,2000,1255,0,10,0,0,52,0,0,-50
4/8/2016,20:00,3129,0,1924,1199,0,10,0,0,55,0,0,-59
4/8/2016,21:00,3047,0,1794,1213,0,10,0,0,62,0,0,-32
4/8/2016,22:00,2971,0,1801,1207,0,10,0,0,68,0,0,-115
4/8/2016,23:00,2920,0,1777,1192,0,10,0,0,64,0,0,-123
4/9/2016,0:00,2823,0,1721,1163,0,10,0,0,70,0,0,-141
4/9/2016,1:00,2924,0,1797,1173,0,10,0,0,72,0,0,-128
4/9/2016,2:00,3117,0,1980,1175,0,10,0,0,73,0,0,-121
4/9/2016,3:00,3202,0,2004,1249,0,10,0,0,75,0,0,-136
4/9/2016,4:00,3217,0,2003,1255,0,10,0,0,73,0,0,-124
4/9/2016,5:00,3049,0,1932,1181,0,10,3,0,71,0,0,-147
4/9/2016,6:00,2870,0,1786,1145,0,10,36,0,68,0,0,-175
4/9/2016,7:00,2696,0,1744,1135,0,10,99,0,53,0,0,-344
4/9/2016,8:00,2714,0,1720,1138,0,10,185,0,38,0,0,-377
4/9/2016,9:00,2788,0,1728,1119,0,10,270,0,33,0,0,-372
4/9/2016,10:00,2773,0,1733,1097,0,10,342,0,39,0,0,-448
4/9/2016,11:00,2765,0,1735,1105,0,10,360,0,44,0,0,-489
4/9/2016,12:00,2692,0,1742,1087,0,10,380,0,40,0,0,-567
4/9/2016,13:00,2703,0,1706,1093,0,10,362,0,37,0,0,-505
4/9/2016,14:00,2681,0,1649,1132,0,10,298,0,34,0,0,-442
4/9/2016,15:00,2654,0,1699,1161,0,10,212,0,20,0,0,-448
4/9/2016,16:00,2665,0,1808,1095,0,10,110,0,16,0,0,-373
4/9/2016,17:00,2681,0,1849,1118,0,10,32,0,18,0,0,-345
4/9/2016,18:00,2811,0,1853,1136,0,10,2,0,24,0,0,-213
4/9/2016,19:00,2803,0,1850,1135,0,10,0,0,43,0,0,-235
4/9/2016,20:00,2714,0,1755,1164,0,10,0,0,53,0,0,-268
4/9/2016,21:00,2623,0,1831,1081,0,10,0,0,57,0,0,-356
4/9/2016,22:00,2550,0,1780,1069,0,10,0,0,64,0,0,-373
4/9/2016,23:00,2525,0,1760,1079,0,10,0,0,75,0,0,-400
4/10/2016,0:00,2461,0,1816,1036,0,10,0,0,80,0,0,-481
4/10/2016,1:00,2558,0,1801,1040,0,10,0,0,81,0,0,-374
4/10/2016,2:00,2788,0,1879,1091,0,10,0,0,79,0,0,-271
4/10/2016,3:00,2888,0,1834,1198,0,10,0,0,85,0,0,-239
4/10/2016,4:00,2863,0,1849,1153,0,10,0,0,77,0,0,-226
4/10/2016,5:00,2732,0,1818,1131,0,10,3,0,64,0,0,-293
4/10/2016,6:00,2487,0,1806,1083,0,10,30,0,59,0,0,-501
4/10/2016,7:00,2326,0,1794,1031,0,10,80,0,40,0,0,-628
4/10/2016,8:00,2355,0,1785,1076,0,10,140,0,16,0,0,-671
4/10/2016,9:00,2402,0,1632,1115,0,10,181,0,12,0,0,-548
4/10/2016,10:00,2418,0,1629,1060,0,10,215,0,7,0,0,-503
4/10/2016,11:00,2427,0,1541,1077,0,10,212,0,11,0,0,-423
4/10/2016,12:00,2412,0,1677,989,0,10,186,0,20,0,0,-470
4/10/2016,13:00,2402,0,1538,1007,0,10,154,0,22,0,0,-328
4/10/2016,14:00,2386,0,1692,1014,0,10,127,0,18,0,0,-474
4/10/2016,15:00,2401,0,1649,1013,0,10,102,0,16,0,0,-389
4/10/2016,16:00,2450,0,1647,1078,0,10,65,0,27,0,0,-376
4/10/2016,17:00,2615,0,1717,1109,0,10,18,0,30,0,0,-269
4/10/2016,18:00,2783,0,1834,1115,0,10,1,0,29,0,0,-206
4/10/2016,19:00,2810,0,1846,1131,0,10,1,0,25,0,0,-203
4/10/2016,20:00,2724,0,1804,1126,0,10,1,0,28,0,0,-244
4/10/2016,21:00,2616,0,1821,1037,0,10,1,0,24,0,0,-276
4/10/2016,22:00,2513,0,1787,992,0,10,1,0,20,0,0,-296
4/10/2016,23:00,2485,0,1780,978,0,10,1,0,42,0,0,-326
4/11/2016,0:00,2463,0,1669,1021,0,10,1,0,52,0,0,-289
4/11/2016,1:00,2610,0,1768,1050,0,10,1,0,57,0,0,-275
4/11/2016,2:00,2885,0,1998,1114,0,10,0,0,23,0,0,-261
4/11/2016,3:00,3035,0,2107,1164,0,10,0,0,13,0,0,-259
4/11/2016,4:00,3117,0,2185,1202,0,10,0,0,8,0,0,-289
4/11/2016,5:00,3080,0,2236,1093,0,10,1,0,14,0,0,-273
4/11/2016,6:00,3137,0,2165,1162,0,10,9,0,11,0,0,-219
4/11/2016,7:00,3172,0,2075,1138,0,10,31,0,24,0,0,-106
4/11/2016,8:00,3461,0,2066,1248,0,10,98,0,27,0,0,13
4/11/2016,9:00,3639,0,2069,1347,0,10,179,0,24,0,0,10
4/11/2016,10:00,3632,0,2069,1285,0,10,233,0,18,0,0,17
4/11/2016,11:00,3620,0,2069,1269,0,10,256,0,18,0,0,-2
4/11/2016,12:00,3369,0,2074,995,0,10,286,0,24,0,0,-20
4/11/2016,13:00,3546,0,2074,1132,0,10,296,0,30,0,0,4
4/11/2016,14:00,3527,0,2074,1191,0,10,211,0,30,0,0,12
4/11/2016,15:00,3500,0,2078,1274,0,10,104,0,23,0,0,12
4/11/2016,16:00,3545,0,2143,1304,0,10,67,0,21,0,0,1
4/11/2016,17:00,3543,0,2248,1253,0,10,15,0,17,0,0,-1
4/11/2016,18:00,3661,0,2269,1360,0,10,1,0,19,0,0,3
4/11/2016,19:00,3582,0,2253,1302,0,10,0,0,16,0,0,1
4/11/2016,20:00,3433,0,2221,1179,0,10,0,0,20,0,0,2
4/11/2016,21:00,3324,0,2193,1135,0,10,0,0,11,0,0,-25
4/11/2016,22:00,3225,0,2207,1099,0,10,0,0,5,0,0,-96
4/11/2016,23:00,3173,0,2215,1080,0,10,0,0,3,0,0,-135
4/12/2016,0:00,3077,0,2175,1054,0,10,0,0,1,0,0,-163
4/12/2016,1:00,3212,0,2195,1141,0,10,0,0,1,0,0,-135
4/12/2016,2:00,3433,0,2250,1290,0,10,0,0,0,0,0,-118
4/12/2016,3:00,3537,0,2249,1400,0,10,0,0,1,0,0,-124
4/12/2016,4:00,3507,0,2247,1376,0,10,0,0,1,0,0,-128
4/12/2016,5:00,3454,0,2247,1323,0,10,4,0,2,0,0,-133
4/12/2016,6:00,3430,0,2243,1267,0,10,39,0,2,0,0,-130
4/12/2016,7:00,3300,0,2171,1121,0,10,112,0,0,0,0,-114
4/12/2016,8:00,3425,0,2151,1183,0,10,205,0,1,0,0,-123
4/12/2016,9:00,3548,0,2151,1223,0,10,289,0,1,0,0,-126
4/12/2016,10:00,3539,0,2149,1125,0,9,352,0,4,0,0,-99
4/12/2016,11:00,3508,0,2152,1089,0,10,385,0,4,0,0,-131
4/12/2016,12:00,3267,0,2154,978,0,10,387,0,4,0,0,-265
4/12/2016,13:00,3448,0,2148,1126,0,10,343,0,3,0,0,-181
4/12/2016,14:00,3454,0,2146,1198,0,10,246,0,3,0,0,-150
4/12/2016,15:00,3427,0,2144,1263,0,10,142,0,1,0,0,-133
4/12/2016,16:00,3452,0,2145,1331,0,10,89,0,2,0,0,-124
4/12/2016,17:00,3406,0,2142,1318,0,10,31,0,10,0,0,-105
4/12/2016,18:00,3519,0,2245,1252,0,10,2,0,17,0,0,-6
4/12/2016,19:00,3466,0,2265,1173,0,10,0,0,23,0,0,-5
4/12/2016,20:00,3337,0,2264,1058,0,10,0,0,20,0,0,-16
4/12/2016,21:00,3241,0,2248,986,0,10,0,0,26,0,0,-30
4/12/2016,22:00,3153,0,2233,990,0,10,0,0,30,0,0,-110
4/12/2016,23:00,3081,0,2215,981,0,10,1,0,30,0,0,-155
4/13/2016,0:00,2981,0,2167,933,0,10,0,0,24,0,0,-154
4/13/2016,1:00,3083,0,2194,996,0,10,0,0,21,0,0,-138
4/13/2016,2:00,3246,0,2227,1123,0,10,0,0,19,0,0,-133
4/13/2016,3:00,3364,0,2241,1234,0,10,0,0,16,0,0,-136
4/13/2016,4:00,3357,0,2242,1227,0,10,0,0,21,0,0,-143
4/13/2016,5:00,3271,0,2227,1157,0,10,4,0,17,0,0,-142
4/13/2016,6:00,3167,0,2236,1020,0,10,37,0,12,0,0,-148
4/13/2016,7:00,3083,0,2196,907,0,10,79,0,9,0,0,-117
4/13/2016,8:00,3270,0,2231,966,0,10,137,0,6,0,0,-79
4/13/2016,9:00,3412,0,2252,1107,0,10,189,0,3,0,0,-148
4/13/2016,10:00,3434,0,2151,1138,0,10,285,0,1,0,0,-150
4/13/2016,11:00,3413,0,2095,1071,0,10,324,0,0,0,0,-87
4/13/2016,12:00,3142,0,2067,912,0,10,259,0,0,0,0,-106
4/13/2016,13:00,3368,0,2066,1193,0,10,198,0,1,0,0,-100
4/13/2016,14:00,3409,0,2071,1259,0,10,151,0,3,0,0,-84
4/13/2016,15:00,3397,0,2133,1263,0,10,62,0,10,0,0,-80
4/13/2016,16:00,3423,0,2112,1336,0,10,19,0,12,0,0,-66
4/13/2016,17:00,3394,0,2109,1316,0,10,5,0,19,0,0,-65
4/13/2016,18:00,3435,0,2098,1374,0,10,1,0,6,0,0,-54
4/13/2016,19:00,3313,0,2131,1210,0,10,1,0,5,0,0,-43
4/13/2016,20:00,3176,0,2178,1006,0,10,1,0,5,0,0,-23
4/13/2016,21:00,3089,0,2170,930,0,10,1,0,2,0,0,-24
4/13/2016,22:00,3006,0,2154,946,0,10,1,0,4,0,0,-109
4/13/2016,23:00,2918,0,2100,922,0,10,1,0,21,0,0,-135
4/14/2016,0:00,2809,0,2033,871,0,10,1,0,24,0,0,-129
4/14/2016,1:00,2935,0,2054,944,0,10,1,0,26,0,0,-100
4/14/2016,2:00,3140,0,2074,1143,0,10,1,0,23,0,0,-111
4/14/2016,3:00,3247,0,2056,1263,0,10,1,0,19,0,0,-102
4/14/2016,4:00,3225,0,2036,1266,0,10,1,0,20,0,0,-107
4/14/2016,5:00,3117,0,1996,1219,0,10,3,0,21,0,0,-131
4/14/2016,6:00,3030,0,1940,1154,0,10,27,0,12,0,0,-113
4/14/2016,7:00,2985,0,1845,1240,0,10,82,0,8,0,-120,-80
4/14/2016,8:00,3212,0,1836,1247,0,10,159,0,3,0,-61,18
4/14/2016,9:00,3372,0,1901,1266,0,10,248,0,1,0,0,-54
4/14/2016,10:00,3380,0,1800,1266,0,10,287,0,1,0,0,17
4/14/2016,11:00,3429,0,1826,1218,0,10,338,0,0,0,0,37
4/14/2016,12:00,3202,0,1754,1082,0,10,342,0,1,0,0,13
4/14/2016,13:00,3381,0,1947,1088,0,10,310,0,2,0,0,25
4/14/2016,14:00,3390,0,1988,1085,0,10,278,0,6,0,0,23
4/14/2016,15:00,3331,0,1989,1106,0,10,185,0,16,0,0,25
4/14/2016,16:00,3337,0,2028,1250,0,10,66,0,19,0,0,-37
4/14/2016,17:00,3310,0,2030,1276,0,10,22,0,20,0,0,-48
4/14/2016,18:00,3383,0,2028,1375,0,10,1,0,15,0,0,-46
4/14/2016,19:00,3267,0,2028,1229,0,10,1,0,28,0,0,-29
4/14/2016,20:00,3143,0,2029,1066,0,10,1,0,29,0,0,9
4/14/2016,21:00,3034,0,1942,1039,0,10,1,0,42,0,0,0
4/14/2016,22:00,2969,0,1932,1072,0,10,0,0,25,0,0,-71
4/14/2016,23:00,2881,0,1878,1127,0,10,1,0,10,0,0,-144
4/15/2016,0:00,2804,0,1968,1110,0,10,1,0,13,0,0,-297
4/15/2016,1:00,2910,0,2070,1121,0,10,0,0,20,0,0,-312
4/15/2016,2:00,3140,0,2103,1226,0,10,0,0,43,0,0,-243
4/15/2016,3:00,3243,0,2089,1324,0,10,0,0,76,0,0,-257
4/15/2016,4:00,3223,0,2055,1291,0,10,1,0,84,0,0,-218
4/15/2016,5:00,3139,0,2017,1176,0,10,3,0,62,0,0,-129
4/15/2016,6:00,3082,0,2003,1147,0,10,28,0,38,0,0,-143
4/15/2016,7:00,3045,0,2008,1041,0,10,96,0,34,0,0,-144
4/15/2016,8:00,3242,0,2030,998,0,10,162,0,32,0,0,11
4/15/2016,9:00,3381,0,2032,1048,0,10,249,0,19,0,0,23
4/15/2016,10:00,3399,0,2009,1030,0,10,349,0,14,0,0,-12
4/15/2016,11:00,3414,0,1910,1074,0,10,398,0,18,0,0,5
4/15/2016,12:00,3172,0,1847,941,0,10,397,0,15,0,0,-38
4/15/2016,13:00,3313,0,1935,985,0,10,358,0,12,0,0,14
4/15/2016,14:00,3348,0,1942,1042,0,10,312,0,9,0,0,33
4/15/2016,15:00,3302,0,1985,1037,0,10,229,0,8,0,0,34
4/15/2016,16:00,3309,0,2035,1113,0,10,129,0,6,0,0,15
4/15/2016,17:00,3257,0,2030,1174,0,10,41,0,2,0,0,0
4/15/2016,18:00,3340,0,2030,1324,0,10,2,0,2,0,0,-27
4/15/2016,19:00,3304,0,2027,1266,0,10,0,0,3,0,0,-2
4/15/2016,20:00,3188,0,2031,1120,0,10,0,0,4,0,0,22
4/15/2016,21:00,3100,0,2026,1079,0,10,0,0,3,0,0,-18
4/15/2016,22:00,3024,0,2007,1093,0,10,0,0,4,0,0,-90
4/15/2016,23:00,2967,0,2003,1082,0,10,0,0,13,0,0,-141
4/16/2016,0:00,2873,0,2004,1000,0,10,0,0,15,0,0,-156
