※データは速報値であり、推計値などが含まれます,,,,,,,,,,,,,
※データは過去にさかのぼり修正する場合があります,,,,,,,,,,,,,
※四捨五入の関係で合計が合わないことがあります,,,,,,,,,,,,,
※例えば、0:00の実績値は、0時00分から1時00分までの1時間平均値を示します,,,,,,,,,,,,,
,,エリア需要,原子力,火力,水力,地熱,バイオマス,太陽光実績,太陽光抑制量,風力実績,風力抑制量,揚水,連系線
DATE,TIME,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh
2018/1/1,0:00,3154,0,2201,623,,9,0,0,104,0,0,216
2018/1/1,1:00,3226,0,2211,660,,9,0,0,107,0,0,239
2018/1/1,2:00,3368,0,2209,832,,9,0,0,98,0,0,219
2018/1/1,3:00,3425,0,2210,902,,9,0,0,82,0,0,223
2018/1/1,4:00,3351,0,2196,865,,9,0,0,89,0,0,192
2018/1/1,5:00,3135,0,2146,772,,9,0,0,84,0,0,124
2018/1/1,6:00,2876,0,2079,610,,9,0,0,88,0,0,91
2018/1/1,7:00,2718,0,2116,457,,9,8,0,84,0,0,44
2018/1/1,8:00,2752,0,2172,412,,9,44,0,79,0,0,35
2018/1/1,9:00,2797,0,2212,482,,9,81,0,67,0,0,-54
2018/1/1,10:00,2743,0,2156,466,,9,119,0,86,0,0,-93
2018/1/1,11:00,2695,0,2139,450,,9,121,0,101,0,0,-125
2018/1/1,12:00,2675,0,2188,418,,9,125,0,104,0,0,-169
2018/1/1,13:00,2609,0,2196,422,,9,107,0,105,0,-58,-172
2018/1/1,14:00,2597,0,2327,468,,9,61,0,105,0,-119,-254
2018/1/1,15:00,2633,0,2325,509,,9,33,0,104,0,-40,-306
2018/1/1,16:00,2789,0,2324,542,,9,3,0,98,0,0,-188
2018/1/1,17:00,2990,0,2324,695,,9,0,0,87,0,0,-126
2018/1/1,18:00,3011,0,2331,695,,9,0,0,85,0,0,-109
2018/1/1,19:00,2976,0,2411,607,,9,0,0,85,0,0,-136
2018/1/1,20:00,2964,0,2457,547,,9,0,0,75,0,0,-125
2018/1/1,21:00,2962,0,2460,571,,8,0,0,72,0,0,-148
2018/1/1,22:00,3013,0,2456,568,,8,0,0,77,0,0,-96
2018/1/1,23:00,3181,0,2560,623,,8,0,0,87,0,0,-96
2018/1/2,0:00,3174,0,2666,540,,7,0,0,88,0,0,-127
2018/1/2,1:00,3298,0,2745,569,,7,0,0,88,0,0,-111
2018/1/2,2:00,3457,0,2747,668,,7,0,0,85,0,0,-50
2018/1/2,3:00,3476,0,2749,726,,6,0,0,73,0,0,-78
2018/1/2,4:00,3367,0,2681,688,,6,0,0,63,0,0,-71
2018/1/2,5:00,3183,0,2623,587,,6,0,0,64,0,0,-97
2018/1/2,6:00,3008,0,2567,519,,6,0,0,59,0,0,-143
2018/1/2,7:00,2924,0,2607,516,,6,6,0,39,0,0,-250
2018/1/2,8:00,2998,0,2604,566,,6,37,0,16,0,0,-230
2018/1/2,9:00,3062,0,2499,685,,6,98,0,6,0,0,-232
2018/1/2,10:00,3004,0,2513,575,,6,125,0,5,0,0,-220
2018/1/2,11:00,2963,0,2496,473,,6,179,0,6,0,0,-196
2018/1/2,12:00,2857,0,2478,401,,6,243,0,6,0,0,-276
2018/1/2,13:00,2767,0,2439,466,,6,175,0,16,0,0,-335
2018/1/2,14:00,2764,0,2411,462,,6,118,0,67,0,0,-299
2018/1/2,15:00,2792,0,2411,539,,6,36,0,77,0,0,-277
2018/1/2,16:00,2926,0,2402,571,,6,4,0,102,0,0,-160
2018/1/2,17:00,3128,0,2404,850,,6,0,0,96,0,0,-228
2018/1/2,18:00,3129,0,2518,669,,6,0,0,112,0,0,-176
2018/1/2,19:00,3080,0,2607,486,,6,0,0,94,0,0,-113
2018/1/2,20:00,3049,0,2535,425,,6,0,0,84,0,0,-2
2018/1/2,21:00,3004,0,2510,493,,6,0,0,87,0,0,-92
2018/1/2,22:00,3038,0,2510,461,,6,0,0,84,0,0,-23
2018/1/2,23:00,3190,0,2558,532,,6,0,0,93,0,0,1
2018/1/3,0:00,3201,0,2642,520,,6,0,0,90,0,0,-57
2018/1/3,1:00,3300,0,2671,561,,6,0,0,92,0,0,-31
2018/1/3,2:00,3475,0,2666,801,,6,0,0,96,0,0,-94
2018/1/3,3:00,3566,0,2672,900,,6,0,0,96,0,0,-108
2018/1/3,4:00,3456,0,2671,824,,6,0,0,93,0,0,-137
2018/1/3,5:00,3260,0,2673,670,,6,0,0,90,0,0,-179
2018/1/3,6:00,3067,0,2666,613,,6,0,0,86,0,0,-304
2018/1/3,7:00,2970,0,2663,599,,6,9,0,80,0,0,-387
2018/1/3,8:00,3127,0,2683,715,,6,48,0,61,0,0,-385
2018/1/3,9:00,3288,0,2754,749,,6,127,0,70,0,0,-418
2018/1/3,10:00,3234,0,2715,638,,6,166,0,79,0,0,-370
2018/1/3,11:00,3129,0,2659,614,,6,163,0,89,0,0,-402
2018/1/3,12:00,3123,0,2661,611,,6,149,0,93,0,0,-396
2018/1/3,13:00,3021,0,2658,613,,6,122,0,88,0,0,-466
2018/1/3,14:00,2996,0,2658,564,,6,125,0,88,0,0,-445
2018/1/3,15:00,3022,0,2664,625,,6,51,0,86,0,0,-410
2018/1/3,16:00,3143,0,2700,617,,6,7,0,75,0,0,-261
2018/1/3,17:00,3410,0,2850,819,,6,0,0,68,0,0,-333
2018/1/3,18:00,3463,0,2934,795,,6,0,0,49,0,0,-321
2018/1/3,19:00,3433,0,3017,677,,6,0,0,45,0,0,-313
2018/1/3,20:00,3427,0,3045,804,,6,0,0,40,0,0,-468
2018/1/3,21:00,3380,0,3132,711,,6,0,0,33,0,0,-502
2018/1/3,22:00,3379,0,3270,560,,6,0,0,42,0,0,-498
2018/1/3,23:00,3532,0,3348,551,,6,0,0,42,0,0,-415
2018/1/4,0:00,3497,0,3185,389,,6,0,0,44,0,0,-126
2018/1/4,1:00,3583,0,3187,471,,6,0,0,32,0,0,-113
2018/1/4,2:00,3700,0,3168,622,,6,0,0,34,0,0,-129
2018/1/4,3:00,3717,0,3168,655,,6,0,0,37,0,0,-148
2018/1/4,4:00,3650,0,3093,719,,6,0,0,38,0,0,-205
2018/1/4,5:00,3535,0,3036,629,,6,0,0,41,0,0,-177
2018/1/4,6:00,3531,0,3021,617,,6,0,0,47,0,0,-160
2018/1/4,7:00,3521,0,3193,483,,6,4,0,45,0,0,-210
2018/1/4,8:00,3765,0,3263,537,,6,30,0,27,0,0,-98
2018/1/4,9:00,3915,0,3306,569,,6,125,0,17,0,0,-107
2018/1/4,10:00,3836,0,3263,489,,6,171,0,22,0,0,-116
2018/1/4,11:00,3725,0,3138,512,,6,156,0,33,0,0,-119
2018/1/4,12:00,3654,0,3184,482,,6,156,0,44,0,-117,-102
2018/1/4,13:00,3638,0,3091,465,,6,124,0,61,0,0,-109
2018/1/4,14:00,3652,0,3243,492,,6,71,0,63,0,0,-223
2018/1/4,15:00,3695,0,3250,597,,6,28,0,60,0,0,-246
2018/1/4,16:00,3850,0,3260,634,,6,4,0,44,0,0,-98
2018/1/4,17:00,4020,0,3309,787,,6,0,0,21,0,0,-103
2018/1/4,18:00,4005,0,3309,774,,6,0,0,15,0,0,-100
2018/1/4,19:00,3914,0,3161,842,,6,0,0,7,0,0,-102
2018/1/4,20:00,3803,0,3017,912,,6,0,0,1,0,0,-133
2018/1/4,21:00,3667,0,2956,816,,6,0,0,1,0,0,-111
2018/1/4,22:00,3586,0,2935,758,,6,0,0,0,0,0,-113
2018/1/4,23:00,3677,0,2967,830,,6,0,0,1,0,0,-126
2018/1/5,0:00,3617,0,3040,649,,6,0,0,1,0,0,-78
2018/1/5,1:00,3721,0,3141,653,,6,0,0,1,0,0,-79
2018/1/5,2:00,3859,0,3154,764,,6,0,0,1,0,0,-66
2018/1/5,3:00,3882,0,3133,786,,6,0,0,1,0,0,-44
2018/1/5,4:00,3807,0,3098,744,,6,0,0,1,0,0,-42
2018/1/5,5:00,3728,0,3120,620,,6,0,0,1,0,0,-19
2018/1/5,6:00,3801,0,3222,655,,6,0,0,1,0,0,-84
2018/1/5,7:00,3889,0,3412,587,,6,14,0,2,0,0,-131
2018/1/5,8:00,4200,0,3540,682,,6,71,0,1,0,0,-101
2018/1/5,9:00,4463,0,3496,922,,6,138,0,1,0,0,-99
2018/1/5,10:00,4437,0,3457,893,,6,181,0,0,0,0,-100
2018/1/5,11:00,4358,0,3396,881,,6,176,0,1,0,0,-101
2018/1/5,12:00,4118,0,3358,694,,6,163,0,0,0,0,-104
2018/1/5,13:00,4192,0,3389,779,,6,117,0,0,0,0,-99
2018/1/5,14:00,4168,0,3459,710,,6,85,0,1,0,0,-93
2018/1/5,15:00,4132,0,3506,651,,6,56,0,1,0,0,-89
2018/1/5,16:00,4189,0,3508,760,,6,13,0,1,0,0,-99
2018/1/5,17:00,4240,0,3500,840,,6,0,0,2,0,0,-108
2018/1/5,18:00,4191,0,3506,775,,6,0,0,2,0,0,-97
2018/1/5,19:00,4060,0,3445,833,,6,0,0,4,0,0,-228
2018/1/5,20:00,3916,0,3227,960,,6,0,0,4,0,0,-281
2018/1/5,21:00,3768,0,3161,863,,6,0,0,3,0,0,-265
2018/1/5,22:00,3765,0,3109,790,,6,0,0,4,0,0,-145
2018/1/5,23:00,3864,0,3101,866,,6,0,0,6,0,0,-116
2018/1/6,0:00,3798,0,3090,816,,6,0,0,7,0,0,-121
2018/1/6,1:00,3882,0,3093,894,,6,0,0,4,0,0,-115
2018/1/6,2:00,3999,0,3091,948,,6,0,0,3,0,0,-49
2018/1/6,3:00,3994,0,3094,882,,6,0,0,3,0,0,10
2018/1/6,4:00,3877,0,3092,835,,6,0,0,0,0,0,-57
2018/1/6,5:00,3737,0,3092,745,,6,0,0,1,0,0,-108
2018/1/6,6:00,3675,0,3192,606,,6,0,0,1,0,0,-129
2018/1/6,7:00,3717,0,3351,468,,6,15,0,4,0,0,-128
2018/1/6,8:00,4061,0,3504,555,,6,74,0,4,0,0,-82
2018/1/6,9:00,4232,0,3508,613,,6,170,0,7,0,0,-72
2018/1/6,10:00,4111,0,3419,471,,6,297,0,12,0,0,-94
2018/1/6,11:00,4023,0,3351,472,,6,231,0,19,0,0,-56
2018/1/6,12:00,3875,0,3312,522,,6,127,0,44,0,-78,-56
2018/1/6,13:00,3986,0,3367,579,,6,61,0,57,0,0,-83
2018/1/6,14:00,4020,0,3420,556,,6,55,0,84,0,0,-100
2018/1/6,15:00,4012,0,3517,455,,6,51,0,108,0,0,-125
2018/1/6,16:00,4034,0,3504,522,,6,9,0,104,0,0,-111
2018/1/6,17:00,4082,0,3509,612,,6,0,0,85,0,0,-129
2018/1/6,18:00,4027,0,3507,561,,6,0,0,81,0,0,-128
2018/1/6,19:00,3929,0,3474,568,,6,0,0,70,0,0,-189
2018/1/6,20:00,3806,0,3223,820,,6,0,0,62,0,0,-305
2018/1/6,21:00,3682,0,3167,578,,6,0,0,63,0,0,-132
2018/1/6,22:00,3670,0,3172,542,,6,0,0,58,0,0,-108
2018/1/6,23:00,3765,0,3169,608,,6,0,0,60,0,0,-78
2018/1/7,0:00,3697,0,3161,619,,6,0,0,50,0,0,-139
2018/1/7,1:00,3802,0,3161,704,,6,0,0,60,0,0,-129
2018/1/7,2:00,3952,0,3169,881,,6,0,0,54,0,0,-158
2018/1/7,3:00,3934,0,3112,921,,6,0,0,45,0,0,-150
2018/1/7,4:00,3828,0,3104,836,,6,0,0,35,0,0,-153
2018/1/7,5:00,3607,0,3095,655,,6,0,0,23,0,0,-171
2018/1/7,6:00,3424,0,3096,499,,6,0,0,12,0,0,-189
2018/1/7,7:00,3323,0,3087,472,,6,13,0,6,0,0,-262
2018/1/7,8:00,3403,0,3072,445,,6,60,0,3,0,0,-182
2018/1/7,9:00,3459,0,3046,481,,6,96,0,1,0,0,-171
2018/1/7,10:00,3440,0,2907,544,,6,170,0,2,0,0,-188
2018/1/7,11:00,3344,0,2819,470,,6,226,0,2,0,0,-179
2018/1/7,12:00,3281,0,2704,455,,6,281,0,1,0,0,-166
2018/1/7,13:00,3162,0,2508,435,,6,274,0,0,0,0,-62
2018/1/7,14:00,3067,0,2447,574,,6,174,0,0,0,0,-134
2018/1/7,15:00,3123,0,2755,455,,6,80,0,0,0,0,-173
2018/1/7,16:00,3280,0,2914,512,,6,10,0,0,0,0,-162
2018/1/7,17:00,3564,0,2896,944,,6,0,0,2,0,0,-284
2018/1/7,18:00,3627,0,2953,945,,6,0,0,4,0,0,-281
2018/1/7,19:00,3597,0,3020,857,,6,0,0,8,0,0,-295
2018/1/7,20:00,3510,0,3017,770,,6,0,0,8,0,0,-291
2018/1/7,21:00,3437,0,3025,527,,6,0,0,4,0,0,-126
2018/1/7,22:00,3417,0,3026,587,,6,0,0,3,0,0,-204
2018/1/7,23:00,3576,0,3029,704,,6,0,0,7,0,0,-170
2018/1/8,0:00,3535,0,3027,582,,6,0,0,8,0,0,-88
2018/1/8,1:00,3650,0,3028,681,,6,0,0,13,0,0,-78
2018/1/8,2:00,3812,0,3021,850,,6,0,0,24,0,0,-88
2018/1/8,3:00,3841,0,3083,833,,6,0,0,28,0,0,-110
2018/1/8,4:00,3712,0,3112,685,,6,0,0,22,0,0,-113
2018/1/8,5:00,3541,0,3142,483,,6,0,0,19,0,0,-109
2018/1/8,6:00,3422,0,3132,424,,6,0,0,16,0,0,-156
2018/1/8,7:00,3421,0,3199,401,,6,6,0,17,0,0,-207
2018/1/8,8:00,3697,0,3324,507,,6,24,0,39,0,0,-203
2018/1/8,9:00,3899,0,3260,783,,6,50,0,39,0,0,-239
2018/1/8,10:00,3896,0,3261,759,,6,87,0,34,0,0,-251
2018/1/8,11:00,3819,0,3257,613,,6,132,0,37,0,0,-226
2018/1/8,12:00,3682,0,3266,510,,6,63,0,40,0,0,-202
2018/1/8,13:00,3708,0,3259,483,,6,60,0,41,0,0,-141
2018/1/8,14:00,3673,0,3265,447,,6,39,0,33,0,0,-117
2018/1/8,15:00,3643,0,3264,476,,6,13,0,17,0,0,-132
2018/1/8,16:00,3783,0,3239,747,,6,1,0,12,0,0,-222
2018/1/8,17:00,3917,0,3152,1035,,6,0,0,11,0,0,-287
2018/1/8,18:00,3881,0,3152,1011,,6,0,0,19,0,0,-307
2018/1/8,19:00,3763,0,3149,699,,6,0,0,34,0,0,-126
2018/1/8,20:00,3658,0,3054,684,,6,0,0,42,0,0,-128
2018/1/8,21:00,3540,0,3050,584,,6,0,0,31,0,0,-131
2018/1/8,22:00,3434,0,3015,520,,6,0,0,38,0,0,-145
2018/1/8,23:00,3437,0,2926,596,,6,0,0,40,0,0,-131
2018/1/9,0:00,3397,0,2892,573,,6,0,0,68,0,0,-142
2018/1/9,1:00,3542,0,2898,635,,6,0,0,93,0,0,-89
2018/1/9,2:00,3739,0,2901,788,,6,0,0,101,0,0,-57
2018/1/9,3:00,3840,0,2900,863,,6,0,0,114,0,0,-43
2018/1/9,4:00,3824,0,2961,818,,6,1,0,121,0,0,-83
2018/1/9,5:00,3730,0,2952,817,,6,1,0,115,0,0,-161
2018/1/9,6:00,3721,0,3042,807,,6,0,0,105,0,0,-239
2018/1/9,7:00,3763,0,2991,846,,6,1,0,107,0,0,-188
2018/1/9,8:00,4153,0,3108,1042,,6,8,0,114,0,0,-126
2018/1/9,9:00,4442,0,3275,1077,,6,20,0,111,0,0,-46
2018/1/9,10:00,4466,0,3276,983,,6,49,0,110,0,0,42
2018/1/9,11:00,4452,0,3275,1043,,6,65,0,106,0,0,-43
2018/1/9,12:00,4270,0,3275,824,,6,58,0,88,0,0,19
2018/1/9,13:00,4505,0,3273,1026,,7,60,0,78,0,0,62
2018/1/9,14:00,4532,0,3281,1010,,7,72,0,79,0,0,84
2018/1/9,15:00,4501,0,3278,1076,,7,46,0,95,0,0,1
2018/1/9,16:00,4623,0,3273,1324,,7,8,0,117,0,0,-105
2018/1/9,17:00,4657,0,3275,1331,,6,0,0,118,0,0,-73
2018/1/9,18:00,4553,0,3274,1278,,6,0,0,99,0,0,-104
2018/1/9,19:00,4408,0,3216,1167,,6,0,0,106,0,0,-87
2018/1/9,20:00,4277,0,3175,1081,,6,0,0,89,0,0,-75
