単位[MWh],,,,,,,,,,,,,,
,,,供給力,,,,,,,,,,,
月日,時刻,エリア需要,原子力,火力,水力,地熱,バイオマス,太陽光実績,太陽光抑制量,風力実績,風力抑制量,揚水,連系線,供給力合計
,,,,,,,,,,,,,,
2019/7/1,0時,2466,0,2084,367,0,17,0,0,187,0,27,-216,2466
,1時,2513,0,2099,373,0,17,0,0,182,0,26,-184,2513
,2時,2614,0,1990,380,0,17,0,0,187,0,28,12,2614
,3時,2777,0,2053,453,0,17,0,0,194,0,26,34,2777
,4時,2728,0,1994,482,0,17,9,0,188,0,25,13,2728
,5時,2690,0,2165,443,0,17,72,0,180,0,30,-217,2690
,6時,2709,0,2186,433,0,17,137,0,164,0,26,-254,2709
,7時,2855,0,2266,389,0,17,246,0,163,0,27,-252,2855
,8時,3116,0,2443,350,0,17,323,0,151,0,4,-172,3116
,9時,3289,0,2531,319,0,17,375,0,136,0,33,-122,3289
,10時,3362,0,2633,303,0,17,455,0,137,0,15,-197,3362
,11時,3395,0,2617,309,0,17,506,0,132,0,0,-187,3395
,12時,3317,0,2602,288,0,17,511,0,124,0,32,-257,3317
,13時,3418,0,2644,297,0,17,423,0,112,0,17,-92,3418
,14時,3398,0,2697,316,0,17,269,0,105,0,0,-5,3398
,15時,3371,0,2653,345,0,17,182,0,99,0,0,75,3371
,16時,3417,0,2630,458,0,17,104,0,105,0,20,83,3417
,17時,3338,0,2495,517,0,17,66,0,103,0,41,99,3338
,18時,3324,0,2503,521,0,17,15,0,99,0,65,104,3324
,19時,3357,0,2602,516,0,17,0,0,87,0,26,109,3357
,20時,3192,0,2583,402,0,17,0,0,85,0,10,95,3192
,21時,3008,0,2468,366,0,17,0,0,64,0,0,93,3008
,22時,2844,0,2291,362,0,17,0,0,62,0,27,85,2844
,23時,2743,0,2216,370,0,17,0,0,48,0,25,67,2743
2019/7/2,0時,2596,0,2117,345,0,17,0,0,27,0,25,65,2596
,1時,2605,0,2125,353,0,17,0,0,19,0,27,64,2605
,2時,2713,0,2231,351,0,17,0,0,23,0,26,65,2713
,3時,2841,0,2293,410,0,17,0,0,22,0,18,81,2841
,4時,2812,0,2252,428,0,17,8,0,25,0,0,82,2812
,5時,2739,0,2102,430,0,17,72,0,29,0,0,89,2739
,6時,2811,0,2089,424,0,17,160,0,35,0,0,86,2811
,7時,2942,0,2225,377,0,17,221,0,31,0,0,71,2942
,8時,3296,0,2481,350,0,17,309,0,34,0,22,83,3296
,9時,3434,0,2600,333,0,17,360,0,33,0,0,91,3434
