単位[MWh],,,,,,,,,,,,,,
,,,供給力,,,,,,,,,,,
月日,時刻,エリア需要,原子力,火力,水力,地熱,バイオマス,太陽光実績,太陽光抑制量,風力実績,風力抑制量,揚水,連系線,供給力合計
,,,,,,,,,,,,,,
2017/7/1,0時,2692,0,1858,545,0,5,0,0,128,0,25,131,2692
,1時,2667,0,1827,553,0,5,0,0,125,0,14,143,2667
,2時,2761,0,1888,607,0,5,0,0,115,0,0,146,2761
,3時,2887,0,1982,635,0,5,0,0,115,0,0,150,2887
,4時,2835,0,1986,575,0,5,8,0,111,0,0,150,2835
,5時,2710,0,1833,544,0,5,78,0,116,0,0,134,2710
,6時,2656,0,1650,537,0,5,212,0,112,0,0,140,2656
,7時,2791,0,1691,527,0,5,351,0,91,0,0,126,2791
,8時,3004,0,1706,560,0,5,522,0,77,0,0,134,3004
,9時,3184,0,1729,581,0,5,662,0,64,0,0,144,3184
,10時,3253,0,1687,577,0,5,763,0,67,0,0,155,3253
,11時,3340,0,1753,562,0,5,787,0,81,0,0,153,3340
,12時,3201,0,1739,486,0,5,726,0,78,0,0,167,3201
,13時,3314,0,1867,562,0,5,632,0,73,0,11,164,3314
,14時,3357,0,1905,613,0,5,501,0,75,0,85,174,3357
,15時,3372,0,1983,652,0,5,327,0,59,0,171,175,3372
,16時,3441,0,2079,677,0,5,182,0,35,0,285,179,3441
,17時,3429,0,2268,750,0,5,77,0,35,0,126,168,3429
,18時,3424,0,2349,772,0,5,11,0,33,0,67,187,3424
,19時,3485,0,2405,774,0,5,0,0,37,0,84,180,3485
,20時,3385,0,2437,685,0,5,0,0,41,0,43,175,3385
,21時,3183,0,2352,611,0,5,0,0,38,0,10,167,3183
,22時,2973,0,2201,599,0,5,0,0,26,0,0,142,2973
,23時,2866,0,2103,587,0,5,0,0,32,0,4,135,2866
2017/7/2,0時,2700,0,1962,545,0,5,0,0,22,0,26,140,2700
,1時,2667,0,1933,545,0,5,0,0,17,0,25,143,2667
,2時,2798,0,2008,617,0,5,0,0,22,0,16,131,2798
,3時,2883,0,2072,630,0,5,0,0,30,0,0,147,2883
,4時,2830,0,2060,570,0,5,10,0,52,0,0,134,2830
,5時,2659,0,1937,544,0,5,66,0,46,0,-72,133,2659
,6時,2555,0,1863,544,0,5,141,0,44,0,-176,133,2555
,7時,2629,0,1817,545,0,5,259,0,39,0,-176,141,2629
,8時,2763,0,1802,562,0,5,389,0,40,0,-182,147,2763
,9時,2987,0,1953,585,0,5,444,0,51,0,-202,152,2987
