単位[MWh],,,,,,,,,,,,,,
,,,供給力,,,,,,,,,,,
月日,時刻,エリア需要,原子力,火力,水力,地熱,バイオマス,太陽光実績,太陽光抑制量,風力実績,風力抑制量,揚水,連系線,供給力合計
,,,,,,,,,,,,,,
2020/1/1,0時,4205,0,3169,224,15,22,0,0,350,0,33,392,4205
,1時,4290,0,3186,236,14,22,0,0,347,0,85,400,4290
,2時,4418,0,3190,278,14,22,0,0,348,0,158,408,4418
,3時,4466,0,3179,344,15,22,0,0,359,0,137,409,4466
,4時,4460,0,3167,398,14,22,0,0,360,0,95,404,4460
,5時,4332,0,3101,412,14,22,0,0,357,0,44,382,4332
,6時,4178,0,3078,322,15,22,0,0,344,0,29,367,4178
,7時,3883,0,2875,229,14,22,31,0,336,0,29,347,3883
,8時,3741,0,2618,147,14,22,234,0,337,0,25,344,3741
,9時,3600,0,2370,131,14,22,447,0,340,0,-36,311,3600
,10時,3483,0,2354,134,15,22,562,0,337,0,-191,249,3483
,11時,3376,0,2255,151,14,22,571,0,334,0,-224,252,3376
,12時,3258,0,2206,117,16,22,565,0,337,0,-230,225,3258
,13時,3276,0,2263,129,15,22,482,0,337,0,-231,259,3276
,14時,3377,0,2356,146,16,22,273,0,346,0,-121,339,3377
,15時,3594,0,2598,186,15,22,57,0,333,0,31,352,3594
,16時,3760,0,2748,271,15,22,0,0,324,0,28,352,3760
,17時,3925,0,2845,327,16,22,0,0,312,0,31,371,3925
,18時,3940,0,2842,350,15,22,0,0,312,0,32,367,3940
,19時,3917,0,2910,255,15,22,0,0,322,0,30,363,3917
,20時,3953,0,2983,214,16,22,0,0,319,0,30,369,3953
,21時,3968,0,3026,173,15,22,0,0,315,0,32,385,3968
,22時,3825,0,2916,165,15,22,0,0,306,0,29,372,3825
,23時,3981,0,3047,168,16,22,0,0,319,0,30,379,3981
2020/1/2,0時,3915,0,2998,142,14,22,0,0,330,0,33,376,3915
,1時,4068,0,3098,175,14,22,0,0,335,0,31,393,4068
,2時,4207,0,3204,207,14,22,0,0,343,0,31,386,4207
,3時,4289,0,3218,275,15,22,0,0,344,0,31,384,4289
,4時,4307,0,3165,340,14,22,0,0,343,0,30,392,4307
,5時,4233,0,3075,372,14,22,0,0,342,0,32,376,4233
,6時,4172,0,3119,281,15,22,0,0,337,0,43,355,4172
,7時,3883,0,2905,210,14,22,40,0,332,0,28,332,3883
,8時,3769,0,2626,143,14,22,268,0,323,0,26,347,3769
,9時,3644,0,2375,134,15,22,474,0,322,0,18,284,3644
