,,,,,,,ëæózåı,ëæózåı,ïóóÕ,ïóóÕ,,
DATE_TIME,ÉGÉäÉAé˘óvÅkMWhÅl,å¥éqóÕÅkMWhÅl,âŒóÕÅkMWhÅl,êÖóÕÅkMWhÅl,ínîMÅkMWhÅl,ÉoÉCÉIÉ}ÉXÅkMWhÅl,é¿ê—ÅkMWhÅl,ó}êßó ÅkMWhÅl,é¿ê—ÅkMWhÅl,ó}êßó ÅkMWhÅl,ógêÖÅkMWhÅl,òAånê¸ÅkMWhÅl
2016/7/1 0:00,8098,1773,7039,1225,141,19,0,0,50,0,-325,-1824
2016/7/1 1:00,7944,1771,6800,1289,141,19,0,0,39,0,-475,-1640
2016/7/1 2:00,8102,1772,6942,1238,141,19,0,0,29,0,-251,-1788
2016/7/1 3:00,8488,1768,7110,1243,141,19,0,0,26,0,-107,-1712
2016/7/1 4:00,8858,1770,6923,1277,141,19,0,0,28,0,0,-1300
2016/7/1 5:00,8821,1773,7025,1263,141,19,25,0,31,0,0,-1456
2016/7/1 6:00,8732,1773,6852,1222,141,19,331,0,30,0,-220,-1416
2016/7/1 7:00,8942,1774,6738,1246,141,19,942,0,32,0,-386,-1564
2016/7/1 8:00,9831,1772,7052,1179,141,20,1561,0,33,0,-15,-1912
2016/7/1 9:00,10811,1769,7227,1223,141,20,2205,0,34,0,0,-1808
2016/7/1 10:00,11648,1770,7216,1224,141,20,3017,0,36,0,0,-1776
2016/7/1 11:00,12137,1769,7451,1224,141,20,3345,0,59,0,0,-1872
2016/7/1 12:00,12006,1768,7384,1197,141,20,3405,0,71,0,0,-1980
2016/7/1 13:00,12415,1771,7960,1306,141,20,2951,0,74,0,20,-1828
2016/7/1 14:00,12475,1773,8844,1433,141,20,2202,0,77,0,181,-2196
2016/7/1 15:00,12267,1770,9734,1335,141,20,1462,0,82,0,247,-2524
2016/7/1 16:00,12533,1763,9661,1602,141,20,1012,0,83,0,95,-1844
2016/7/1 17:00,11986,1761,9569,1325,141,20,487,0,89,0,98,-1504
2016/7/1 18:00,11916,1757,9611,1312,141,20,151,0,95,0,397,-1568
2016/7/1 19:00,11892,1758,9336,1347,141,20,4,0,104,0,742,-1560
2016/7/1 20:00,11407,1766,8841,1317,141,20,0,0,116,0,850,-1644
2016/7/1 21:00,10788,1765,8435,1309,141,20,0,0,122,0,536,-1540
2016/7/1 22:00,10265,1766,8083,1307,141,20,0,0,131,0,337,-1520
2016/7/1 23:00,9467,1768,7650,1297,141,20,0,0,144,0,11,-1564
2016/7/2 0:00,8691,1766,7179,1271,140,19,0,0,152,0,0,-1836
2016/7/2 1:00,8408,1765,6969,1321,140,19,0,0,154,0,0,-1960
2016/7/2 2:00,8569,1769,6957,1377,140,19,0,0,155,0,0,-1848
2016/7/2 3:00,8978,1769,7264,1451,140,19,0,0,163,0,0,-1828
2016/7/2 4:00,9129,1765,7405,1368,140,19,0,0,164,0,0,-1732
2016/7/2 5:00,8877,1767,7037,1304,140,19,14,0,160,0,0,-1564
2016/7/2 6:00,8834,1773,7039,1327,140,19,205,0,163,0,0,-1832
2016/7/2 7:00,9072,1773,6943,1319,140,19,738,0,164,0,0,-2024
2016/7/2 8:00,9716,1768,7055,1298,140,19,1321,0,151,0,0,-2036
2016/7/2 9:00,10711,1766,7150,1303,140,19,2118,0,151,0,0,-1936
2016/7/2 10:00,11344,1759,7215,1312,140,19,2722,0,149,0,0,-1972
2016/7/2 11:00,11685,1756,7239,1311,140,19,2897,0,147,0,0,-1824
2016/7/2 12:00,11403,1757,6769,1281,140,19,2868,0,141,0,0,-1572
2016/7/2 13:00,11641,1760,7121,1288,140,19,2688,0,137,0,0,-1512
2016/7/2 14:00,11725,1760,7384,1307,140,19,2499,0,140,0,0,-1524
2016/7/2 15:00,11554,1763,7792,1300,140,19,1830,0,141,0,101,-1532
2016/7/2 16:00,11639,1755,8166,1316,140,19,1210,0,145,0,516,-1628
2016/7/2 17:00,11514,1756,8434,1334,140,20,540,0,134,0,1000,-1844
2016/7/2 18:00,11446,1764,8468,1292,140,20,155,0,141,0,1130,-1664
2016/7/2 19:00,11458,1763,8637,1364,140,20,9,0,137,0,1020,-1632
2016/7/2 20:00,11192,1768,8604,1281,140,20,0,0,128,0,571,-1320
2016/7/2 21:00,10588,1763,8443,1274,140,20,0,0,118,0,162,-1332
2016/7/2 22:00,10098,1761,8074,1259,140,20,0,0,133,0,15,-1304
2016/7/2 23:00,9471,1761,7764,1324,140,20,0,0,138,0,0,-1676
2016/7/3 0:00,8806,1760,7004,1419,138,20,0,0,145,0,0,-1680
2016/7/3 1:00,8377,1758,6936,1317,138,20,0,0,136,0,0,-1928
2016/7/3 2:00,8325,1763,6811,1306,138,20,0,0,131,0,0,-1844
2016/7/3 3:00,8689,1763,7110,1313,138,20,0,0,129,0,0,-1784
2016/7/3 4:00,8883,1764,7370,1303,138,20,0,0,112,0,0,-1824
2016/7/3 5:00,8660,1764,7027,1319,138,20,14,0,102,0,0,-1724
2016/7/3 6:00,8526,1766,6621,1318,138,20,318,0,81,0,-28,-1708
2016/7/3 7:00,8883,1767,6897,1311,138,20,975,0,65,0,-386,-1904
2016/7/3 8:00,9279,1764,6915,1258,138,20,1580,0,71,0,-587,-1880
2016/7/3 9:00,10303,1760,7099,1260,138,20,2326,0,56,0,-504,-1852
2016/7/3 10:00,10855,1762,8053,1265,138,20,2765,0,67,0,-959,-2256
