,,,,,,,ëæózåı,ëæózåı,ïóóÕ,ïóóÕ,,
DATE_TIME,ÉGÉäÉAé˘óvÅkMWhÅl,å¥éqóÕÅkMWhÅl,âŒóÕÅkMWhÅl,êÖóÕÅkMWhÅl,ínîMÅkMWhÅl,ÉoÉCÉIÉ}ÉXÅkMWhÅl,é¿ê—ÅkMWhÅl,ó}êßó ÅkMWhÅl,é¿ê—ÅkMWhÅl,ó}êßó ÅkMWhÅl,ógêÖÅkMWhÅl,òAånê¸ÅkMWhÅl
2017/10/1 0:00,6804,1776,5324,431,146,19,0,0,58,0,-60,-890
2017/10/1 1:00,6700,1779,5237,468,146,19,0,0,58,0,-243,-764
2017/10/1 2:00,6922,1778,5348,414,146,20,0,0,52,0,-60,-776
2017/10/1 3:00,7417,1778,5869,419,146,20,0,0,43,0,0,-858
2017/10/1 4:00,7842,1777,6254,502,146,20,0,0,51,0,0,-908
2017/10/1 5:00,7799,1777,6266,475,146,20,0,0,61,0,0,-946
2017/10/1 6:00,7388,1776,5575,498,146,20,100,0,73,0,0,-800
2017/10/1 7:00,7215,1777,4757,512,146,20,739,0,74,0,0,-810
2017/10/1 8:00,7211,1777,4126,376,146,20,1783,0,74,0,-369,-722
2017/10/1 9:00,7544,1776,4226,379,146,20,3093,0,71,0,-1285,-882
2017/10/1 10:00,7891,1775,4181,389,146,20,3505,0,53,0,-1272,-906
2017/10/1 11:00,7863,1776,4345,460,146,20,3411,0,48,0,-1107,-1236
2017/10/1 12:00,8029,1774,4548,433,146,20,3178,0,49,0,-921,-1198
2017/10/1 13:00,7921,1776,4715,466,146,20,2512,0,57,0,-675,-1096
2017/10/1 14:00,7883,1776,5302,459,146,20,1772,0,62,0,-692,-962
2017/10/1 15:00,7955,1774,5555,463,146,20,1164,0,79,0,-290,-956
2017/10/1 16:00,8238,1769,6214,476,146,20,593,0,94,0,0,-1074
2017/10/1 17:00,8694,1770,6869,571,146,20,152,0,88,0,48,-970
2017/10/1 18:00,9203,1769,6969,865,146,20,0,0,97,0,297,-960
2017/10/1 19:00,9040,1778,7046,786,146,20,0,0,109,0,159,-1004
2017/10/1 20:00,8654,1776,6992,619,146,20,0,0,108,0,59,-1066
2017/10/1 21:00,8170,1777,6741,536,146,20,0,0,116,0,0,-1166
2017/10/1 22:00,7670,1778,6245,429,146,20,0,0,128,0,0,-1076
2017/10/1 23:00,7269,1775,5995,389,146,20,0,0,123,0,-243,-936
2017/10/2 0:00,6835,1778,5847,483,145,23,0,0,115,0,-650,-906
2017/10/2 1:00,6733,1775,5669,482,145,23,0,0,115,0,-666,-810
2017/10/2 2:00,7001,1778,5875,406,145,23,0,0,112,0,-508,-830
2017/10/2 3:00,7537,1777,5984,500,145,23,0,0,118,0,-218,-792
2017/10/2 4:00,8008,1777,6145,661,145,23,0,0,145,0,0,-888
2017/10/2 5:00,8107,1777,6237,631,135,23,0,0,150,0,0,-846
2017/10/2 6:00,8194,1778,6346,502,104,23,19,0,146,0,0,-724
2017/10/2 7:00,8564,1777,6782,427,104,23,176,0,149,0,0,-874
2017/10/2 8:00,9242,1776,7145,455,104,23,467,0,150,0,0,-878
2017/10/2 9:00,9985,1776,7552,607,104,23,657,0,146,0,0,-880
2017/10/2 10:00,10312,1774,7746,744,104,23,773,0,136,0,0,-988
2017/10/2 11:00,10473,1773,7942,699,104,23,790,0,132,0,0,-990
2017/10/2 12:00,10049,1771,8055,497,104,23,601,0,126,0,0,-1128
2017/10/2 13:00,10420,1773,8097,614,104,24,416,0,133,0,153,-894
2017/10/2 14:00,10555,1773,8135,685,104,24,401,0,121,0,210,-898
2017/10/2 15:00,10552,1775,8184,770,104,24,327,0,91,0,149,-872
2017/10/2 16:00,10587,1775,8152,832,104,24,182,0,83,0,257,-822
2017/10/2 17:00,10612,1766,8168,836,104,24,40,0,79,0,503,-908
2017/10/2 18:00,10748,1768,8113,996,104,24,0,0,77,0,506,-840
2017/10/2 19:00,10258,1769,8090,969,104,24,0,0,68,0,136,-902
2017/10/2 20:00,9692,1773,7980,740,104,24,0,0,71,0,0,-1000
2017/10/2 21:00,9263,1773,7783,596,104,24,0,0,83,0,0,-1100
2017/10/2 22:00,8841,1768,7504,507,104,24,0,0,80,0,0,-1146
2017/10/2 23:00,8328,1770,6936,500,104,24,0,0,76,0,0,-1082
2017/10/3 0:00,7780,1767,6454,527,107,22,0,0,65,0,0,-1162
2017/10/3 1:00,7646,1769,6086,569,107,22,0,0,69,0,0,-976
2017/10/3 2:00,7829,1770,6419,521,107,22,0,0,64,0,0,-1074
2017/10/3 3:00,8339,1772,6908,792,107,22,0,0,54,0,0,-1316
2017/10/3 4:00,8683,1773,6970,766,107,22,0,0,51,0,0,-1006
2017/10/3 5:00,8731,1773,7026,749,107,22,0,0,46,0,0,-992
2017/10/3 6:00,8782,1773,7412,710,107,22,33,0,51,0,0,-1326
2017/10/3 7:00,9046,1773,7634,607,107,23,374,0,48,0,0,-1520
2017/10/3 8:00,9676,1773,7786,529,98,23,1069,0,48,0,0,-1650
2017/10/3 9:00,10346,1772,8067,643,86,23,1810,0,53,0,18,-2126
2017/10/3 10:00,10711,1772,7450,661,86,23,2689,0,68,0,0,-2038
2017/10/3 11:00,10826,1771,6745,624,86,23,3539,0,84,0,0,-2046
2017/10/3 12:00,10707,1772,6241,436,83,23,4202,0,84,0,0,-2134
2017/10/3 13:00,11295,1772,6832,452,86,23,3903,0,89,0,98,-1960
2017/10/3 14:00,11278,1773,7201,516,86,23,3462,0,87,0,0,-1870
2017/10/3 15:00,10922,1775,7695,511,86,23,2327,0,91,0,0,-1586
2017/10/3 16:00,10870,1766,7803,690,86,23,1227,0,99,0,0,-824
2017/10/3 17:00,10612,1769,8104,865,86,23,242,0,108,0,227,-812
2017/10/3 18:00,10785,1770,8093,996,97,23,0,0,107,0,577,-878
2017/10/3 19:00,10360,1775,8135,890,120,23,0,0,111,0,218,-912
2017/10/3 20:00,9743,1774,7837,820,126,23,0,0,107,0,0,-944
2017/10/3 21:00,9252,1776,7707,643,126,23,0,0,87,0,0,-1110
2017/10/3 22:00,8805,1776,7546,521,126,23,0,0,65,0,0,-1252
2017/10/3 23:00,8237,1774,7016,476,126,23,0,0,54,0,0,-1232
2017/10/4 0:00,7658,1774,6156,495,127,23,0,0,49,0,0,-966
2017/10/4 1:00,7507,1773,5892,529,127,23,0,0,35,0,0,-872
2017/10/4 2:00,7766,1776,6158,527,127,23,0,0,45,0,0,-890
2017/10/4 3:00,8210,1777,6483,672,127,23,0,0,54,0,0,-926
2017/10/4 4:00,8571,1776,6694,785,127,23,0,0,56,0,0,-890
2017/10/4 5:00,8585,1778,6590,844,127,23,0,0,65,0,0,-842
2017/10/4 6:00,8562,1777,6478,806,127,23,52,0,81,0,0,-782
2017/10/4 7:00,8637,1777,6510,604,127,23,655,0,81,0,0,-1140
2017/10/4 8:00,8914,1777,6107,534,127,23,1920,0,80,0,0,-1654
2017/10/4 9:00,9605,1756,5801,570,126,23,3283,0,78,0,-156,-1876
2017/10/4 10:00,9951,1705,5919,560,126,23,4305,0,78,0,-875,-1890
2017/10/4 11:00,10213,1718,5811,536,126,23,4960,0,77,0,-1262,-1776
2017/10/4 12:00,9952,1741,5532,408,126,23,5055,0,76,0,-1455,-1554
2017/10/4 13:00,10062,1764,5917,414,126,23,4436,0,76,0,-1128,-1566
2017/10/4 14:00,10273,1775,5985,478,126,23,3765,0,92,0,-349,-1622
2017/10/4 15:00,10176,1777,6697,591,126,23,2712,0,98,0,0,-1848
2017/10/4 16:00,10072,1776,7335,688,126,23,1322,0,110,0,60,-1368
2017/10/4 17:00,9929,1768,7497,804,126,24,269,0,119,0,232,-910
2017/10/4 18:00,10209,1770,7467,1017,126,24,0,0,119,0,608,-922
2017/10/4 19:00,9825,1770,7509,857,126,24,0,0,119,0,438,-1018
2017/10/4 20:00,9301,1774,7443,828,100,24,0,0,120,0,134,-1122
2017/10/4 21:00,8879,1776,7429,760,91,24,0,0,117,0,0,-1318
2017/10/4 22:00,8480,1776,7209,523,91,24,0,0,117,0,0,-1260
2017/10/4 23:00,7930,1775,6731,470,91,24,0,0,119,0,0,-1280
2017/10/5 0:00,7388,1775,5997,449,94,23,0,0,108,0,0,-1058
2017/10/5 1:00,7287,1774,5653,510,94,23,0,0,103,0,0,-870
2017/10/5 2:00,7491,1775,5986,464,94,23,0,0,97,0,0,-948
2017/10/5 3:00,8022,1778,6393,572,94,23,0,0,94,0,0,-932
2017/10/5 4:00,8398,1776,6573,758,94,23,0,0,88,0,0,-914
2017/10/5 5:00,8535,1778,6736,815,94,23,0,0,95,0,0,-1006
2017/10/5 6:00,8518,1779,6820,732,94,23,50,0,96,0,0,-1076
2017/10/5 7:00,8458,1777,6629,486,94,23,538,0,95,0,0,-1184
2017/10/5 8:00,8831,1779,6627,503,94,23,1429,0,78,0,0,-1702
2017/10/5 9:00,9387,1778,6128,556,95,23,2757,0,68,0,-24,-1994
2017/10/5 10:00,9819,1777,5657,487,95,23,4443,0,60,0,-837,-1886
2017/10/5 11:00,10073,1777,5317,508,95,23,5071,0,49,0,-791,-1976
2017/10/5 12:00,9816,1775,5317,429,95,23,4803,0,44,0,-710,-1960
2017/10/5 13:00,10404,1772,6155,550,95,23,3704,0,39,0,0,-1934
2017/10/5 14:00,10245,1773,6572,466,95,23,2762,0,36,0,0,-1482
2017/10/5 15:00,10092,1775,7034,537,95,23,1752,0,42,0,60,-1226
2017/10/5 16:00,10155,1768,7711,666,95,23,615,0,49,0,124,-896
2017/10/5 17:00,10190,1768,7746,822,95,23,89,0,66,0,455,-874
2017/10/5 18:00,10423,1769,7708,991,95,23,0,0,81,0,660,-904
2017/10/5 19:00,9940,1775,7799,965,95,23,0,0,72,0,219,-1008
2017/10/5 20:00,9400,1775,7671,864,95,23,0,0,80,0,0,-1108
2017/10/5 21:00,8974,1774,7406,792,95,23,0,0,88,0,0,-1204
2017/10/5 22:00,8581,1773,7275,576,95,24,0,0,92,0,0,-1254
2017/10/5 23:00,8058,1774,6805,509,95,24,0,0,103,0,0,-1252
2017/10/6 0:00,7562,1772,6012,540,94,20,0,0,88,0,0,-964
2017/10/6 1:00,7496,1770,5842,589,94,20,0,0,49,0,0,-868
2017/10/6 2:00,7716,1770,6179,523,94,20,0,0,42,0,0,-912
2017/10/6 3:00,8214,1770,6611,582,94,20,0,0,31,0,0,-894
2017/10/6 4:00,8647,1772,6846,795,94,20,0,0,38,0,0,-918
2017/10/6 5:00,8631,1774,6867,824,94,20,0,0,38,0,0,-986
2017/10/6 6:00,8712,1775,7192,749,90,20,8,0,34,0,0,-1156
2017/10/6 7:00,8944,1776,7443,741,90,20,167,0,29,0,0,-1322
2017/10/6 8:00,9505,1773,7863,819,90,20,443,0,25,0,0,-1528
2017/10/6 9:00,10149,1776,7817,851,90,20,865,0,14,0,0,-1284
2017/10/6 10:00,10475,1775,7625,684,90,20,1364,0,17,0,0,-1100
2017/10/6 11:00,10667,1775,7652,596,90,20,1671,0,15,0,0,-1152
2017/10/6 12:00,10183,1773,7663,520,90,20,1776,0,19,0,0,-1678
2017/10/6 13:00,10424,1772,7589,531,90,20,1598,0,16,0,0,-1192
2017/10/6 14:00,10513,1770,7192,581,90,20,1705,0,11,0,0,-856
2017/10/6 15:00,10574,1770,7479,637,90,20,1406,0,20,0,0,-848
2017/10/6 16:00,10525,1772,7897,828,90,20,691,0,14,0,7,-794
2017/10/6 17:00,10412,1771,7836,982,90,20,116,0,9,0,420,-832
