,,,,,,,ëæózåı,ëæózåı,ïóóÕ,ïóóÕ,,
DATE_TIME,ÉGÉäÉAé˘óvÅkMWhÅl,å¥éqóÕÅkMWhÅl,âŒóÕÅkMWhÅl,êÖóÕÅkMWhÅl,ínîMÅkMWhÅl,ÉoÉCÉIÉ}ÉXÅkMWhÅl,é¿ê—ÅkMWhÅl,ó}êßó ÅkMWhÅl,é¿ê—ÅkMWhÅl,ó}êßó ÅkMWhÅl,ógêÖÅkMWhÅl,òAånê¸ÅkMWhÅl
2017/4/1 0:00,8383,1797,7675,440,144,18,0,0,81,0,0,-1772
2017/4/1 1:00,8497,1799,7760,424,144,18,0,0,64,0,0,-1712
2017/4/1 2:00,8904,1796,8170,425,144,18,0,0,60,0,115,-1824
2017/4/1 3:00,9318,1797,8199,520,144,19,0,0,61,0,474,-1896
2017/4/1 4:00,9484,1797,8171,529,144,19,0,0,66,0,630,-1872
2017/4/1 5:00,9353,1797,7923,564,144,19,0,0,51,0,759,-1904
2017/4/1 6:00,9334,1797,7578,539,144,19,65,0,46,0,882,-1736
2017/4/1 7:00,9249,1797,7528,482,144,19,538,0,43,0,494,-1796
2017/4/1 8:00,9376,1798,7081,432,144,19,1328,0,44,0,302,-1772
2017/4/1 9:00,9375,1797,6407,378,144,19,2404,0,35,0,-37,-1772
2017/4/1 10:00,8978,1797,5768,401,144,19,3757,0,34,0,-1098,-1844
2017/4/1 11:00,9028,1795,5547,419,144,19,4890,0,35,0,-1769,-2052
2017/4/1 12:00,8658,1795,5240,364,144,19,5125,0,37,0,-2210,-1856
2017/4/1 13:00,8631,1795,5314,387,144,19,4973,0,33,0,-2226,-1808
2017/4/1 14:00,8604,1796,5600,380,144,19,4365,0,37,0,-1829,-1908
2017/4/1 15:00,8410,1795,5462,331,144,19,3226,0,43,0,-798,-1812
2017/4/1 16:00,8551,1796,6428,399,144,19,1870,0,45,0,-302,-1848
2017/4/1 17:00,9099,1785,7724,636,144,19,672,0,41,0,74,-1996
2017/4/1 18:00,9757,1790,7645,1064,144,19,59,0,45,0,835,-1844
2017/4/1 19:00,10133,1792,7576,1204,144,19,0,0,47,0,1431,-2080
2017/4/1 20:00,9817,1797,7610,1005,144,19,0,0,48,0,1290,-2096
2017/4/1 21:00,9389,1797,7496,738,144,19,0,0,55,0,1112,-1972
2017/4/1 22:00,8861,1798,7754,638,144,19,0,0,67,0,469,-2028
2017/4/1 23:00,8334,1797,7468,420,144,19,0,0,56,0,218,-1788
2017/4/2 0:00,7870,1798,7116,441,144,17,0,0,66,0,0,-1712
2017/4/2 1:00,8047,1797,7398,398,144,17,0,0,66,0,39,-1812
2017/4/2 2:00,8512,1797,7409,428,144,17,0,0,74,0,403,-1760
2017/4/2 3:00,8903,1797,7420,461,144,17,0,0,85,0,795,-1816
2017/4/2 4:00,9050,1797,7388,581,144,17,0,0,88,0,811,-1776
2017/4/2 5:00,8846,1797,7382,586,144,17,0,0,87,0,537,-1704
2017/4/2 6:00,8492,1798,7579,462,144,18,71,0,109,0,203,-1892
2017/4/2 7:00,8301,1797,6688,455,144,18,815,0,115,0,-107,-1624
2017/4/2 8:00,8063,1797,5787,411,144,18,2115,0,120,0,-673,-1656
2017/4/2 9:00,8060,1797,5241,245,144,18,3165,0,138,0,-948,-1740
2017/4/2 10:00,8269,1797,5307,405,144,18,3655,0,153,0,-1554,-1656
2017/4/2 11:00,8342,1795,5205,467,144,18,3661,0,174,0,-1418,-1704
2017/4/2 12:00,8255,1796,4935,401,144,18,3862,0,180,0,-1201,-1880
2017/4/2 13:00,8133,1796,4986,366,144,18,3717,0,189,0,-1339,-1744
2017/4/2 14:00,7912,1796,4853,424,144,18,3496,0,182,0,-1389,-1612
2017/4/2 15:00,8050,1797,5596,386,144,18,2605,0,182,0,-1182,-1496
2017/4/2 16:00,8346,1791,6411,386,144,18,1598,0,161,0,-287,-1876
2017/4/2 17:00,8910,1791,7694,372,144,18,716,0,158,0,-11,-1972
2017/4/2 18:00,9762,1797,8487,768,144,18,67,0,138,0,155,-1812
2017/4/2 19:00,10176,1793,8435,854,144,18,0,0,111,0,521,-1700
2017/4/2 20:00,9980,1797,8435,618,144,18,0,0,85,0,651,-1768
2017/4/2 21:00,9740,1797,8455,515,144,18,0,0,77,0,550,-1816
2017/4/2 22:00,9203,1799,8475,412,144,18,0,0,74,0,69,-1788
2017/4/2 23:00,8580,1798,7887,292,144,18,0,0,69,0,0,-1628
2017/4/3 0:00,8184,1798,7597,352,143,20,0,0,58,0,0,-1784
2017/4/3 1:00,8508,1797,7736,308,143,20,0,0,51,0,85,-1632
2017/4/3 2:00,9057,1797,8211,330,143,20,0,0,50,0,414,-1908
2017/4/3 3:00,9548,1797,8135,359,143,20,0,0,56,0,714,-1676
2017/4/3 4:00,9810,1796,8136,394,143,20,0,0,55,0,870,-1604
2017/4/3 5:00,9964,1796,8226,449,143,20,0,0,48,0,946,-1664
2017/4/3 6:00,10385,1797,8069,803,143,20,151,0,37,0,965,-1600
2017/4/3 7:00,10177,1796,7873,588,143,20,1223,0,27,0,167,-1660
2017/4/3 8:00,9887,1796,6926,389,143,20,2691,0,22,0,0,-2100
2017/4/3 9:00,9830,1798,6276,376,143,20,4028,0,23,0,-514,-2320
2017/4/3 10:00,9666,1797,6101,177,143,20,5016,0,30,0,-1250,-2368
2017/4/3 11:00,9643,1797,6049,404,143,21,5576,0,34,0,-1893,-2488
2017/4/3 12:00,9161,1797,5872,354,141,21,5760,0,35,0,-2451,-2368
2017/4/3 13:00,9302,1797,5981,402,141,21,5497,0,46,0,-2179,-2404
2017/4/3 14:00,9041,1796,6026,424,144,21,4870,0,62,0,-1818,-2484
2017/4/3 15:00,8882,1796,6310,127,144,21,3816,0,69,0,-953,-2448
2017/4/3 16:00,9064,1791,6770,364,144,21,2411,0,67,0,-132,-2372
2017/4/3 17:00,9334,1790,8123,518,144,21,982,0,63,0,37,-2344
2017/4/3 18:00,9942,1791,8476,860,144,21,82,0,54,0,354,-1840
2017/4/3 19:00,10254,1796,8333,895,144,21,0,0,60,0,809,-1804
2017/4/3 20:00,10050,1796,8529,755,144,21,0,0,54,0,795,-2044
2017/4/3 21:00,9734,1796,8422,593,144,21,0,0,53,0,573,-1868
2017/4/3 22:00,9265,1797,8397,394,144,21,0,0,40,0,316,-1844
2017/4/3 23:00,8707,1797,7788,321,145,21,0,0,39,0,172,-1576
2017/4/4 0:00,8298,1795,7605,356,143,17,0,0,35,0,7,-1660
2017/4/4 1:00,8570,1797,7815,335,143,17,0,0,22,0,17,-1576
