,,,,,,,ëæózåı,ëæózåı,ïóóÕ,ïóóÕ,,
DATE_TIME,ÉGÉäÉAé˘óvÅkMWhÅl,å¥éqóÕÅkMWhÅl,âŒóÕÅkMWhÅl,êÖóÕÅkMWhÅl,ínîMÅkMWhÅl,ÉoÉCÉIÉ}ÉXÅkMWhÅl,é¿ê—ÅkMWhÅl,ó}êßó ÅkMWhÅl,é¿ê—ÅkMWhÅl,ó}êßó ÅkMWhÅl,ógêÖÅkMWhÅl,òAånê¸ÅkMWhÅl
2017/7/1 0:00,8753,1777,7641,965,129,28,0,0,13,0,0,-1800
2017/7/1 1:00,8347,1778,7242,952,126,28,0,0,9,0,0,-1788
2017/7/1 2:00,8372,1778,7309,950,116,28,0,0,7,0,0,-1816
2017/7/1 3:00,8692,1777,7605,1032,116,28,0,0,8,0,0,-1874
2017/7/1 4:00,8923,1779,7710,1133,116,29,0,0,12,0,0,-1856
2017/7/1 5:00,8721,1778,7477,1100,116,29,28,0,11,0,0,-1818
2017/7/1 6:00,8621,1778,7196,1068,127,29,386,0,15,0,-262,-1716
2017/7/1 7:00,8859,1776,7093,969,129,29,1110,0,27,0,-606,-1668
2017/7/1 8:00,9673,1774,7164,922,129,29,2117,0,20,0,-768,-1714
2017/7/1 9:00,10543,1778,6914,937,129,29,3236,0,12,0,-640,-1852
2017/7/1 10:00,11148,1777,6677,935,129,29,4228,0,19,0,-1018,-1628
2017/7/1 11:00,11743,1778,6226,965,129,29,5016,0,21,0,-765,-1656
2017/7/1 12:00,11789,1777,6151,765,129,29,5252,0,25,0,-809,-1530
2017/7/1 13:00,11888,1778,6391,933,129,29,4851,0,32,0,-355,-1900
2017/7/1 14:00,11799,1777,6481,893,129,29,4337,0,35,0,-42,-1840
2017/7/1 15:00,11559,1778,6880,985,129,29,3315,0,33,0,0,-1590
2017/7/1 16:00,11620,1768,7923,1076,129,29,2348,0,35,0,0,-1688
2017/7/1 17:00,11524,1769,8872,1164,129,29,1295,0,35,0,19,-1788
2017/7/1 18:00,11521,1769,9533,1169,129,29,447,0,30,0,257,-1842
2017/7/1 19:00,11429,1768,9605,1168,129,29,37,0,22,0,541,-1870
2017/7/1 20:00,11074,1769,9353,1179,129,29,0,0,24,0,541,-1950
2017/7/1 21:00,10487,1769,8877,1123,129,29,0,0,21,0,487,-1948
2017/7/1 22:00,9941,1770,8794,828,129,29,0,0,23,0,262,-1894
