,,,,,,,ëæózåı,ëæózåı,ïóóÕ,ïóóÕ,,
DATE_TIME,ÉGÉäÉAé˘óvÅkMWhÅl,å¥éqóÕÅkMWhÅl,âŒóÕÅkMWhÅl,êÖóÕÅkMWhÅl,ínîMÅkMWhÅl,ÉoÉCÉIÉ}ÉXÅkMWhÅl,é¿ê—ÅkMWhÅl,ó}êßó ÅkMWhÅl,é¿ê—ÅkMWhÅl,ó}êßó ÅkMWhÅl,ógêÖÅkMWhÅl,òAånê¸ÅkMWhÅl
2018/1/1 0:00,9161,1800,8348,258,146,35,0,0,123,0,183,-1732
2018/1/1 1:00,9243,1799,8505,227,146,35,0,0,120,0,77,-1666
2018/1/1 2:00,9406,1800,8689,279,146,35,0,0,129,0,0,-1672
2018/1/1 3:00,9509,1800,8731,362,146,35,0,0,116,0,41,-1722
2018/1/1 4:00,9429,1799,8638,379,146,35,0,0,116,0,10,-1694
2018/1/1 5:00,9087,1802,8364,283,146,35,0,0,113,0,0,-1656
2018/1/1 6:00,8780,1799,8055,250,146,35,0,0,115,0,0,-1620
2018/1/1 7:00,8971,1801,8137,272,146,35,41,0,109,0,0,-1570
2018/1/1 8:00,9239,1799,8013,269,146,35,495,0,112,0,0,-1630
2018/1/1 9:00,9116,1801,6808,330,146,35,1344,0,100,0,0,-1448
2018/1/1 10:00,8674,1798,5663,166,146,35,2354,0,108,0,-88,-1508
2018/1/1 11:00,8332,1800,5341,151,146,35,3116,0,110,0,-865,-1502
2018/1/1 12:00,7859,1799,5143,138,146,35,3301,0,122,0,-1373,-1452
2018/1/1 13:00,7657,1799,4997,154,146,36,3415,0,124,0,-1770,-1244
2018/1/1 14:00,7404,1799,5009,152,146,36,2958,0,124,0,-1396,-1424
2018/1/1 15:00,7503,1798,5538,128,146,36,1794,0,129,0,-432,-1634
2018/1/1 16:00,8119,1797,7147,183,146,36,619,0,112,0,-167,-1754
2018/1/1 17:00,9281,1797,8284,511,146,36,26,0,93,0,380,-1992
2018/1/1 18:00,9870,1798,8342,767,146,36,0,0,88,0,651,-1958
2018/1/1 19:00,9922,1801,8494,728,146,36,0,0,89,0,590,-1962
2018/1/1 20:00,9952,1800,8580,624,146,36,0,0,75,0,599,-1908
2018/1/1 21:00,9892,1799,8792,421,146,36,0,0,76,0,544,-1922
2018/1/1 22:00,9593,1801,8779,249,146,36,0,0,72,0,378,-1868
2018/1/1 23:00,9325,1799,8781,170,146,36,0,0,63,0,146,-1816
2018/1/2 0:00,8859,1799,8258,231,147,34,0,0,62,0,0,-1672
2018/1/2 1:00,8955,1800,8351,219,147,34,0,0,56,0,0,-1652
2018/1/2 2:00,9275,1799,8569,275,147,34,0,0,64,0,43,-1656
2018/1/2 3:00,9399,1800,8451,365,147,34,0,0,76,0,192,-1666
2018/1/2 4:00,9378,1798,8332,379,147,34,0,0,84,0,218,-1614
2018/1/2 5:00,9158,1800,8257,318,147,34,0,0,92,0,56,-1546
2018/1/2 6:00,9169,1799,8295,267,147,34,0,0,112,0,59,-1544
2018/1/2 7:00,9612,1798,8529,251,147,34,71,0,109,0,267,-1594
2018/1/2 8:00,9860,1799,8535,219,147,34,923,0,92,0,49,-1938
2018/1/2 9:00,9496,1799,7116,195,147,34,2413,0,81,0,-293,-1996
2018/1/2 10:00,8953,1799,5969,173,147,34,3724,0,57,0,-976,-1974
2018/1/2 11:00,8423,1799,5686,160,147,34,4510,0,38,0,-2053,-1898
2018/1/2 12:00,8032,1799,5205,202,147,34,4701,0,31,0,-2195,-1892
2018/1/2 13:00,7743,1799,5165,213,147,34,4358,0,33,0,-2180,-1826
2018/1/2 14:00,7474,1799,5448,229,147,34,3470,0,34,0,-1873,-1814
2018/1/2 15:00,7543,1799,5732,54,147,34,2121,0,36,0,-564,-1816
2018/1/2 16:00,8247,1799,7259,190,147,34,695,0,37,0,0,-1914
2018/1/2 17:00,9403,1796,8448,475,147,34,32,0,56,0,459,-2044
2018/1/2 18:00,10104,1796,8567,764,147,34,0,0,79,0,859,-2142
2018/1/2 19:00,10156,1796,8687,715,147,34,0,0,93,0,762,-2078
2018/1/2 20:00,10127,1799,8753,618,147,34,0,0,91,0,779,-2094
2018/1/2 21:00,9918,1800,8965,352,147,34,0,0,78,0,606,-2064
2018/1/2 22:00,9599,1800,8942,222,147,34,0,0,63,0,395,-2004
2018/1/2 23:00,9157,1799,8844,193,147,35,0,0,58,0,93,-2012
2018/1/3 0:00,8697,1799,8345,242,147,27,0,0,71,0,0,-1934
