,,,,,,,ëæózåı,ëæózåı,ïóóÕ,ïóóÕ,,
DATE_TIME,ÉGÉäÉAé˘óvÅkMWhÅl,å¥éqóÕÅkMWhÅl,âŒóÕìôÅkMWhÅl,êÖóÕÅkMWhÅl,ínîMÅkMWhÅl,ÉoÉCÉIÉ}ÉXÅkMWhÅl,é¿ê—ÅkMWhÅl,ó}êßó ÅkMWhÅl,é¿ê—ÅkMWhÅl,ó}êßó ÅkMWhÅl,ógêÖìôÅkMWhÅl,òAånê¸í™ó¨ÅkMWhÅl
2019/1/1 0:00,9618,4140,6418,187,114,351,0,0,41,0,221,-1854
2019/1/1 1:00,9565,4142,6408,194,115,350,0,0,41,0,201,-1886
2019/1/1 2:00,9687,4142,6389,325,115,349,0,0,48,0,253,-1934
2019/1/1 3:00,9730,4142,6364,413,115,352,0,0,39,0,259,-1954
2019/1/1 4:00,9551,4144,6355,342,115,352,0,0,50,0,101,-1908
2019/1/1 5:00,9156,4142,6071,281,115,352,0,0,53,0,0,-1858
2019/1/1 6:00,8808,4143,5717,262,115,353,0,0,57,0,-9,-1830
2019/1/1 7:00,9050,4140,5964,248,114,352,51,0,51,0,-4,-1866
2019/1/1 8:00,9373,4142,5800,219,114,352,551,0,56,0,11,-1872
2019/1/1 9:00,9362,4143,5282,219,114,351,1084,0,75,0,60,-1966
2019/1/1 10:00,9058,4143,4531,189,114,351,1686,0,111,0,-131,-1936
2019/1/1 11:00,8931,4140,4017,187,114,353,1905,0,126,0,-127,-1784
2019/1/1 12:00,8759,4140,3869,204,114,352,1790,0,135,0,1,-1846
2019/1/1 13:00,8562,4142,3971,193,114,352,1462,0,169,0,-21,-1820
2019/1/1 14:00,8422,4140,4591,182,114,349,1010,0,188,0,-358,-1794
2019/1/1 15:00,8588,4141,5289,202,114,350,622,0,191,0,-519,-1802
2019/1/1 16:00,8949,4140,5894,274,114,349,206,0,200,0,-342,-1886
2019/1/1 17:00,9772,4139,6620,331,114,351,6,0,188,0,63,-2040
2019/1/1 18:00,10063,4140,6681,482,114,352,0,0,199,0,89,-1994
2019/1/1 19:00,9923,4141,6566,555,114,354,0,0,199,0,0,-2006
2019/1/1 20:00,9820,4138,6475,513,114,353,0,0,189,0,0,-1962
2019/1/1 21:00,9639,4139,6477,357,114,351,0,0,195,0,0,-1994
2019/1/1 22:00,9266,4142,6191,245,115,349,0,0,199,0,-41,-1934
2019/1/1 23:00,8843,4144,5808,214,115,353,0,0,181,0,-8,-1964
2019/1/2 0:00,8311,4141,5528,187,112,352,0,0,194,0,-249,-1954
2019/1/2 1:00,8334,4142,5549,189,112,352,0,0,178,0,-246,-1942
2019/1/2 2:00,8738,4143,5665,272,112,350,0,0,170,0,0,-1974
2019/1/2 3:00,9030,4143,5804,411,112,354,0,0,184,0,0,-1978
2019/1/2 4:00,9052,4142,5863,338,112,354,0,0,175,0,-8,-1924
2019/1/2 5:00,8843,4143,5663,278,112,353,0,0,168,0,-8,-1866
2019/1/2 6:00,8669,4142,5662,278,112,352,0,0,152,0,-223,-1806
2019/1/2 7:00,8991,4140,5866,244,112,354,33,0,134,0,-34,-1858
2019/1/2 8:00,9538,4144,6157,202,112,353,351,0,131,0,48,-1960
2019/1/2 9:00,9808,4140,5833,207,112,354,1041,0,116,0,-1,-1994
2019/1/2 10:00,9581,4141,4745,208,112,350,1947,0,103,0,-71,-1954
2019/1/2 11:00,9216,4139,3898,208,112,350,2730,0,89,0,-440,-1870
2019/1/2 12:00,8657,4145,3402,197,112,354,2913,0,93,0,-709,-1850
2019/1/2 13:00,8450,4141,3216,208,112,353,3435,0,91,0,-1262,-1844
2019/1/2 14:00,8063,4140,3758,185,112,351,3197,0,84,0,-1958,-1806
2019/1/2 15:00,8002,4140,4024,193,112,351,2010,0,80,0,-1118,-1790
2019/1/2 16:00,8679,4136,5014,275,112,348,673,0,80,0,-161,-1798
2019/1/2 17:00,9883,4139,6084,420,112,351,19,0,78,0,694,-2014
2019/1/2 18:00,10526,4139,6448,613,112,352,0,0,71,0,777,-1986
2019/1/2 19:00,10594,4140,6438,660,112,353,0,0,66,0,827,-2002
2019/1/2 20:00,10594,4141,6577,553,112,352,0,0,65,0,772,-1978
2019/1/2 21:00,10416,4145,6567,383,112,352,0,0,59,0,746,-1948
2019/1/2 22:00,10130,4143,6574,239,112,351,0,0,62,0,585,-1936
2019/1/2 23:00,9763,4142,6556,205,112,352,0,0,55,0,301,-1960
2019/1/3 0:00,9336,4142,6436,202,114,353,0,0,57,0,-26,-1942
2019/1/3 1:00,9336,4142,6461,190,115,351,0,0,63,0,-50,-1936
2019/1/3 2:00,9620,4145,6587,204,115,351,0,0,71,0,49,-1902
2019/1/3 3:00,9750,4143,6559,316,115,353,0,0,81,0,57,-1874
2019/1/3 4:00,9681,4142,6498,318,115,353,0,0,85,0,0,-1830
2019/1/3 5:00,9441,4142,6325,281,115,351,0,0,95,0,-50,-1818
2019/1/3 6:00,9367,4142,6214,331,115,352,0,0,88,0,-45,-1830
2019/1/3 7:00,9813,4143,6442,368,115,343,95,0,72,0,17,-1782
2019/1/3 8:00,10153,4141,5770,262,115,330,1101,0,64,0,282,-1912
2019/1/3 9:00,9594,4142,3667,200,115,310,2327,133,44,0,739,-1950
2019/1/3 10:00,8955,4143,2659,207,114,301,3612,197,42,0,-197,-1926
2019/1/3 11:00,8489,4144,2385,185,114,303,4338,329,51,0,-1149,-1882
2019/1/3 12:00,8148,4142,2285,186,114,304,4558,344,38,0,-1629,-1850
2019/1/3 13:00,7788,4142,2227,213,114,303,4282,321,32,0,-1687,-1838
2019/1/3 14:00,7636,4144,2454,204,114,302,3539,230,32,0,-1371,-1782
2019/1/3 15:00,7898,4142,2983,191,114,302,2321,117,25,0,-440,-1740
2019/1/3 16:00,8579,4139,4982,268,114,322,841,1,26,0,-195,-1918
2019/1/3 17:00,9812,4135,6414,416,114,342,24,0,24,0,309,-1966
2019/1/3 18:00,10594,4138,6936,594,115,349,0,0,26,0,472,-2036
2019/1/3 19:00,10734,4143,7039,697,115,353,0,0,25,0,378,-2016
